"brand","name","sku","weight","length","width","height","supplier_sku","category"
"Columbia Tools","COLUMBIA 10"" FINISHER FAT BOY FLAT BOX","10FBB","5","","","","CTT10FBB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","10"" FAT BOY AUTOMATIC FLAT BOX COLUMBIA","10FBBA","4.5275","14","9","8","CTT10FBBA","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 10"" FINISHER FLAT BOX","10FFB","3.313","5","13","7","CTT10FFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","10"" AUTOMATIC FLAT BOX COLUMBIA","10FFBA","4.3","","","","CTT10FFBA","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 10"" INSIDE TRACK FAT BOY FLAT BOX","10ITFB","3.6515","13","6","8","CTT10ITFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 12"" FINISHER FAT BOY FLAT BOX","12FBB","4.174","13","6","8","CTT12FBB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","12"" FAT BOY AUTOMATIC FLAT BOX COLUMBIA","12FBBA","5.3705","14","8","9","CTT12FBBA","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 12"" FINISHER FLAT BOX","12FFB","3.814","13","5","7","CTT12FFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","12"" AUTOMATIC FLAT BOX COLUMBIA","12FFBA","4.9","","","","CTT12FFBA","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 12"" INSIDE TRACK FAT BOY FLAT BOX","12ITFB","4.105","13","7","6","CTT12ITFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 13"" X 13"" HAWK ","13HS","1.924","13.5","13","2","CTT13HS","TROWEL, FINISHING"
"Columbia Tools","COLUMBIA 14"" FINISHER FLAT BOX","14FFB","4.3685","16","5.25","8","CTT14FFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","14"" AUTOMATIC FLAT BOX COLUMBIA","14FFBA","5.3","","","","CTT14FFBA","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 2-1/2"" ANGLE HEAD WITH WHEELS","25AH","0.9125","4","4","4","CTT25AH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 2.5"" COMBO FLUSHER","25CSF","0.6415","5","4","3","CTT25CSF","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 2"" ANGLE HEAD WITH WHEELS","2AH","0.858","5","5","4","CTT2AH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","CTT 1.5"" MUD ROLLER W/ 2K QUICK CONNECT FRAME","2KCMR","0.4305","12","5","2","CTT2KCMR","ROLLER FRAMES/COVERS"
"Columbia Tools","COLUMBIA 12""X18MM ROLLER W/ QUICK CONNECT FRAME","2KMR12","1.098","14","12","4","CTT2KMR12","ROLLER FRAMES/COVERS"
"Columbia Tools","CTT 4"" MUD ROLLER W/ 2K QUICK CONNECT FRAME","2KMR4","0.575","12","5","4","CTT2KMR4","ROLLER FRAMES/COVERS"
"Columbia Tools","CTT 9"" MUD ROLLER W/ 2K QUICK CONNECT FRAME","2KMR9","0.911","13","10","4","CTT2KMR9","ROLLER FRAMES/COVERS"
"Columbia Tools","COLUMBIA 2"" NAIL SPOTTER","2NS","1.4575","8","5","5","CTT2NS","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA 3-1/2"" ANGLE HEAD WITH WHEELS","35AH","1.1425","5.25","4.75","4","CTT35AH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 3.5"" COMBO FLUSHER","35CSF","5","","","","CTT35CSF","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 3-1/2"" STANDARD FLUSHER WITH WHEELS","35SF","1","","","","CTT35SF","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 3"" ANGLE HEAD WITH WHEELS","3AH","1.0565","4","5","5","CTT3AH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","36"" 180-GRIP BENT FLAT BOX HANDLE COLUMBIA","3BBH","2","","","","CTT3BBH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","3' 180-GRIP FLAT BOX HANDLE COLUMBIA","3BH","1.823","37.5","5.75","4","CTT3BH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","3"" COMBO FLUSHER COLUMBIA","3CSF","0.6705","6","5","2","CTT3CSF","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 3"" NAIL SPOTTER","3NS","1.731","8","5","5","CTT3NS","AUTOMATIC TT PARTS"
"Columbia Tools","42"" 180-GRIP BENT FLAT BOX HANDLE COLUMBIA","42BBH","4","","","","CTT42BBH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","42"" FLAT BOX HANDLE 180 DEGREE COLUMBIA","42BH","1.86875","45","5.25","3.75","CTT42BH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 4' 180 DEG FLAT BOX HANDLE","4BH","2.0635","50.75","5.25","4","CTT4BH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","5.5"" FAT BOY FLAT BOX COLUMBIA","55FBB","0","","","","CTT55FBB","AUTOMATIC TT PARTS"
"Columbia Tools","5.5"" FLAT BOX COLUMBIA","55FFB","2.455","8","6","5","CTT55FFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","60"" 180-GRIP BENT FLAT BOX HANDLE COLUMBIA","5BBH","8","","","","CTT5BBH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","5' 180-GRIP FLAT BOX HANDLE COLUMBIA","5BH","8","","","","CTT5BH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","72"" 180-GRIP BENT FLAT BOX HANDLE COLUMBIA","6BBH","10","","","","CTT6BBH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","6' 180-GRIP FLAT BOX HANDLE COLUMBIA","6BH","10","","","","CTT6BH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 7"" CORNER THROTTLE BOX","7CFB","3.2875","10","10","4","CTT7CFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","7"" FLAT FINISHING BOX COLUMBIA","7FFB","2.8085","13","5","8","CTT7FFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 8"" CORNER THROTTLE BOX","8CFB","3.6385","10","5","10","CTT8CFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 8"" FAT BOY BOX","8FBB","1","","","","CTT8FBB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","8"" FAT BOY AUTOMATIC FLAT BOX COLUMBIA","8FBBA","4.1","","","","CTT8FBBA","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 8"" FLAT FINISHER BOX","8FFB","1","","","","CTT8FFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","8"" AUTOMATIC FLAT BOX COLUMBIA","8FFBA","3.9","","","","CTT8FFBA","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 8"" INSIDE TRACK FAT BOY FLAT BOX","8ITFB","5","","","","CTT8ITFB","AUTOMATIC TAPING TOOLS"
"Columbia Tools","DOOR SPRING CATCHER COLUMBIA","AB45","0.5","","","","CTTAB45","AUTOMATIC TT PARTS"
"Columbia Tools","DOOR SPRING AUTOMATIC BOX COLUMBIA","AB46","0.5","","","","CTTAB46","AUTOMATIC TT PARTS"
"Columbia Tools","AXEL SPRING COLUMBIA ","AB48","0","","","","CTTAB48","AUTOMATIC TT PARTS"
"Columbia Tools","RETURN SPRING POST COLUMBIA","AH11","0.01","","","","CTTAH11","AUTOMATIC TT PARTS"
"Columbia Tools","HANDLE BALL COLUMBIA","AH15","0.01","","","","CTTAH15","AUTOMATIC TT PARTS"
"Columbia Tools","SOCKET WEAR CUP COLUMBIA","AH18","0.01","","","","CTTAH18","AUTOMATIC TT PARTS"
"Columbia Tools","SPRING HOUSING COLUMBIA","AH1A","0.01","","","","CTTAH1A","AUTOMATIC TT PARTS"
"Columbia Tools","O-RING FOR ANGLE HEAD WHEELS COLUMBIA","AH21","0.0035","0.1","0.5","0.5","CTTAH21","AUTOMATIC TT PARTS"
"Columbia Tools","2.5"" WING ASSEMBLY RIGHT COLUMBIA","AH225R","0","","","","CTTAH225R","AUTOMATIC TT PARTS"
"Columbia Tools","3"" WING ASSEMBLY LEFT COLUMBIA","AH23L","0","","","","CTTAH23L","AUTOMATIC TT PARTS"
"Columbia Tools","3"" WING ASSEMBLY RIGHT COLUMBIA","AH23R","0","","","","CTTAH23R","AUTOMATIC TT PARTS"
"Columbia Tools","2"" CARBIDE BLADE COLUMBIA","AH32","0.01","","","","CTTAH32","AUTOMATIC TT PARTS"
"Columbia Tools","2-1/2"" CARBIDE BLADE COLUMBIA","AH325","0.01","","","","CTTAH325","AUTOMATIC TT PARTS"
"Columbia Tools","3"" CARBIDE BLADE COLUMBIA","AH33","0.01","","","","CTTAH33","AUTOMATIC TT PARTS"
"Columbia Tools","3-1/2"" CARBIDE BLADE COLUMBIA","AH335","0.01","","","","CTTAH335","AUTOMATIC TT PARTS"
"Columbia Tools","SIDE BLADE COLUMBIA","AH4","0.01","","","","CTTAH4","AUTOMATIC TT PARTS"
"Columbia Tools","FRAME RETAINER CLIP COLUMBIA","AH5","0.01","","","","CTTAH5","AUTOMATIC TT PARTS"
"Columbia Tools","BALL HOLDER RELEASE CLIP COLUMBIA","AH6A","0.01","","","","CTTAH6A","AUTOMATIC TT PARTS"
"Columbia Tools","FRAME TENSION SPRING 2"" COLUMBIA","AH72","0.01","","","","CTTAH72","AUTOMATIC TT PARTS"
"Columbia Tools","FRAME TEN SPRING 2-1/2"" (+SMALL 3"" SPRING) COLUM","AH725","0.01","","","","CTTAH725","AUTOMATIC TT PARTS"
"Columbia Tools","3"" TENSION SPRING (LARGE) COLUMBIA","AH73","0.01","","","","CTTAH73","AUTOMATIC TT PARTS"
"Columbia Tools","3.5"" FRAME TENSION SPRING COLUMBIA","AH735","0.01","","","","CTTAH735","AUTOMATIC TT PARTS"
"Columbia Tools","(SHORT) RETAINER CLIP COLUMBIA","AH8","0.01","","","","CTTAH8","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA TOP RETAINER CORNER CLIP","AH8A","0","","","","CTTAH8A","AUTOMATIC TT PARTS"
"Columbia Tools","(LONG) RETAINER CLIP COLUMBIA","AH9","0.01","","","","CTTAH9","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA BOTTOM RETAINER CORNER CLIP","AH9A","0","","","","CTTAH9A","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA ANGLE HEAD ADAPTER","AHA","1","","","","CTTAHA","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA BLACK BANJO ALUMINUM W/ WOOD HANDLE","BB","4.15","23","10","3","CTTBB","BANJOS"
"Columbia Tools","COMMON TOP STRAP COLUMBIA","BBH9","0.01","","","","CTTBBH9","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA BOX FILLER ","BF","0.31","5","4","2","CTTBF","AUTOMATIC TAPING TOOLS"
"Columbia Tools","HINGE PIN (180 GRIP) COLUMBIA","BH06","1.5","","","","CTTBH06","AUTOMATIC TT PARTS"
"Columbia Tools","CAM FOLLOWER COLUMBIA","BH07","1","","","","CTTBH07","AUTOMATIC TT PARTS"
"Columbia Tools","MOUNTING PLATE (180 GRIP) COLUMBIA","BH1","1","","","","CTTBH1","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA STRAP CONNECTING PIN","BH11","0","","","","CTTBH11","AUTOMATIC TT PARTS"
"Columbia Tools","THUMB SCREW (180 DEGREE HANDLE) COLUMBIA","BH13","0.01","","","","CTTBH13","AUTOMATIC TT PARTS"
"Columbia Tools","180 GRIP PLATE - COL HANDLES COLUMBIA","BH2","0.01","","","","CTTBH2","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA BEARING SLEEVE ","BH24A","0","","","","CTTBH24A","AUTOMATIC TT PARTS"
"Columbia Tools","CAM FOR 180 HANDLE COLUMBIA","BH26","0.01","","","","CTTBH26","AUTOMATIC TT PARTS"
"Columbia Tools","LOWER BRAKE LEVER COLUMBIA","BH4","0","","","","CTTBH4","AUTOMATIC TT PARTS"
"Columbia Tools","UPPER MOUNTING BRACKET (180 GRIP) COLUMBIA","BH5","0.01","","","","CTTBH5","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA 6"" BUCKET SCOOP NATURAL","BSNC","0.519","10","7","4","CTTBSNC","HAWKS"
"Columbia Tools","COLUMBIA 12"" MUD PAN STAINLESS STEEL (6)","C12MPX6","9.712","12","4","4","CTTC12MPX6","MUD PANS, STEEL"
"Columbia Tools","COLUMBIA 14"" MUD PAN STAINLESS STEEL (6)","C14MPX6","10.611","14","5","5","CTTC14MPX6","MUD PANS, STEEL"
"Columbia Tools","COLUMBIA 16"" MUD PAN STAINLESS STEEL (6)","C16MPX6","8.916","18","5","5","CTTC16MPX6","MUD PANS, STEEL"
"Columbia Tools","COLUMBIA 4' ONE HANDLE","C1H","1.1325","48","2","2","CTTC1H","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA ONE ENTENDABLE 3'-5' HANDLE","C1HEXT","1.135","38.25","2","1.75","CTTC1HEXT","AUTOMATIC TAPING TOOLS"
"Columbia Tools","OUTSIDE BULLNOSE CORNER ROLLER COLUMBIA","CBNCR","1.8","","","","CTTCBNCR","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 2K BUCKET SCOOP","CBS2K","0.4875","9","6","1","CTTCBS2K","HAWKS"
"Columbia Tools","COLUMBIA CORNER COBRA ADJUST CORNER ROLLER","CC","1.5525","5.5","6","6","CTTCC","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA CORNER COBRA HANDLE ADAPTER","CC16","0","","","","CTTCC16","AUTOMATIC TT PARTS"
"Columbia Tools","STEP ROLLER FOR CORNER COBRA COLUMBIA","CC4","0.01","","","","CTTCC4","AUTOMATIC TT PARTS"
"Columbia Tools","ROLLER FOR CORNER COBRA COLUMBIA","CC5","0.01","","","","CTTCC5","AUTOMATIC TT PARTS"
"Columbia Tools","WHEEL FOR ICATW COLUMBIA","CEXT3","0.01","","","","CTTCEXT3","AUTOMATIC TT PARTS"
"Columbia Tools","OUTSIDE 90 APPLICATOR HEAD COLUMBIA","CEXT90","0.833","4","3","3","CTTCEXT90","AUTOMATIC TAPING TOOLS"
"Columbia Tools","DIRECT PLATE - FLUSHER COLUMBIA","CF1B","0.01","","","","CTTCF1B","AUTOMATIC TT PARTS"
"Columbia Tools","SKID - FLUSHER COLUMBIA","CF3","0.01","","","","CTTCF3","AUTOMATIC TT PARTS"
"Columbia Tools","SCREW FOR CORNER FLUSHER WHEEL COLUMBIA","CF3A","0.01","","","","CTTCF3A","AUTOMATIC TT PARTS"
"Columbia Tools","WHEEL FOR CORNER FLUSHER COLUMBIA","CF3B","0.01","","","","CTTCF3B","AUTOMATIC TT PARTS"
"Columbia Tools","BALL SPRING LONG - FLUSHER COLUMBIA","CF4L","0.01","","","","CTTCF4L","AUTOMATIC TT PARTS"
"Columbia Tools","1/4-20 X 1 1/2"" HEX SLOT COLUMBIA","CFA299","0","","","","CTTCFA299","AUTOMATIC TT PARTS"
"Columbia Tools","HINGE BUSHING COLUMBIA","CFB15A","0.01","","","","CTTCFB15A","AUTOMATIC TT PARTS"
"Columbia Tools","BEARING SLEEVE - SS COLUMBIA","CFB16","0.011","0.2","0.2","0.2","CTTCFB16","AUTOMATIC TT PARTS"
"Columbia Tools","NYLATRON BUSHING COLUMBIA","CFB19","0.0055","0.5","0.5","0.2","CTTCFB19","AUTOMATIC TT PARTS"
"Columbia Tools","HINGE SEAL COLUMBIA","CFB1A","0.01","","","","CTTCFB1A","AUTOMATIC TT PARTS"
"Columbia Tools","ROLL FACE 8"" COLUMBIA","CFB28","0","","","","CTTCFB28","AUTOMATIC TT PARTS"
"Columbia Tools","RIGHT SIDE PLATE 8"" COLUMBIA","CFB38","0","","","","CTTCFB38","AUTOMATIC TT PARTS"
"Columbia Tools","7"" DOOR COLUMBIA","CFB47","0.01","","","","CTTCFB47","AUTOMATIC TT PARTS"
"Columbia Tools","8"" DOOR COLUMBIA","CFB48","0.01","","","","CTTCFB48","AUTOMATIC TT PARTS"
"Columbia Tools","CONE BALL END COLUMBIA","CFB5B","0.5","","","","CTTCFB5B","AUTOMATIC TT PARTS"
"Columbia Tools","CONE O-RING COLUMBIA ","CFB5C","0","","","","CTTCFB5C","AUTOMATIC TT PARTS"
"Columbia Tools","MUD SUPPLY VALVE UNIT COLUMBIA","CFB6","0.01","","","","CTTCFB6","AUTOMATIC TT PARTS"
"Columbia Tools","7"" ANGLE BOX DOOR GASKET COLUMBIA","CFB77","0.01","","","","CTTCFB77","AUTOMATIC TT PARTS"
"Columbia Tools","8"" ANGLE BOX DOOR GASKET COLUMBIA","CFB78","0.07","7","3","0.5","CTTCFB78","AUTOMATIC TT PARTS"
"Columbia Tools","HANDLE MOUNT CASTING COLUMBIA","CFB8","0.01","","","","CTTCFB8","AUTOMATIC TT PARTS"
"Columbia Tools","ONE ANGLE BOX DOOR ADAPTOR COLUMBIA","CFB8A","0.3","","","","CTTCFB8A","AUTOMATIC TT PARTS"
"Columbia Tools","FLAT APPLICATOR HEAD COLUMBIA","CFLT","0.5505","4","3","1","CTTCFLT","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA LONG EXTENDABLE HANDLE 4-8'","CHXL","2.4245","49.5","1.5","2.5","CTTCHXL","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA BRASS CLIPS ","CLT14","0","","","","CTTCLT14","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA HINGE PIN ","CLT15","0","","","","CTTCLT15","AUTOMATIC TT PARTS"
"Columbia Tools","24"" CAM-LOCK COMPOUND MUD TUBE COLUMBIA","CLT24","3","","","","CTTCLT24","AUTOMATIC TAPING TOOLS"
"Columbia Tools","32"" CAM-LOCK COMPOUND MUD TUBE COLUMBIA","CLT32","4","","","","CTTCLT32","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 42"" CAM LOCK TUBE","CLT42","3.09375","45.5","3.25","3.25","CTTCLT42","AUTOMATIC TAPING TOOLS"
"Columbia Tools","55"" CAM-LOCK COMPOUND MUD TUBE COLUMBIA","CLT55","8","","","","CTTCLT55","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA CAM LOCK ASSEMBLED CONE SOLID","CLTA16","0","","","","CTTCLTA16","AUTOMATIC TT PARTS"
"Columbia Tools","COMPOUND TUBE BOX FILLER ADAPTOR COLUMBIA","CLTBF","0","","","","CTTCLTBF","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA TOMALOCK CAM LOCK HANDLE ADAPTOR","CLTHA","0.8","5","5","2","CTTCLTHA","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 18"" CLOSET MONSTER HANDLE","CMH","2","","","","CTTCMH","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA 1.5""X18MM REPL MUD ROLLER","CMRR","0.108","4","4","1","CTTCMRR","ROLLER FRAMES/COVERS"
"Columbia Tools","COLUMBIA DRAW TUBE FOR CMT42","CMT1A39","0","","","","CTTCMT1A39","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA 24"" COMPOUND TUBE","CMT24","2","","","","CTTCMT24","AUTOMATIC TAPING TOOLS"
"Columbia Tools","32"" COMPOUND MUD TUBE COLUMBIA","CMT32","4","","","","CTTCMT32","AUTOMATIC TAPING TOOLS"
"Columbia Tools","42"" COMPOUND MUD TUBE COLUMBIA","CMT42","2.887","48","4","3","CTTCMT42","AUTOMATIC TAPING TOOLS"
"Columbia Tools","PLASTIC HANDLE COLLAR COLUMBIA","CMT5","0","","","","CTTCMT5","AUTOMATIC TT PARTS"
"Columbia Tools","COMPOUND MUD TUBE 55"" COLUMBIA","CMT55","8","","","","CTTCMT55","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA OUTSIDE BEAD CORNER ROLLER","COBCR","1.2165","9","4","5","CTTCOBCR","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA GRACO POWERFILL GOOSENECK","CPFGN","1","","","","CTTCPFGN","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA GRACO POWERFILL 3.5 LOADING PUMP","CPFP","0","","","","CTTCPFP","AUTOMATIC TAPING TOOLS"
"Columbia Tools","COLUMBIA MUD PAN GRIP ","CPG","0.4265","8","9","1","CTTCPG","MUD PANS, STEEL"
"Columbia Tools","COLUMBIA INSIDE CORNER ROLLER","CR","1.519","8","4","4","CTTCR","AUTOMATIC TAPING TOOLS"
"Columbia Tools","HANDLE CONNECTING LINK COLUMBIA","CR11","0.01","","","","CTTCR11","AUTOMATIC TT PARTS"
"Columbia Tools","SWIVEL COUPLING PIN COLUMBIA","CR12","0.01","","","","CTTCR12","AUTOMATIC TT PARTS"
"Columbia Tools","BEARING SLEEVE COLUMBIA","CR3","0.01","","","","CTTCR3","AUTOMATIC TT PARTS"
"Columbia Tools","HANDLE MOUNTING SWIVEL COLUMBIA","CR6","0.01","","","","CTTCR6","AUTOMATIC TT PARTS"
"Columbia Tools","ROLLER REPLACEMENT SET COLUMBIA","CRA2","1","","","","CTTCRA2","AUTOMATIC TT PARTS"
"Columbia Tools","TAPER HEAD - CLASSIC COLUMBIA","CT1","0.5","","","","CTTCT1","AUTOMATIC TT PARTS"
"Columbia Tools","REMOVABLE COVER PLATE PIN RING-COLUMBIA","CT100","0","","","","CTTCT100","AUTOMATIC TT PARTS"
"Columbia Tools","RETURN SPRING COLUMBIA","CT101","0.0005","0.1","0.1","0.75","CTTCT101","AUTOMATIC TT PARTS"
"Columbia Tools","BARREL MAIN BODY COLUMBIA","CT103","1.6","","","","CTTCT103","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA CONNECTION STRAP","CT104","0.2","44","0.25","0.01","CTTCT104","AUTOMATIC TT PARTS"
"Columbia Tools","CRIMPER LEVER COLUMBIA","CT105","0.01","","","","CTTCT105","AUTOMATIC TT PARTS"
"Columbia Tools","BEARING SHAFT COLUMBIA","CT106","0.01","","","","CTTCT106","AUTOMATIC TT PARTS"
"Columbia Tools","PISTON BODY COLUMBIA","CT107","0.01","","","","CTTCT107","AUTOMATIC TT PARTS"
"Columbia Tools","CABLE RETAINING NUT COLUMBIA","CT109","0.01","","","","CTTCT109","AUTOMATIC TT PARTS"
"Columbia Tools","CRIMPING ARM BUSHING LEFT COLUMBIA","CT10A","0.01","","","","CTTCT10A","AUTOMATIC TT PARTS"
"Columbia Tools","MUD GUARD PLATE COLUMBIA","CT11","0.01","","","","CTTCT11","AUTOMATIC TT PARTS"
"Columbia Tools","PISTON CUP COLUMBIA","CT111","0.01","","","","CTTCT111","AUTOMATIC TT PARTS"
"Columbia Tools","CONNECTING STUD COLUMBIA","CT112","0.01","","","","CTTCT112","AUTOMATIC TT PARTS"
"Columbia Tools","LOCK BLOCK COLUMBIA","CT113","0.01","","","","CTTCT113","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA GUARD RING ","CT115","0","","","","CTTCT115","AUTOMATIC TT PARTS"
"Columbia Tools","GASKET NEW STYLE END RING COLUMBIA","CT115A","0.01","","","","CTTCT115A","AUTOMATIC TT PARTS"
"Columbia Tools","NEW STYLE STRAP FOR AUTO TAPER COLUMBIA","CT116A","0","","","","CTTCT116A","AUTOMATIC TT PARTS"
"Columbia Tools","RETAINING SPRING CLIP QUICK REALEASE COLUMBIA","CT118A","0.01","","","","CTTCT118A","AUTOMATIC TT PARTS"
"Columbia Tools","SPOOL RETAINING SPRING COLUMBIA","CT119","0.01","","","","CTTCT119","AUTOMATIC TT PARTS"
"Columbia Tools","TAPE ADVANCE RELEASE BRACKET COLUMBIA","CT12","0","","","","CTTCT12","AUTOMATIC TT PARTS"
"Columbia Tools","TAPE SPOOL W/ TENSION ADJUSTER COLUMBIA","CT120","0.146","3","3","3","CTTCT120","AUTOMATIC TT PARTS"
"Columbia Tools","STRAP COLUMBIA ","CT122","0","","","","CTTCT122","AUTOMATIC TT PARTS"
"Columbia Tools","COLUMBIA TAPER STRAP ","CT122A","0","","","","CTTCT122A","AUTOMATIC TT PARTS"
"Columbia Tools","RETAINING SPRING SHAFT COLUMBIA","CT123","0","","","","CTTCT123","AUTOMATIC TT PARTS"
"Columbia Tools","RETAINING SPRING SHAFT (QUICK RELEASE) COLUMBIA","CT123A","0.01","","","","CTTCT123A","AUTOMATIC TT PARTS"
"Columbia Tools","ROLLER COLUMBIA","CT125","0.01","","","","CTTCT125","AUTOMATIC TT PARTS"
"Columbia Tools","BEARING COLUMBIA","CT125A","0.01","","","","CTTCT125A","AUTOMATIC TT PARTS"
"Columbia Tools","KNURLED HAND GRIP BODY COLUMBIA","CT126","0","","","","CTTCT126","AUTOMATIC TT PARTS"
"Columbia Tools","EXTENSION SHAFT BRACKET COLUMBIA","CT127","0.01","","","","CTTCT127","AUTOMATIC TT PARTS"
"Columbia Tools","SHAFT GUIDE STRAP COLUMBIA","CT128A","0","","","","CTTCT128A","AUTOMATIC TT PARTS"
"Columbia Tools","SHAFT GUIDE ROLLER COLUMBIA","CT129","0","","","","CTTCT129","AUTOMATIC TT PARTS"
"Columbia Tools","SLEEVE (PLASTIC ROLLER) COLUMBIA","CT129B","0.01","","","","CTTCT129B","AUTOMATIC TT PARTS"
"Columbia Tools","EXTENSION SHAFT COLUMBIA","CT130","0.01","","","","CTTCT130","AUTOMATIC TT PARTS"
"Columbia Tools","ADJUSTABLE BRAKE HOLDER COLUMBIA","CT14","0.01","","","","CTTCT14","AUTOMATIC TT PARTS"
"Columbia Tools","ADJUSTABLE BRAKE COLUMBIA","CT14A","0.01","","","","CTTCT14A","AUTOMATIC TT PARTS"
"Columbia Tools","RATCHET ROD FOR ADJUST BRAKE COLUMBIA","CT15","0","","","","CTTCT15","AUTOMATIC TT PARTS"
"Columbia Tools","BRAKE DOG COLUMBIA ","CT16","0","","","","CTTCT16","AUTOMATIC TT PARTS"
"Columbia Tools","SEPARATION PLATE COLUMBIA","CT17","0.01","","","","CTTCT17","AUTOMATIC TT PARTS"
"Columbia Tools","PAPER FEED GUIDE COLUMBIA","CT19","0.01","","","","CTTCT19","AUTOMATIC TT PARTS"
"Columbia Tools","HEAD NO HOLES FOR CAP COLUMBIA","CT1R","0","","","","CTTCT1R","AUTOMATIC TT PARTS"
"Columbia Tools","INSERT BUSHING COLUMBIA","CT2","0.01","","","","CTTCT2","AUTOMATIC TT PARTS"
"Columbia Tools","HINGE BLOCK COLUMBIA","CT20","0.01","","","","CTTCT20","AUTOMATIC TT PARTS"
"Columbia Tools","BRASS BRACKET COLUMBIA","CT22","0.01","","","","CTTCT22","AUTOMATIC TT PARTS"
"Columbia Tools","REINFORCING ROD COLUMBIA","CT23","0.01","","","","CTTCT23","AUTOMATIC TT PARTS"
"Columbia Tools","ROLLER BUSHING COLUMBIA","CT28","0.01","","","","CTTCT28","AUTOMATIC TT PARTS"
"Columbia Tools","RIGHT NYLATRON CHAIN ROLLER COLUMBIA","CT29","0","","","","CTTCT29","AUTOMATIC TT PARTS"
"Columbia Tools","(LEFT) NYLATRON CHAIN ROLLER COLUMBIA","CT29A","0.007","0.6","0.75","0.75","CTTCT29A","AUTOMATIC TT PARTS"
"Columbia Tools","RIGHT INSERT BUSHING COLUMBIA","CT3","0.01","","","","CTTCT3","AUTOMATIC TT PARTS"
