match_status,match_basis,confidence,supplier_brand,supplier_sku,supplier_name,supplier_cost,catalog_type,catalog_sku,catalog_name,catalog_brand,matched_identifier,candidate_count,name_score,review_notes
possible_name_review,product name,review,Columbia Tools,CT10,Columbia Taper Crimping Arm Bushing Right,2.91,simple,CT10A,Crimping Arm Shaft Bushing - L,Columbia Tools,,34,0.7667,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,CT23,Columbia Taper Reinforcing Rod,4.67,simple,CT35,Cap Reinforcing Tab,Columbia Tools,,19,0.7500,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,CTA13,Columbia Taper Dog Base Bracket,7.44,simple,CT13,Dog Base Bracket,Columbia Tools,,19,0.8421,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,CTA87CL,Columbia Cover Plate Assembly,112.28,simple,HP47,Latch Clamp Assembly,Columbia Tools,,16,0.7000,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,FA290,Columbia 1/4-20 Nyloc Nut,0.89,simple,FA292,FA292 1/4-20 Nyloc Jam Nut,Columbia Tools,,77,0.7619,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,FFB43,Columbia Bead Wheel Bushing,1.49,simple,FFB5A,Axel Bushing,Columbia Tools,,26,0.7333,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,SPTAPER,Columbia Sawed Off Mini PREDATOR Automatic Taper,1458.91,variation,STAPER,Columbia Automatic Taper - Sawed Off 39 in.,Columbia Tools,,29,0.8000,Possible name candidate; manual review required
possible_name_review,product name,review,Dura-Stilts,561,"Dura-Stilts 14""-22"" Forward Adjustable Leg",22.18,variation,D14-22,Dura-III Adjustable - 14”-22”,Dura-Stilts,,5,0.7077,Possible name candidate; manual review required
possible_name_review,product name,review,Dura-Stilts,562,Dura-Stilts 18”-30” Forward Adjustable Leg,24.97,variation,D18-30,Dura-III Adjustable - 18”-30”,Dura-Stilts,,5,0.7077,Possible name candidate; manual review required
possible_name_review,product name,review,Dura-Stilts,563,Dura-Stilts 24”-40” Forward Adjustable Leg,28.16,variation,D24-40,Dura-III Adjustable - 24”-40”,Dura-Stilts,,5,0.7077,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,050073,TapeTech Automatic Taper Creaser Wheel,1.63,variable,TT-EASYCLEAN-AUTOMATIC-TAPER,TapeTech EasyClean® Automatic Taper,TapeTech,,4,0.7407,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,050109F,Automatic Taper Hub,12.64,variable,TT-EASYCLEAN-AUTOMATIC-TAPER,TapeTech EasyClean® Automatic Taper,TapeTech,,4,0.7273,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,050141,Left Chain Support,11.25,variable,TT-SUPPORT-HANDLE,TapeTech Support Handle,TapeTech,,8,0.8125,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,050500,TapeTech Brake Roller,11.00,variable,TT-CORNER-ROLLER,TapeTech Corner Roller,TapeTech,,4,0.7200,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,151011,Inner Roller,5.61,variable,TT-CORNER-ROLLER,TapeTech Corner Roller,TapeTech,,4,0.8000,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,152006,Corner Roller Stud,13.53,variable,TT-CORNER-ROLLER,TapeTech Corner Roller,TapeTech,,28,0.8387,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,15TTEWOH,TapeTech Inside Corner Roller w/o Handle,130.85,variation,15TTE,TapeTech Corner Roller - Inside Corner,TapeTech,,52,0.7931,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,209046,TapeTech Flat Box Washer,2.44,variable,TT-FLAT-BOX-HANDLE,TapeTech Flat Box Handle,TapeTech,,35,0.7333,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,310051F,TapeTech Flat Box Wheel,3.04,variable,TT-FLAT-BOX-HANDLE,TapeTech Flat Box Handle,TapeTech,,35,0.7586,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,600007,"TapeTech Skid 2"" Nail Spotter",28.70,variation,NS02TT,"TapeTech Nail Spotter - 2""",TapeTech,,9,0.8485,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,630009,"2"" Nail Spotter Facing",9.54,variation,NS02TT,"TapeTech Nail Spotter - 2""",TapeTech,,9,0.8000,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,631015,"TapeTech® 2"" Nail Spotter Wiper",37.67,variation,NS02TT,"TapeTech Nail Spotter - 2""",TapeTech,,9,0.8235,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,632026,"Spring, Nail Spotter",2.93,variable,TT-NAIL-SPOTTER,TapeTech Nail Spotter,TapeTech,,4,0.7742,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,680030,"3"" Nail Spotter Insert",2.87,variation,NS03TT,"TapeTech Nail Spotter - 3""",TapeTech,,10,0.8000,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,800008,Pivot Arm For Box Handle,23.39,simple,804003F,TapeTech Grip Assembly For Box Handle,TapeTech,,43,0.7308,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,85TT,TapeTech Gooseneck Adapter,74.00,variation,85T,TapeTech Gooseneck - Standard,TapeTech,,10,0.8000,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,861014,Gooseneck Spacer,2.67,simple,GSR-TT,TapeTech Gooseneck Riser,TapeTech,,4,0.8387,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,EHC07W,"7"" MAXXBOX Extra High Capacity Finishing Box w/ EasyRoll Wheels",284.00,variation,EHC07,"TapeTech MaxxBox® High Capacity Finishing Box - 7""",TapeTech,,42,0.7551,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,EHC10W,"10"" MAXXBOX Extra High Capacity Finishing Box w/ EasyRoll Wheels",291.11,variation,EHC10,"TapeTech MaxxBox® High Capacity Finishing Box - 10""",TapeTech,,41,0.7600,Possible name candidate; manual review required
possible_name_review,product name,review,TapeTech,EHC12W,"12"" MAXXBOX Extra High Capacity Finishing Box w/ EasyRoll Wheels",319.24,variation,EHC12,"TapeTech MaxxBox® High Capacity Finishing Box - 12""",TapeTech,,41,0.7600,Possible name candidate; manual review required
unmatched,,none,Columbia Tools,3BBH,"Columbia 36"" 180-Grip Bent Flat Box Handle",153.00,,,,,,97,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,42BBH,"Columbia 42"" 180-Grip Bent Flat Box Handle",154.70,,,,,,101,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,4BBH,"Columbia 48"" 180-Grip Bent Flat Box Handle",156.41,,,,,,97,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,5BBH,"Columbia 60"" 180-Grip Bent Flat Box Handle",158.12,,,,,,97,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,6BBH,"Columbia 72"" 180-Grip Bent Flat Box Handle",159.84,,,,,,97,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,BH07,Columbia Box Handle Cam Follower,8.05,,,,,,83,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CF4L,Columbia Ball Spring Long Flusher,4.24,,,,,,50,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CFB1A,Columbia Hinge Seal,2.32,,,,,,12,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CFB28,"Columbia 8"" Roll Face",27.15,,,,,,52,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CFB8A,Columbia ONE Angle Box Door Adaptor,27.15,,,,,,84,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CLTHA,Columbia Tomalock,57.33,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT106,Columbia Taper Bearing Shaft,6.68,,,,,,22,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT11,Columbia Taper Mud Guard Plate,5.43,,,,,,44,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT113,Columbia Taper Lock Block,1.93,,,,,,14,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT115A,Columbia Taper Gasket New Style End Ring,1.16,,,,,,34,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT118A,Columbia Retaining Quick Release Spring Clip,3.49,,,,,,46,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT12,Columbia Taper Tape Advance Release Bracket,4.27,,,,,,26,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT122A,Columbia Taper Strap,11.64,,,,,,16,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT123,Columbia Retaining Quick Release Spring Shaft,6.21,,,,,,43,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT128A,Columbia Taper Shaft Guide Roller Bushing,15.51,,,,,,53,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT129B,Columbia Taper Plastic Roller Sleeve,3.09,,,,,,27,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT17,Columbia Taper Separation Plate,10.85,,,,,,20,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT22,Columbia Taper Brass Bracket,12.41,,,,,,19,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT34R,Columbia Removable Cover Plate Attachment Block,3.39,,,,,,14,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT37,Columbia Taper Tube Holding Bracket Upper,15.51,,,,,,31,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT38,Columbia Taper Tube Holding Bracket Lower,13.19,,,,,,32,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT41,Columbia Taper Cutter Block,0.97,,,,,,8,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT48,Columbia Taper Crimping Arm Left,34.88,,,,,,16,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT49,Columbia Taper Crimping Arm Right,34.88,,,,,,15,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT51,Columbia Taper Spacer Bar,2.32,,,,,,8,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT6,Columbia Taper Side Plate Right,18.63,,,,,,25,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT7,Columbia Taper Side Plate Support Left,35.29,,,,,,25,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT8,Columbia Taper Side Plate Support Right,35.29,,,,,,25,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT93,Columbia Taper Mud Shut Off Lever Arm,31.03,,,,,,34,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT94,Columbia Taper Mud Shut Off Upper Plate,2.72,,,,,,44,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CT95,Columbia Taper Control Valve,4.67,,,,,,11,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CTA107,Columbia Piston Assembly for Taper,39.15,,,,,,23,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CTA41,Columbia Taper Cutter Block Assembly,70.18,,,,,,11,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CTA59,Columbia Taper Magnet,11.64,,,,,,7,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CTA84,Columbia Cable Pulley Guide,7.76,,,,,,8,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,CTA99,Columbia Removable Cover Plate Pin,8.21,,,,,,31,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,FA201,"Columbia 1/16"" X 3/8"" Split Pin",0.32,,,,,,136,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,FA222,"Columbia 5-40 X 3/8"" Bind Head Screw",0.32,,,,,,146,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,FA266,"Columbia 8-32 X 1"" Flat Head Screw",0.13,,,,,,149,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,FA278,Columbia #8 Belleville Washer,0.33,,,,,,68,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,FA279,Columbia 10-24 X 1-1/4in Hex Bolt,0.80,,,,,,96,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,FA281,Columbia 10-32 X Nyloc Jam Nut-2 per pack,0.89,,,,,,112,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,FA285,"Columbia 1/4"" Plastic Washer",0.77,,,,,,86,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,FA289,"Columbia Split Pin 1/4"" X 2""",1.21,,,,,,115,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,FA314,Columbia 10-24 X 1-1/2 Pan Slot,0.31,,,,,,110,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,MH9,CTTMH9,10.31,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,PHA,Columbia Aluminum Coarse Thread Adapter,6.98,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB212,"Columbia Replacement 12"" Blade for Tomahawk",19.09,,,,,,31,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB214,"Columbia Replacement 14"" Blade for Tomahawk",23.35,,,,,,27,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB218,"Columbia Replacement 18"" Blade for Tomahawk",27.59,,,,,,26,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB224,"Columbia Replacement 24"" Blade for Tomahawk",31.83,,,,,,33,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB232,"Columbia Replacement 32"" Blade for Tomahawk",36.07,,,,,,55,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB27,"Columbia Replacement 7"" Blade for Tomahawk",10.61,,,,,,34,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SBSET,Columbia Sabre Set,239.99,,,,,,12,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TBPTAPER,Columbia Tall Boy Predator Automatic Taper,1561.91,,,,,,36,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TL38,Columbia Twist Lock Extendable Handle 3' - 8',56.68,,,,,,130,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1,Dura-Stilts Leg Band w/ Pads,7.17,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,10,Dura-Stilts Adjustable Heel Piece,5.58,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1000,Dura-Stilt Strap-on Adapters - Exterior,32.63,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,11,Dura Stilt Replacement Nylon Leg Bearing,0.40,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1127,Dura-Stilts Bolt Nut Washer & Leg Bearing Dura-Pack,16.88,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,12,"Dura Stilt Replacement 1/4"" Flat Washer",0.18,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,13,"Dura Stilt Replacement 1/4"" - 20 Locknut",0.34,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,14,"Dura Stilt Replacement 1/4"" - 20 Hexnut",0.18,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1422US,"Dura-Stilts Dura-III Stilts Uni-Strut - 14""- 22""",281.25,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,15,Dura Stilt Spring Adjuster,2.67,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,16,Dura-Stilts Replacement Spring w/ Bearings,2.60,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,161,Dura-Stilt 2440 Upper Coil Spring w/ Green Bearings,2.62,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1644,Dura-Stilts Coil Spring Part Pack,9.15,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,18,Dura Stilt Replacement Nylon Spring Bearing,0.45,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1830US,"Dura-Stilts Dura-III Stilts Uni-Strut - 18""- 30""",298.75,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,19,"Dura Stilt Replacement #8 Self Threading Screw - 3/8""",0.26,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,2,Dura-Stilts Leg Band Spacer,1.58,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,20,Spring Divider #20,2.65,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,201,Dura-Stilts Leg Band w/ Pads & Screws Part Pack,15.15,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,204,Dura-Stilts Leg Strap and Buckle,13.53,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,21,Dura Stilt Replacement Large Leg Band Support Washer,0.37,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,210,Dura-Stilts Adjustable Heel Bracket w/ Screws Part Pack,11.67,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,22,Dura Stilt Replacement 1/4x7 1/8 Stud Bolt Threaded Both Ends,2.34,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,23A,"Dura Stilt 1"" O.D. Lower Strut Tube for DS1422 Stilts",8.73,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,23B,Dura-Stilts Lower Strut Tube - 1 in O.D.,9.81,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,23C,Dura-Stilts Lower Strut Tube - 1 in O.D.,10.01,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,24,"Dura Stilt Replacement 1/4-20x1/2"" Mach Bolt",0.56,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,2440US,"Dura-Stilts Dura-III Stilts Uni-Strut - 24""- 40""",315.00,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,245,Dura-Stilts Complete Spring Assembly Part Pack,28.13,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,26A,Dura-Stilts Replacement Floor Plate,13.30,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,26B,Dura-Stilt Floor Plate w/ Soles,22.25,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,27,"Dura Stilt Replacement 1/4-20""x3 1/8 Cap Screw",0.80,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,278,Dura-Stilts Arch Strap & Toe Strap Buckle Part Pack,27.36,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,28,Dura Stilt Replacement 1/4-20x1 1/2 Cap Screw With Square Nut,0.59,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,29,Dura-Stilts Tube Clamp,2.43,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,3,2 in Dura-Stilts Flat Head Machine Screw w/ Nut,0.41,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,30,Dura-Stilts Large Tube Clamp,2.76,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,31,Dura-Stilts Clamp Bracket,2.47,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,32,Dura Stilt Replacement 1/4-20x1 1/2 Cap Screw With Hex Nut,0.58,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,33,Dura Stilt Replacement Strut Tube Cap/Plug,1.30,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,35,Dura-Stilts Strap Mounting Screw w/ Nylon Washer,0.25,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,37,"Dura Stilt Replacement No. 8x3/8"" Screws For Soles",0.25,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,4,Dura-Stilts Leg Strap & Buckle,7.13,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,42,Dura-Stilts Replacement Wing Bolt,1.92,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,44,Dura-Stilts Lower Coil Spring,2.23,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,441,Dura-Stilts 2440 Lower Coil Spring Bearing,2.53,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,442,Dura-Stilts Wing Bolt Part Pack,7.24,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,446,Dura-Stilts Replacement Sole w/ Screws,20.27,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,45,Dura-Stilts Entire Spring Assembly,14.81,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,46A,Dura-Stilts Replacement Sole w/ Screw,5.35,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,47B,Dura Stilt Replacement Adjustable Forward leg for DS 1830,24.98,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,47C,Dura-Stilts D24 Forward Leg,28.16,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,48,Dura-Stilts Large Nylon Extension Tube Sleeve,5.00,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,4849,Dura-Stilts Nylon Extension Tube Sleeve Part Pack,32.03,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,49,Dura-Stilts Small Nylon Extension Tube Sleeve,3.45,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50A1,DURA-STILT ADJ LEFT REARLEG DS1422 (SILVER),25.27,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50A2,Dura-Stilts DS1422 Right Rear Adjustable Leg,25.27,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50B1,Dura-Stilt Adj Left Rear Leg DS1830 (silver),28.03,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50B2,Dura-Stilt Adjustable Right Rear Leg DS1830 (Silver),28.03,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50C1,Dura-Stilts Adjustable Left Rear Leg #2440,30.24,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50C2,Dura-Stilts Adjustable Right Rear Leg #2440,30.24,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,514,"Dura-Stilts 30"" Extension Tube for DSS3460US",34.46,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,51A,EXTENTION TUBE 14-22,22.89,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,51B,18 in - 30 in Dura-Stilts Extension Tube,24.34,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,51C,24 in - 40 in Dura-Stilts Extension Tube,25.86,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,56,"Dura-Stilts 1-1/8"" O.D. Upper Unistrut Tube",8.73,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,57138,Dura-Stilts Left Rear Adjustable Leg,40.09,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,5A,"Dura Stilt Replacement for DURA III 18""-30"" - 1 1/8"" O.D. Upper Strut Tube",8.73,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,5B,"Dura-Stilts Upper Strut Tube for DURA III 24""-40"" - 1 1/8 in O.D.",9.44,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,6,Dura-Stilts Truss Head Screw w/ Nut,0.30,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,7,Dura-Stilts Arch Strap w/ Buckle,6.79,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,8,Dura-Stilts Short Toe Strap w/ Buckle,6.69,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,90,Dura-Stilt Complete Tube Assembly,13.39,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,SurPro,SS2004,SurPro Stilt Socks w/ All Models-Large,11.20,,,,,,28,,No credible brand-compatible identifier or name candidate
unmatched,,none,SurPro,SS2005,SurPro Stilt Socks w/ All Models-XL,11.20,,,,,,28,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050004,Wiper Retainer,6.35,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050017,Automatic Taper Collar Bushing,2.20,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050019,TapeTech Disengaging Cam,10.68,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050023F,Spacer Bar,3.34,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050027,TapeTech 04TT Automatic Taper Replacement Needle Holder Lock,3.26,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050030,TapeTech Magnet Assembly,14.59,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050031,Gooser Bushing,3.74,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050034F,Disengaging Rod,6.52,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050041F,Disengaging Rod Bearing,18.75,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050043F,Anvil,9.78,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050050F,Needle Holder,11.82,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050058,TapeTech Control Valve,5.22,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050063,Cut Off Cover,15.57,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050064F,Automatic Taper Valve,7.25,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,050070F,Axle Creaser Wheel,4.24,,,,,,0,,No credible brand-compatible identifier or name candidate
