Brand,Product Name,SKU,Product Price,Product Description
OX Tools,OX Pro Series Whip Mud Mixing Kit,WHIPKIT,48.99,"Take your mixing to the next level with the Mega Whip and Mud Pan Whip duo! The Mega Whip can make short work of a variety of construction materials. Drywall mud, thin-set or concrete are no problem for the Mega Whip. The Mega Whip can mix anything in a 5 gallon bucket in no time. The unique shape of the Mega Whip causes a vortex effect in the bucket for an even consistency to the material you are mixing and an extremely fast mix. Features: Fast Efficient Mixing Perfect For 5 Gallon Buckets Great For Concrete, Drywall Mud and Stucco Shaft 3/8"", Length 24"", Width 6 1/2"" The Mud Pan Whip is specially designed to be used directly in the pan and mix your mud faster and easier. This is especially important when using fast setting or hot mud joint compounds. The time you save mixing means more time to work with setting compounds, increasing your performance on the job. Combined with quick drying time, that means you can patch and paint in the same day. The mixer is just 8 1/2"" long and is designed to perfectly fit in a standard mud pan and mount on any standard drill, giving you precise control of your mixing. Features: Mixes In Seconds Mix Directly In Pan Great For Hot Mud Or Quick Set Shaft 1/4”, Length 8 1/2“, Width 3”"
OX Tools,OX Right Handed Drywall Pouch - Oil-Tanned Leather,OX-P263801,57.49,"OX Pro Series Right Handed Drywall Pouch - Oil-Tanned Leather This OX drywall pouch is made from thick, top grain, saddle leather that is durable and supple. The pouch has 12 pocket openings for a variety of drywall tools, and is riveted and heavy-duty stitched for extra durability. Features: Top Grain Oil-Tanned Saddle Leather Heavy Duty Rivets and Stitching 12 Tool Holders and Pockets Style: Right Handed"
OX Tools,OX Soft Grip Utility Knife,OX-P220801,15.99,"OX Pro Series Soft Grip Utility Knife Features: Quick blade change - simply push the button Sleek flipout blade storage cartridge in the back of the handle for extra blades OX Grip, ergonomically designed for ease of use Dual cutting position"
OX Tools,OX Stainless Steel Taping Knife Set,OX-681012,57.95,"OX Pro Series Stainless Steel Taping Knife Set OX Pro Flexible Drywall Putty Joint Knife Stainless Steel Set has everything you need in a professional drywall spatula and various sizes for all types of applications. The contoured rubber ""OX Grip"" is comfortable, and features a nail/screw setting end. The stainless blade is flexible, and built to last. OX Pro Flexible Stainless Steel Knife Set Features: 6"", 8"", 10"", and 12"" sizes OX Grip soft handle for extreme comfort Professional grade stainless steel blade with the right amount of flex and corrosion resistance Built-in hammer end for writing, striking, and setting"
OX Tools,OX Steel Loop Hammer Holder,OX-T264901,11.99,"OX Trade Series Steel Loop Hammer Holder Built for all day comfort and long life, the OX Hammer Holder easily stores your hammer for everyday job site use. Made from top-grain saddle leather and heavy-duty rivet reinforcement, even on the most demanding job sites, this hammer holder is built to last. This hammer holder also offers flexibility in placement for quick muscle-memory retrieval. Features: Top-Grain Saddle Leather Heavy-Duty Rivet Reinforcement Fits 3"" Wide Tool Belt Holds All Types Of Hammers"
OX Tools,OX Suspenders - Oil-Tanned Leather,OX-P263501,62.99,"OX Pro Series Suspenders - Oil-Tanned Leather These OX suspenders feature a heavy-duty padded nylon support for added comfort while on the job. The thick, durable, top grain saddle leather construction that is built to last. These suspenders are fully adjustable to suit your needs. The 4 leather loops help to secure attachment to your tool belt. Allows you to carry your tool belt, fasteners, and tools with ease. Features: Padded Support Durable Oil-Tanned Leather Fully Adjustable 4 Leather Loops Perfect For Heavy Tool Belts"
OX Tools,OX Swivel Hammer Holder - Oil-Tanned Leather,OX-P263407,7.99,"OX Pro Series Swivel Hammer Holder - Oil-Tanned Leather Features: Top Grain Oil-Tanned Saddle Leather Heavy Duty Rivets and Stitching Reinforced For Added Strength Fits up to 3"" wide belt"
OX Tools,"OX Tape Measure Pouch, Oil Tanned Leather",OX-P263403,18.99,"OX Pro Series Tape Measure Pouch - Oil-Tanned Leather This tape measure holder is built to last. Made from top-grain, oil-tanned saddle leather with heavy-duty rivet reinforcement.This tape measure holder offers flexibility in placement for quick muscle-memory retrieval. Features: Top-Grain Oil-Tanned Saddle Leather Heavy-Duty Rivet Reinforcement Fits 2"" Wide Tool Belt Fits 16', 25', & 35' Tape Measures"
OX Tools,OX Taping Knife Set with Pan and Tool Bag,OXSSTK6-PB,159.99,"OX Pro Series Taping Knife Set with Mud Pan and Canvas Tool Bag This taping knife set has everything you need in a professional drywall spatula and every size you could want for any application. The contoured rubber ""OX Grip"" is comfortable, and features a nail/screw setting end. The stainless blade is flexible, and built to last. OX Pro Flexible Stainless Steel Knife Set Features: 4"", 5"", 6"", 8"", 10"", and 12"" sizes OX Grip soft handle for extreme comfort Professional grade stainless steel blade with the right amount of flex and corrosion resistance Built-in hammer end for writing, striking, and setting OX Pro 24"" Tool Bag is the perfect trowel and tool carrier. Made of durable canvas and tough leather bottom - this bag is built to withstand the rigors of jobsites. Features include: Durable Nylon Strap Handles Tough, Suede Leather Bottom is ultra-durable Heavy weight canvas for durability and tear resistance Quality, Reinforced and riveted opening frame is built to last Leather closure straps keeps your tools in Resists moisture - Keep your tools dry Perfect for masons, tilers, drywallers and general construction Ox Pro Series 12"" Stainless Steel Mud Pan Heavy-duty stainless steel design. Rust-resistant stainless steel. Smooth finish is leak proof and won’t catch knives. Bottom is contoured for easy scooping and clean up. Welded corners are smooth and seamless preventing mud from collecting. 12” Dimensions 4.5” X 12” X 3.5”"
OX Tools,OX Thick Line Chalk Reel,OX-T505630,14.99,"OX Trade Series Thick Line Chalk Reel This OX Chalk Reel features an extra thick line built withstand the roughest of abrasive surfaces and lay large visible lines. The large body of this chalk reel allows for a larger chalk capacity, designed for larger scale jobs or reducing refills.The tough abs plastic case is built to withstand jobsite conditions, grooves in the case allow for better grip. The large chalk window on the side of the reel makes refills quick and easy. Features: Thick Line Large Chalk Lapacity Durable Case Large Chalk Window"
OX Tools,"OX White Leather 3"" Tool Belt Large",OX-P266934,28.99,"OX Pro Series White Leather 3"" Tool Belt Large The OX Pro Series White Leather Tool Belt features a high quality ""nubuck"" leather for a soft and smooth finish and an extra wide section for added back support. The reinforced stitching and iron rivets ensure durability when on the jobsite. The heavy-duty iron double prong roller fastens the belt securely. Built for all day wear and tear. Features: High Quality ""Nubuck"" Leather Extra Wide Reinforced Stitching Heavy-Duty Iron Double Prong Roller Waist Sizes 34"" to 44"" Width: 3"""
Perry by Nu-Wave,"Perry 5"" Locking Caster by Nu-Wave (PERR-PC5B-S)",PERR-PC5B-S,45,"Perry 5"" Locking Caster by Nu-Wave (PERR-PC5B-S) Will not work on Step-Up Scaffolds. 1-1/32"" Stem"
Perry by Nu-Wave,"Perry 5"" Locking Caster by Nu-Wave (PERR-PIC-5)",PERR-PIC-5,60,"Perry 5"" Locking Caster by Nu-Wave"
Perry by Nu-Wave,"Perry 5"" Locking Caster by Nu-Wave (PERR-PIC-54)",PERR-PIC-54,45,Perry 5” Locking Caster by Nu-Wave for Step-Up Scaffolds Only – Perry by Nu-Wave Scaffolds and Platforms – 5/8 in. Stem
Perry by Nu-Wave,Perry 6' Guardrail Kit Complete with Toe Boards by Nu-Wave,PERR-GKC-6,400,"Perry 6' Guardrail Kit Complete with Toeboards by Nu-Wave Includes: 2 Siderails, 1 End Frame with Mid Rail, 1 End Frame with Chain, 2 Toe Boards, 4 Toe Board Brackets, 2 Toe Board End Panels, 2 Toe Board Side Panels."
Perry by Nu-Wave,"Perry 660CL Classic Scaffold 69 1/2"" Ladder x 6' Platform and Trusses by NuWave",PERR-660CL,725,"Perry 660CL Classic Scaffold 69 1/2"" Ladder x 6' Platform and Trusses by NuWave has a load capacity of 1000 lbs., solid steel stack pins, and can be stacked to a maximum of 18 ft."
Perry by Nu-Wave,Perry Portable 4 ft. Step-Up Mini Work Platform by Nu-Wave,PERR-SU-4,360,"Perry Portable 4 ft. Step-Up Mini Work Platform by Nu-Wave Quality built in U.S.A. Small, lightweight, sturdy and collapsible. Folds down to just 5-1/4"" Wide - easily lay flat in seconds."
Perry by Nu-Wave,Perry Replacement Positive Engagement Locking Pin,PERR-PSNK,15,Perry Replacement Positive Engagement Locking Pin – Perry Replacement Parts
Perry by Nu-Wave,Perry Work Platform Plank for 4 ft. Step-up Mini Work Platform by Nu-Wave,PERR-P-2,61,"48"" x 8 1/2"" x 1 1/2"" Platform Replacement Work Platform Plank for 4 ft. Step-up Mini Work Platform by Nu-Wave"
Pla-Cor,Drywall Bead Hopper Outside 90/Bullnose,CH-B,149.0,Multi-Use Hopper for Tape-on Outside Drywall Corner Bead Works with: Tape-on Bullnose drywall cornerbead. Tape-on Square drywall cornerbead
Pla-Cor,Multi-Use Bead Hopper Plastic Gate Set,CH-RG9P,19.99,Multi-Use Bead Hopper Plastic Gate Set
Pla-Cor,Multi-Use Bead Hopper Rubber Gate Set,CH-RG9R,19.99,Multi-Use Bead Hopper Rubber Gate Set
Pla-Cor,Pla-Cor Drywall Corner Bead Hopper Outside 90/Bullnose,PLABH,149,The Pla-Cor Corner Bead Hopper is a multi-Use Hopper for Tape-on Outside Drywall Corner Bead. Made from a virtually indestructible durable plastic resign that can withstand the abuse of the job-site.
Pla-Cor,Pla-Cor Rubber Hopper Gate (Set),PLACHRG9B,20.58,Pla-Cor Rubber Hopper Gate (Set) Replacement black rubber hopper gate
Pla-Cor,Pla-Cor White Plastic Gate For Hopper Set,PLACHRG9P,19.27,Pla-Cor White Plastic Gate For Hopper Set Pla-Cor White Plastic Gate For Hopper Set
PLA-COR,PLAC-COR Multi-Use Plastic Gate Set,PLAC-CH-RG9P,14,"The PLAC-COR Multi-Use Plastic Gate Set is made for the PLAC-COR CH-B Convertible Hopper. Works with 3/4"", 90 degree and L trim."
PLA-COR,PLAC-COR Multi-Use Rubber Gate Set,PLAC-CH-RG9R,14,"The PLAC-COR Multi-Use Rubber Gate Set is made for the PLAC-COR CH-B Convertible Hopper. Works with 3/4 inch, 90 degree and L trim."
PLA-COR,PLAC-COR STD Convertible Hopper,PLAC-CH-B,126,"The PLAC-COR STD Convertible Hopper is the Standard Multi-Use Hopper (STD HOPPER) that works with 3/4"", L & 90 Outside Tape-On Bead."
PLA-COR,PLAC-COR STD Replacement Base,PLAC-CH-RBAS,29.98,The PLAC-COR STD Replacement Base is made for the PLAC-COR CH-B Convertible Hopper.
Platinum,"301032B 12"" Radius Plate (Extruded), CFS",301032B,134.34,"301032B 12"" Radius Plate (Extruded), CFS"
Platinum,"31 - 8"" Flat Box Blade",FB-31-8,4.43,"8"" Flat Box Blades fit the Platinum Drywall Tools Flat Box"
Platinum,Platinum 4 Wheel Inside Angle / Corner Applicator,PT-ICAAL,55,Platinum 4 Wheel Inside Angle / Corner Applicator The Platinum Inside 4-Wheel Applicator is the perfect solution for taping your inside angles. Attached to all significant brands of compound tubes and applies joint compound very smoothly. Made of one-pi
Platinum,"Platinum 50"" Angle Head Handle",PT-CFH50,30,"The Platinum 50"" Angle Head Handle is built super tough and lightweight out of anodized aluminum. Will fit all major brands of angle head and corner finishers including TapeTech."
Platinum,Platinum Angle Head Ball Adapter,PT-BALL,12.5,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,Platinum Corner Box Handle,PT-CAH50,30,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,Platinum Corner Roller Handle,PT-CRH50,30,"The Platinum 50"" Roller handle is built super tough and lightweight out of anodized aluminum. Will fit all major brands including Level5 corner rollers."
Platinum,"Platinum Drywall Tools ""Mini"" Flat Box Handle",PT-MNBH,45,"Platinum Drywall Tools ""Mini"" Flat Box Handle The Platinum Drywall Tools ""Mini"" Flat Box Handle is a solid designed box handle that allows you to use your flat box in much tighter spaces. The high-quality anodized aluminum construction ensures a very lon"
Platinum,"Platinum Drywall Tools 12"" Flat Box",PT-12FB,125,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,"Platinum Drywall Tools 2"" Nail Spotter",PT-NS2,95,"The Platinum 2"" Nail Spotter features a high grade anodized aluminum body, urethane door seal, smooth glide wheels and carbide steel blade for long service life. Customers find this nail spotter very easy to run. It acts like a mini flat box precision d"
Platinum,"Platinum Drywall Tools 2.5"" Angle Head Corner Finisher with Wheels",PT-CF2.5,145,"Platinum Drywall Tools 2.5"" Angle Head Corner Finisher with Wheels Platinum Tools Corner Finisher/Angle Heads have a classic, high-quality cast-aluminum design that evenly finishes both sides of inside corners in a single pass. Whether you are running beh"
Platinum,"Platinum Drywall Tools 2.5"" Drywall Corner Flusher / Glazer",PT-2.5CF,40,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,"Platinum Drywall Tools 24"" Compound Tube",PT-CT24,75,"The Platinum 24"" Compound Tube is used for applying joint compound to internal corners, external corners, and flats with the use of an applicator head. (sold separately) Compound tubes fill like a giant syringe."
Platinum,"Platinum Drywall Tools 3"" Nail Spotter",PT-NS3,95,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,"Platinum Drywall Tools 3.5"" Angle Head Corner Finisher",PT-CF3.5,155,"Platinum Drywall Tools 3.5"" Angle Head Corner Finisher Platinum Tools Corner Finisher/Angle Heads have a classic, high-quality cast-aluminum design that evenly finishes both sides of inside corners in a single pass. Whether you are running behind the Cor"
Platinum,Platinum Drywall Tools 3.5” Drywall Corner Flusher/Glazer,PT-3.5CF,50,"Platinum Drywall Tools 3.5” Drywall Corner is the perfect choice for your base coat or finish coat. Made from surgical stainless spring steel that holds its form, this flusher was built to last! Will fit all major brands of angle head or flusher handles"
Platinum,"Platinum Drywall Tools 36"" Compound Tube",PT-CT36,80,"The Platinum 36"" Compound Tube is used for applying joint compound to internal corners, external corners, and flats with the use of an applicator head. (sold separately) Compound tubes fill like a giant syringe."
Platinum,"Platinum Drywall Tools 42"" Compound Tube",PT-CT42,85,"The Platinum 42"" Compound Tube is used for applying joint compound to internal corners, external corners, and flats with the use of an applicator head. (sold separately) Compound tubes fill like a giant syringe."
Platinum,"Platinum Drywall Tools 42"" Drywall Flat Finisher Box Handle",PT-BH42,60,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,"Platinum Drywall Tools 54"" Drywall Flat Finisher Box Handle",PT-BH54,60,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,"Platinum Drywall Tools 8"" Flat Box",PT-8FB,115,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,Platinum Drywall Tools Eco Inside Corner Roller,PT-CRE,35,"Platinum Drywall Tools Eco Inside Corner Roller This Platinum Drywall Tools inside corner roller is a simple, straight forward design. It will attach to any standard course thread painters pole or broom handle. It runs bead smoothly and is very easy to"
Platinum,Platinum Drywall Tools Extendable Angle Head Handle,PT-EXT3IN1-A,60,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,Platinum Drywall Tools Extendable Corner Roller Handle,PT-EXT3IN1,60,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,"Platinum Drywall Tools Extendable Flat Box Handle 40""- 64""",PT-EBH,115,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,Platinum Drywall Tools Gooseneck,PT-GN,45,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Platinum,Platinum Drywall Tools Inside 90 Degree Applicator Mud Head,PT-ICA,40,Platinum Drywall Tools Inside Applicator Head is designed to fit on all brands of compound tubes and corner boxes. They dispense ribbons of drywall joint compound to both sides of outside
Platinum,Platinum Drywall Tools Outside 90 Degree Applicator Mud Head,PT-OCA,45,Platinum Drywall Tools Outside 90 Degree Applicator Mud Head The Platinum Drywall Tools Outside Applicator Head is designed to fit on all brands of compound tubes and corner boxes. They dispense ribbons of drywall joint compound to both sides of outside
Platinum,Platinum Drywall Tools Semi Automatic Super Taper,PT-TP,85,Platinum Drywall Tools Semi Automatic Drywall Taper The Platinum Drywall Tools Semi Automatic Drywall Taper is an excellent solution for the professional or first time taper that wants to speed up their taping process. Once you thread the tape through
Platinum,Platinum Filler Valve Attachment,PT-FL,25,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Porter,1 -  Shoulder Bolt,FFH-35,15.3,1 - SHOULDER BOLT
Porter,1/4in X 1/2in Split Pin - FA288,FA-288,2.77,FA288 - 1/4in X 1/2in Split Pin FA288 Columbia 1/4in X 1/2in Split Pin #6040
Porter,"10"" Pressure Plate (Gold) - 256027",256027G,51.64,"256027 - 10"" Pressure Plate (Gold)"
Porter,10-24 HEX NUT - 806827,806827,0.21,"Al's Taping Tools supplies Hex Nuts for Nail Spotter tools. Shop for 806827 - 10-24 Hex Nuts manufactured by TapeWorm Parts for your nail spotter needs, today!"
Porter,"10155-120 - Blade Carrier 12""",10155-120,10.08,"10155-120 - Blade Carrier 12"""
Porter,108 - Brush Insulator,PC694298,13.2,108 - Brush Insulator
Porter,10892 - Cable Retainer,10892,16.95,10892 - Cable Retainer
Porter,11 - Nylon Leg Bearing,DS11,1.08,11 - Nylon Leg Bearing Dura-Stilt Nylon Leg Bearing #11
Porter,12 - Flat Seal - 10550,10550,3.65,12 - Flat Seal - 10550
Porter,"120 - 12"" TapeWorm Box Blade - 10180-120",10108-120,5.97,"120 - 12"" TapeWorm Box Blade - 10180-120"
Porter,121 - Hose Clamp,PC884843,7.25,121 - Hose Clamp
Porter,13 - Locknut 1/4 x 20,DS13,1.05,"13 - Locknut 1/4 x 20 Dura-Stilt 1/4"" x 20 locknut"
Porter,14 - Frame Assy - Right Hand (AH-26-RH),AH-26-RT,158.4,14 - Frame Assy - Right Hand (AH-26-RH)
Porter,14 - Screw Block,050080F-A,9.4,14 - Screw Block
Porter,19 - Band Adapter Base,AT-1-75,0.9,19 - Band Adapter Base
Porter,212086 - TapeTech Replacement Hook,212086,38.52,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Porter,23 - Mounting Stud 10-24,339073-A,1.4,23 - Mounting Stud 10-24
Porter,28 - 1/4-20 X 1 1/2 Socket Head Screw - 808213,808213,2.42,28 - 1/4-20 X 1 1/2 Socket Head Screw - 808213
Porter,28 - Troweling Bar Assembly,ffb-37-08,108,28 - Troweling Bar Assembly
Porter,29 - Tube Clamp (A),DS29,3.52,29 - Tube Clamp (A) Dura-Stilt Tube Clamp (A)
Porter,"3 - NorthStar 12"" Flat Box Wiper Seal",FFB-03-12,47.99,"This is an OEM NorthStar 12"" Flat Box Wiper Seal, part #FFB-03-12. Over time your gasket will wear out and potentiality leak. Replace it with this NorthStar 12"" wiper seal and it will fix your problem."
Porter,"304005 - 12"" Blade Holder Clamp",304005,43.38,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Porter,305045G -TapeTech 12 in. Standard Axle for EasyRoll Wheels,305045G,78.66,305045G -TapeTech 12 in. Standard Axle for EasyRoll Wheels
Porter,"350034 - Pressure Plate for 8"" Angle Box",350034,62.07,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Porter,"37 - Screws For Soles 8x3/8""",ds37,1.05,"37 - Screws For Soles 8x3/8"" Dura-Stilts 8x3/8"" Screws For Soles"
Porter,4-40 X 3/4in Bind Head Screw - FA220,FA220,0.49,FA220 - 4-40 X 3/4in Bind Head Screw FA220 Columbia 4-40 X 3/4in Bind Head Screw #6006
Porter,48 - Large Nylon Extension Tube Sleeve,DS48,5.5,48 - Large Nylon Extension Tube Sleeve
Porter,502006 - Pivot Bearing,502006,8.67,502006 - Pivot Bearing 502006 TapeTech Pivot Bearing #4857
Porter,6 - Discharge Tube Gasket,FLP-14,10.62,6 - Discharge Tube Gasket
Porter,6 - Mounting Plate,FFH-10,71.19,6 - Mounting Plate
Porter,6-32 x 5/8 Fillister Head Screw - 219080,219080,1.4,6-32 x 5/8 Fillister Head Screw - 219080
Porter,602045 - Special Washer,602045F,4.63,602045 - Special Washer
Porter,609048 - 4-40 X 3/8 Flat Hd Screw,609048,1.05,609048 - 4-40 X 3/8 Flat Hd Screw
Porter,8 - Toe Strap W/Buckle,GDS08 PAIR,12.95,"8 - Toe Strap W/Buckle Dura-Stilt Toe Strap W/ Buckle is 17 1/2"". It is the shorter of the two straps on the footplate."
Porter,880012 - SPACER,880012,6.77,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Porter,910005 - Knob,910005,24,910005 - Knob
Porter,Base Bracket for 07TT - 052036,052036,10.08,052036 - Base Bracket for 07TT
Porter,Blade Clamp Back Plate - 10190,10190,17.58,Blade Clamp Back Plate - 10190
Porter,"Columbia Flat Box Blade 5.5"" - FFB9-5.5",ffb9-5.5,3.14,"FFB9-5.5 - Columbia Flat Box Blade 5.5"""
Porter,"Columbia Flat Box Blade 8"" - FFB9-8",FFB9-8,305,"FFB9-8 - Columbia Flat Box Blade 8"""
Porter,Columbia Flat Box Shoe (Left) - FFB7A,FFB-7A,3.44,FFB7A - Columbia Flat Box Shoe (Left)
Porter,Columbia Nail Spotter Wedge for Skid Nail Spotter - HNS20,HNS20,17.04,HNS20 - Columbia Nail Spotter Wedge for Skid Nail Spotter
Porter,Columbia Taper Left Insert Bushing - CT3A,CT-3A,13.56,CT3A - Columbia Taper Left Insert Bushing
Porter,CT14 - Taper Adjustable Brake Holder,ct14,7.18,CT14 - Taper Adjustable Brake Holder
Porter,Cut Off Spring Cover - 050063,050063,35.39,050063 - Cut Off Spring Cover
Porter,DeWalt 10 Gal Pro Pack with Joest Discs,g11151,1259,Dewalt- 10 Gal Pro Pack with Joest Discs The Dewalt- model 7800 Drywall Sander will get your sanding done in a fraction of the time and effort compared to sanding by hand. When using this sander with the DeWalt 10 Gallon HEPA Vacuum with Auto F
Porter,Flat Box Axle 10in - HFFB5-10,hffb5-10,42.65,HFFB5-10 - Flat Box Axle 10in HFFB5-10 Columbia Flat Box Axle 10in #6075
Porter,Flat Box Rubber Gasket Retainer 7in - FFB25-7,FFB25-7,4.62,FFB25-7 - Flat Box Rubber Gasket Retainer 7in FFB25-7 Columbia Flat Box Rubber Gasket Retainer 7in #10905
Porter,Front Support - 050071,050071F,34.84,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Porter,"Gear Lubricant, 5 1/2 Oz. For Porter Cable Drywall Sander PC7800 #878499",PC878499,14.9,"Gear Lubricant, 5 1/2 Oz. For Porter Cable Drywall Sander PC7800 #878499 Gear Lubricant, 5 1/2 Oz. For Porter Cable Drywall Sander PC7800 #878499"
Porter,Gooser Body Assembly - 054028,054028,21.23,054028 - TapeTech Gooser Body Assembly
Porter,Graco Disk Spray Tip W4 - Hardened,24S114,40,Graco Disk Spray Tip W4 - Hardened
Porter,Graco Fine Finish Nozzle Kit for TexSpray Guns,287227,312.53,"Graco Fine Finish Nozzle Kit for TexSpray Guns 287227 Graco Fine Finish Nozzle Kit for TexSpray Guns. Graco OEM part 287227 Fine Finish Nozzle Kit. Includes 3 mm, 6 mm, 8 mm, 9.5 mm Spray Discs, Retaining Nut and Adapter."
Porter,Grip Adjuster Spring - 819038,819038,5.2,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Porter,Housing Assembly - 688001,688001,161.67,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Porter,Level 5 Drywall Taper Gooser Assembly,4-817,79.16,"Level 5 Drywall Taper Gooser Assembly Level 5 Drywall Taper Complete Gooser Assembly includes the plastic body, needle holder, needle, springs, and bushings. Simply remove the screw holding your goose guide to the tape slide, slide on to the gooser guide,"
Porter,Mud Pump Piston Backing Washer (Large) - MP13,MP-13,6.63,MP13 - Mud Pump Piston Backing Washer (Large) MP13 Columbia Mud Pump Piston Backing Washer (Large) #6173
Porter,Mudrunner Control Tube - 140009,140009G,295.55,Mudrunner Control Tube - 140009
Porter,Nail Spotter Door Spring Short- Right - HNS10A,HNS10A,4.84,HNS10A - Nail Spotter Door Spring Short- Right HNS10A Columbia Nail Spotter Door Spring Short- Right #12532
Porter,Nail Spotter Door Swivel - NS25,NS-25-2,5,NS25 - Nail Spotter Door Swivel NS25 Columbia Nail Spotter Door Swivel #5899
Porter,Piston Cable - 10762,10762,12.82,Piston Cable - 10762
Porter,Plunger Stop Small for 07TT - 052401B,052401b,16.72,052401B - Plunger Stop Small for 07TT
Porter,Porter Cable 10 Gal Pro Pack with Norton Discs,G12550,1013,Porter Cable 10 Gal Pro Pack with Norton Discs The Porter Cable model 7800 Drywall Sander will get your sanding done in a fraction of the time and effort compared to sanding by hand. When using this sander with the DeWalt 10 Gallon HEPA Vacuum with Auto
Porter,Porter Cable 10 Gal Pro Pack with Radius 360 Discs,11147,1149,Porter Cable 10 Gal Pro Pack with Radius 360 Discs The Porter Cable model 7800 Drywall Sander will get your sanding done in a fraction of the time and effort compared to sanding by hand. When using this sander with the DeWalt 10 Gallon HEPA Vacuum with A
Porter,Porter Cable 7800 Power Sander and Vac Combo Kit,7800 & D1603,849,This Porter Cable Drywall Sander and Dustless Vac package is everything that you need to start dustless drywall sanding.
Porter,Porter Cable Vacuum Bag 3 Pack for 15 Gallon Vac (Model #7814),78141,18.99,3 per pack - For Porter Cable 15 Gallon Vacuum - Model 7814
Porter,Ratchet Pawl - 10960,10960,9.77,Ratchet Pawl - 10960
Porter,Spacer Rod DISCONTINUED - 050152,050152F,18.49,Spacer Rod for TapeTech Taper.
Porter,Taper Mud Supply Seal Plate - CT98,CT-98,6.05,CT98 - Taper Mud Supply Seal Plate CT98 Columbia Taper Mud Supply Seal Plate
Porter,Taper Side Plate Support Left - CT7,54075-A,40.14,CT7 - Taper Side Plate Support Left
Porter,Wheel Bushing - 480027,480027,7.4,TapeTech Part# 480027 Wheel Bushing
Porter Cable,Porter Cable 78114 3-Pack Filter Bags for 7810 5-Gallon Vac,PORT-78114,28.7,"The Porter Cable 78114 3-Pack Filter Bags for 7810 5-Gallon Vac are 2 ply, 5 gallon paper filter bags for dust pick up applications. For use with Porter Cable model No. 7810 vacuum. 3 bags per package."
Porter Cable,"Porter Cable 9"" 7800 Sanding Pads 100 Grit 5ct",77105,39.99,"Porter Cable 9"" 7800 Sanding Pads 100 Grit 5ct Authentic Porter Cable Sanding Pads for the PC7800 Sander. The abrasive disc is glued to the foam backing, and Porter Cable's patented design eliminates swirl marks. Features: 100 Grit For Light Removal and General Purpose Smoothing Of Surfaces Premium Foam Pad For Even Material Removal and Long Pad Life Durable Aluminum Oxide Grain For Longer Disc Life and Higher Removal Rates Great For Cleanup Of Residue and Blemishes"
Porter Cable,"Porter Cable 9"" 7800 Sanding Pads 120 Grit 5ct",77125,39.99,"Porter Cable 9"" 7800 Sanding Pads 120 Grit 5ct Authentic Porter Cable Sanding Pads for the PC7800 Sander. The abrasive disc is glued to the foam backing, and Porter Cable's patented design eliminates swirl marks. Features: 120 Grit For Light Removal and General Purpose Smoothing Of Surfaces Premium Foam Pad For Even Material Removal and Long Pad Life Durable Aluminum Oxide Grain For Longer Disc Life and Higher Removal Rates Great For Delicate Cleanup Of Residue and Blemishes"
