Identity Key,Canonical Brand,Canonical Identifier,Retailer Pair,Missing Retailer,Lower-Priced Retailer,Lower Price,Higher-Priced Retailer,Higher Price,Absolute Spread,Spread % vs Lowest,Absolute Spread Bucket,Relative Spread Bucket,Uses Approved Identifier Alias,All-Wall Price,All-Wall Evidence Quality,All-Wall Product Name,All-Wall Strict Identifiers,Al's Taping Tools Price,Al's Taping Tools Evidence Quality,Al's Taping Tools Product Name,Al's Taping Tools Strict Identifiers,Wall Tools Price,Wall Tools Evidence Quality,Wall Tools Product Name,Wall Tools Strict Identifiers
tapetech::ssda-mf,TapeTech,ssda-mf,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,42.39,All-Wall,47.99,5.60,13.21,5.01-25.00,10-25%,no,47.99,single_observation,TapeTech Dual Angle Sanding Sponge Med/Fine (Box Of 24),ssda-mf,42.39,single_observation,TapeTech Dual Angle Premium Sanding Sponges – Medium/Fine - 24 Pack,ssda-mf,,,,
tapetech::303027b,TapeTech,303027b,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,165.63,All-Wall,187.49,21.86,13.20,5.01-25.00,10-25%,no,187.49,single_observation,"TapeTech 12"" CFS Pressure Plate 303027B",303027b,165.63,single_observation,"TapeTech Pressure Plate, 12"" CFS - 303027B",303027b,,,,
columbia::ct128,Columbia Tools,ct128,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,25.84,All-Wall,29.24,3.40,13.16,1.01-5.00,10-25%,no,29.24,single_observation,CT128 Columbia Taper Shaft Guide Strap #5989,ct128,,,,,25.84,single_observation,Columbia Extention Shaft Guide Strap (COLM-CT128),ct128
columbia::ct37,Columbia Tools,ct37,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,25.84,All-Wall,29.24,3.40,13.16,1.01-5.00,10-25%,no,29.24,single_observation,CT37 Columbia Taper Tube Holding Bracket Upper #5610,ct37,,,,,25.84,single_observation,Columbia Tube Holding Bracket  - Upper (COLM-CT37),ct37
columbia::ct11,Columbia Tools,ct11,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,9.05,All-Wall,10.24,1.19,13.15,1.01-5.00,10-25%,no,10.24,single_observation,CT11 Columbia Taper Mud Guard Plate #5585,ct11,,,,,9.05,single_observation,Columbia Mud Guard Plate (COLM-CT11),ct11
columbia::ct38,Columbia Tools,ct38,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,21.97,All-Wall,24.86,2.89,13.15,1.01-5.00,10-25%,no,24.86,single_observation,CT38 Columbia Taper Tube Holding Bracket Lower #5611,ct38,,,,,21.97,single_observation,Columbia Tube Holding Bracket - Lower (COLM-CT38),ct38
columbia::ct48,Columbia Tools,ct48,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,58.14,All-Wall,65.78,7.64,13.14,5.01-25.00,10-25%,no,65.78,single_observation,CT48 Columbia Taper Crimping Arm Left #5622,ct48,,,,,58.14,single_observation,Columbia Crimping Arm Left - Stainless Steel (COLM-CT48),ct48
columbia::ct7,Columbia Tools,ct7,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,58.83,All-Wall,66.56,7.73,13.14,5.01-25.00,10-25%,no,66.56,single_observation,CT7 Columbia Taper Side Plate Support Left #5580,ct7,,,,,58.83,single_observation,Columbia Side Plate Support - Left (COLM-CT7),ct7
columbia::ct8,Columbia Tools,ct8,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,58.83,All-Wall,66.56,7.73,13.14,5.01-25.00,10-25%,no,66.56,single_observation,CT8 Columbia Taper Side Plate Support Right #5582,ct8,,,,,58.83,single_observation,Columbia Side Plate Support - Right (COLM-CT8),ct8
columbia::ct106,Columbia Tools,ct106,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,10.36,All-Wall,11.72,1.36,13.13,1.01-5.00,10-25%,no,11.72,single_observation,CT106 Columbia Taper Bearing Shaft #5966,ct106,,,,,10.36,single_observation,Columbia Crimper Lever Bearing Shaft (COLM-CT106),ct106
columbia::ffh3,Columbia Tools,ffh3,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,33.29,All-Wall,37.66,4.37,13.13,1.01-5.00,10-25%,no,37.66,single_observation,FFH3 Columbia Flat Box Handle Lower Mounting Bracket #6122,ffh3,,,,,33.29,single_observation,Columbia Lower Mounting Bracket (COLM-FFH3),ffh3
columbia::ct127,Columbia Tools,ct127,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,32.32,All-Wall,36.56,4.24,13.12,1.01-5.00,10-25%,no,36.56,single_observation,CT127 Columbia Taper Extension Shaft Bracket #5988,ct127,,,,,32.32,single_observation,Columbia Extension Shaft Bracket (COLM-CT127),ct127
columbia::hh2,Columbia Tools,hh2,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,68.50,All-Wall,77.48,8.98,13.11,5.01-25.00,10-25%,no,77.48,single_observation,Columbia Upper Mounting Bracket for COL88,hh2,,,,,68.50,single_observation,Columbia Flat Box Handle Upper Mounting Bracket for Hydra Reach Flat Box Handle (COLM-HH2),hh2
columbia::ct22,Columbia Tools,ct22,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,20.69,All-Wall,23.40,2.71,13.10,1.01-5.00,10-25%,no,23.40,single_observation,CT22 Columbia Taper Brass Bracket #5596,ct22,,,,,20.69,single_observation,Columbia Brass Bracket (COLM-CT22),ct22
columbia::hh22,Columbia Tools,hh22,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,25.29,All-Wall,28.60,3.31,13.09,1.01-5.00,10-25%,no,28.60,single_observation,Columbia Reservoir Piston Part HH22,hh22,,,,,25.29,single_observation,Columbia Reservoir Piston for Hydra Reach Flat Box Handle (COLM-HH22),hh22
columbia::c1h/cltha,Columbia Tools,c1h/cltha,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,130.00,All-Wall,147.00,17.00,13.08,5.01-25.00,10-25%,no,147.00,single_observation,Columbia Tomahawk Smoothing Blade Handle,c1h/cltha,130.00,single_observation,Columbia Tomahawk Smoothing Blade Fixed Handle,c1h/cltha,,,,
columbia::ct7a,Columbia Tools,ct7a,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,12.93,All-Wall,14.62,1.69,13.07,1.01-5.00,10-25%,no,14.62,single_observation,CT7A Columbia Taper Side Plate Hub #5581,ct7a,,,,,12.93,single_observation,Columbia Side Plate Hub (COLM-CT7A),ct7a
tapetech::729071,TapeTech,729071,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,1.99,Al's Taping Tools,2.25,0.26,13.07,0.26-1.00,10-25%,no,1.99,single_observation,TapeTech Flange O-Ring 729071,729071,2.25,single_observation,729071 - Flange O-Ring,729071,,,,
columbia::ct17,Columbia Tools,ct17,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,18.08,All-Wall,20.44,2.36,13.05,1.01-5.00,10-25%,no,20.44,single_observation,CT17 Columbia Taper Separation Plate #5593,ct17,,,,,18.08,single_observation,Columbia Separation Plate (COLM-CT17),ct17
columbia::ct116,Columbia Tools,ct116,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,19.41,All-Wall,21.94,2.53,13.03,1.01-5.00,10-25%,no,21.94,single_observation,CT116 Columbia Taper Strap #5974,ct116,,,,,19.41,single_observation,Columbia Standard Strap (COLM-CT116),ct116
tapetech::502h,TapeTech,502h,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,32.69,Wall Tools,36.94,4.25,13.00,1.01-5.00,10-25%,no,32.69,single_observation,TapeTech Pump Rebuild Kit 502H,502h,,,,,36.94,single_observation,TapeTech Mud Pump Rebuild Kit,502h
columbia::bh5,Columbia Tools,bh5,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,9.33,All-Wall,10.54,1.21,12.97,1.01-5.00,10-25%,no,10.54,single_observation,BH5 Columbia Box Handle Upper Mounting Bracket (180 Grip) #12460,bh5,,,,,9.33,single_observation,Columbia Upper Mounting Bracket for 180 Grip Flat Box Handle (COLM-BH5),bh5
tapetech::339073,TapeTech,339073,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.32,0.15,12.82,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 10-24 x 1-1/4 Fillister Slot Head Screw 339073,339073,,,,,1.32,single_observation,TapeTech 10-24 x 1-1/4 SL Fillister Head Screw (TAPE-339073),339073
tapetech::409013,TapeTech,409013,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.32,0.15,12.82,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 4-40 X 1/8 Socket Set Screw Cup Point 409013,409013,,,,,1.32,single_observation,TapeTech 4-40X1/8 Set Screw,409013
tapetech::809012,TapeTech,809012,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.32,0.15,12.82,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 8-32x3/8 Cap Screw 809012,809012,,,,,1.32,single_observation,TapeTech 8-32X3/8 HEX SOCKET CAP SCREW,809012
tapetech::809017,TapeTech,809017,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.32,0.15,12.82,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech #8 Med Spring Lockwasher 809017,809017,,,,,1.32,single_observation,TapeTech #8 LOCKWASHER (TAPE-809017),809017
tapetech::050410b,TapeTech,050410b,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,24.39,Al's Taping Tools,27.48,3.09,12.67,1.01-5.00,10-25%,no,24.39,single_observation,"TapeTech Control Tube Flange, Black 050410B",050410b,27.48,single_observation,Control Tube Flange - 050410B,050410b,,,,
tapetech::050405b,TapeTech,050405b,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,16.29,Al's Taping Tools,18.35,2.06,12.65,1.01-5.00,10-25%,no,16.29,single_observation,"TapeTech Keeper Axle, Black 050405B",050405b,18.35,single_observation,Keeper Axle - 050405B,050405b,,,,
tapetech::cfh40tt,TapeTech,cfh40tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,577.00,Al's Taping Tools,650.00,73.00,12.65,>25.00,10-25%,no,577.00,single_observation,"TapeTech Continuous Flow 40"" Corner Finisher Handle",cfh40tt,650.00,single_observation,"TapeTech 40"" Continuous Flow Corner Finisher Handle",cfh40tt,,,,
tapetech::052221,TapeTech,052221,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,51.49,Al's Taping Tools,57.99,6.50,12.62,5.01-25.00,10-25%,no,51.49,single_observation,TapeTech Control Arm Boss 052221,052221,57.99,single_observation,Control Arm Boss for 07TT - 052221,052221,,,,
tapetech::nsa-tt,TapeTech,nsa-tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,40.00,Al's Taping Tools,45.00,5.00,12.50,1.01-5.00,10-25%,no,40.00,single_observation,TapeTech Nail Spotter Handle Adapter NSA-TT,nsa-tt,45.00,single_observation,TapeTech Nail Spotter Adapter - NSA-TT,nsa-tt,,,,
tapetech::480209,TapeTech,480209,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,46.19,Al's Taping Tools,51.96,5.77,12.49,5.01-25.00,10-25%,no,46.19,single_observation,"TapeTech 3.5"" Carbide Blade 480209",480209,51.96,single_observation,"3.5"" Angle Head Carbide Blade - 480209",480209,,,,
tapetech::140006,TapeTech,140006,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,223.79,Al's Taping Tools,251.72,27.93,12.48,>25.00,10-25%,no,223.79,single_observation,TapeTech Pushrod 140006,140006,251.72,single_observation,140006 - Mudrunner Pushrod,140006,,,,
tapetech::200045g,TapeTech,200045g,Al's Taping Tools vs Wall Tools,All-Wall,Al's Taping Tools,54.67,Wall Tools,61.49,6.82,12.47,5.01-25.00,10-25%,no,,,,,54.67,single_observation,"200045G - Replacement 7"" Axle",200045g,61.49,single_observation,"TapeTech 7"" AXLE",200045g
tapetech::cfs8034tt,TapeTech,cfs8034tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,667.00,Al's Taping Tools,750.00,83.00,12.44,>25.00,10-25%,no,667.00,single_observation,"TapeTech 34"" Continuous Flow Flat Box Handle CFS8034TT",cfs8034tt,750.00,single_observation,"TapeTech 34"" Continuous Flow Finishing Box Handle",cfs8034tt,,,,
tapetech::129061,TapeTech,129061,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.15,All-Wall,1.29,0.14,12.17,0.06-0.25,10-25%,no,1.29,single_observation,TapeTech E-Clip #25 129061,129061,,,,,1.15,single_observation,TapeTech E-CLIP #25 (TAPE-129061),129061
tapetech::700011f,TapeTech,700011f,Al's Taping Tools vs Wall Tools,All-Wall,Al's Taping Tools,39.13,Wall Tools,43.89,4.76,12.16,1.01-5.00,10-25%,no,,,,,39.13,single_observation,Foot Valve - 700011,700011f,43.89,single_observation,TapeTech FOOT VALVE (TAPE-700011F),700011f
usg-sheetrock::340013,USG Sheetrock Tools,340013,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,20.50,All-Wall,22.99,2.49,12.15,1.01-5.00,10-25%,no,22.99,single_observation,"Sheetrock 8"" Matrix Blue Steel Drywall Taping Knife",340013,20.50,single_observation,"Sheetrock 8"" Matrix Blue Steel Finishing Knife",340013,,,,
usg-sheetrock::340407,USG Sheetrock Tools,340407,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,29.50,All-Wall,32.99,3.49,11.83,1.01-5.00,10-25%,no,32.99,single_observation,"Sheetrock 14"" Classic Stainless Steel Mud Pan",340407,29.50,single_observation,"Sheetrock 14"" Classic Stainless Steel Mud Pan",340407,,,,
tapetech::cfs8047tt,TapeTech,cfs8047tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,698.00,Al's Taping Tools,780.00,82.00,11.75,>25.00,10-25%,no,698.00,single_observation,"TapeTech 47"" Continuous Flow Flat Box Handle CFS8047TT",cfs8047tt,780.00,single_observation,"TapeTech 47"" Continuous Flow Finishing Box Handle",cfs8047tt,,,,
usg-sheetrock::340010,USG Sheetrock Tools,340010,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,21.50,All-Wall,23.99,2.49,11.58,1.01-5.00,10-25%,no,23.99,single_observation,"USG Sheetrock 6"" Matrix Carbon Steel Putty Knife",340010,21.50,single_observation,"Sheetrock 6"" Matrix Carbon Steel Finishing Knife",340010,,,,
tapetech::t05cf,TapeTech,t05cf,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,2849.00,Al's Taping Tools,3175.00,326.00,11.44,>25.00,10-25%,no,2849.00,single_observation,TapeTech Continuous Flow Taper T05CF,t05cf,3175.00,single_observation,TapeTech Continuous Flow Taper,t05cf,,,,
tapetech::059224,TapeTech,059224,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,1.05,All-Wall,1.17,0.12,11.43,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech Washer 1/4 SAE St 59224,059224,1.05,single_observation,059224 - 1/4 Standard Sst Washer,059224,,,,
tapetech::190036,TapeTech,190036,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,9.99,Wall Tools,11.12,1.13,11.31,1.01-5.00,10-25%,no,9.99,single_observation,TapeTech Xtender Handle Pin 190036,190036,,,,,11.12,single_observation,TapeTech PIN (TAPE-190036),190036
tapetech::059012,TapeTech,059012,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 6-32 X 3/8 Fillister Head Screw 059012,059012,,,,,1.30,single_observation,"TapeTech 6-32 x 3/8"" Fillister Screw SST (TAPE-059012)",059012
tapetech::059015,TapeTech,059015,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 6-32 X 1/4 Fillister Slot Head Screw 059015,059015,,,,,1.30,single_observation,TapeTech 6-32 X 1/4 FILLISTER HEAD SCREW SST (TAPE-059015),059015
tapetech::059016,TapeTech,059016,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech #6 Med Split Spring Lockwasher 059016,059016,,,,,1.30,single_observation,TapeTech #6 LOCKWASHER MEDIUM SPRING SST (TAPE-059016),059016
tapetech::059020,TapeTech,059020,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 6-32 X 3/8 Bind Head Slot Screw 059020,059020,,,,,1.30,single_observation,TapeTech 6-32 X 3/8 BIND HEAD SCREW SST (TAPE-059020),059020
tapetech::059037,TapeTech,059037,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 4-40 X 1/4 Bind Head Slot Screw 059037,059037,,,,,1.30,single_observation,TapeTech 4-40 X 1/4 BIND HEAD SCREW SST (TAPE-059037),059037
tapetech::059049,TapeTech,059049,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech Gooser Needle 059049,059049,,,,,1.30,single_observation,TapeTech Gooser Needle (TAPE-059049),059049
tapetech::059057,TapeTech,059057,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 4-40 X 3/16 Bind Slot Head Screw 059057,059057,,,,,1.30,single_observation,TapeTech 4-40 X 3/16 BIND HEAD SCREW SST (TAPE-059057),059057
tapetech::059084,TapeTech,059084,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 8-32 X 1/4 1/2 Dog Setscrew 059084,059084,,,,,1.30,single_observation,TapeTech 8-32 X 1/4 SETSCREW 1/2 DOG SST,059084
tapetech::059143,TapeTech,059143,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 1/16 x 1/2 Cotter Pin 059143,059143,,,,,1.30,single_observation,"TapeTech 1/16X1/2"" COTTER PIN SST (TAPE-059143)",059143
tapetech::059156,TapeTech,059156,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 4-40 X 5/16 Bind Hd Slot Screw 059156,059156,,,,,1.30,single_observation,TapeTech 4-40 X 5/16 BIND HEAD SCREW SST (TAPE-059156),059156
tapetech::059260,TapeTech,059260,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 8-32 Hex Nut 59260,059260,,,,,1.30,single_observation,TapeTech 8-32 Hex Nut SST (TAPE-059260),059260
tapetech::209017,TapeTech,209017,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 10-24 Nylock Nut 209017,209017,,,,,1.30,single_observation,TapeTech 10-24 LockNut,209017
tapetech::209042,TapeTech,209042,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech #10 Brass Washer 209042,209042,,,,,1.30,single_observation,TapeTech #10 Brass Washer,209042
tapetech::219064,TapeTech,219064,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech Spring Washer 219064,219064,,,,,1.30,single_observation,TapeTech Spring Washer (TAPE-219064),219064
tapetech::489013,TapeTech,489013,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 6-32 X 1/8 Socket Head Set Screw 489013,489013,,,,,1.30,single_observation,TapeTech 6-32 x 1/8 in. SC Head Screw (TAPE-489013),489013
tapetech::489028,TapeTech,489028,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech O-Ring -108 489028,489028,,,,,1.30,single_observation,TapeTech O-RING (TAPE-489028),489028
tapetech::499023,TapeTech,499023,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,0.99,Al's Taping Tools,1.10,0.11,11.11,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 4-40 x 3/16 Flat Head Screw SST 499023,499023,1.10,single_observation,"499023 - Screw, 4-40 x 3/16, Flat Head, SST",499023,,,,
tapetech::609008,TapeTech,609008,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 4-40 X 1/2 Flat Head Slot Screw Slot 609008,609008,,,,,1.30,single_observation,TapeTech 4-40X1/2 FILLISTER HEAD MS (TAPE-609008),609008
tapetech::609012,TapeTech,609012,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 4-40 Elastic Stopnut 609012,609012,,,,,1.30,single_observation,TapeTech 4-40 STOPNUT ELASTIC SST (TAPE-609012),609012
tapetech::609048,TapeTech,609048,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 4-40 X 3/8 Flat Head Slot Screw 609048,609048,,,,,1.30,single_observation,TapeTech 4-40 X 3/8 FLAT HEAD SCREW SST (TAPE-609048),609048
tapetech::709034,TapeTech,709034,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech Filler O-Ring 709034,709034,,,,,1.30,single_observation,TapeTech FILLER O'RING (TAPE-709034),709034
tapetech::729063,TapeTech,729063,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.17,Wall Tools,1.30,0.13,11.11,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech 8-32 X 3/16 Bind Head Screw 729063,729063,,,,,1.30,single_observation,TapeTech 8-32X3/16 BIND HEAD SCREW (TAPE-729063),729063
tapetech::cfh66tt,TapeTech,cfh66tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,621.00,Al's Taping Tools,690.00,69.00,11.11,>25.00,10-25%,no,621.00,single_observation,"TapeTech Continuous Flow 66"" Corner Finisher Handle",cfh66tt,690.00,single_observation,"TapeTech 66"" Continuous Flow Corner Finisher Handle",cfh66tt,,,,
usg-sheetrock::340014,USG Sheetrock Tools,340014,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,22.50,All-Wall,24.99,2.49,11.07,1.01-5.00,10-25%,no,24.99,single_observation,"Sheetrock 10"" Matrix Blue Steel Drywall Taping Knife",340014,22.50,single_observation,"USG Sheetrock 10"" Matrix Blue Steel Finishing Knife",340014,,,,
tapetech::880008,TapeTech,880008,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,1.38,All-Wall,1.53,0.15,10.87,0.06-0.25,10-25%,no,1.53,single_observation,TapeTech Spacer Bushing 880008,880008,1.38,single_observation,880008 - Spacer Bushing,880008,,,,
tapetech::059328,TapeTech,059328,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,6.27,Wall Tools,6.95,0.68,10.85,0.26-1.00,10-25%,no,6.27,single_observation,TapeTech O-Ring 07TT Taper Lid 059328,059328,,,,,6.95,single_observation,TapeTech O-Ring 07TT Taper Lid (TAPE-059328),059328
tapetech::cfs8060tt,TapeTech,cfs8060tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,722.00,Al's Taping Tools,800.00,78.00,10.80,>25.00,10-25%,no,722.00,single_observation,"TapeTech 60"" Continuous Flow Flat Box Handle CFS8060TT",cfs8060tt,800.00,single_observation,"TapeTech 60"" Continuous Flow Finishing Box Handle",cfs8060tt,,,,
usg-sheetrock::340002,USG Sheetrock Tools,340002,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,18.95,All-Wall,20.99,2.04,10.77,1.01-5.00,10-25%,no,20.99,single_observation,"USG Sheetrock 4"" Matrix Carbon Steel Putty Knife",340002,18.95,single_observation,"Sheetrock 4"" Matrix Carbon Steel Round Blade Finishing Knife",340002,,,,
tapetech::24d166,TapeTech,24d166,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,475.00,All-Wall,525.37,50.37,10.60,>25.00,10-25%,no,525.37,single_observation,TapeTech Z Swivel Attachment for CF Hose 24D166,24d166,475.00,single_observation,TapeTech Z Swivel Attachment for CF Hose 24D166,24d166,,,,
tapetech::700008,TapeTech,700008,Al's Taping Tools vs Wall Tools,All-Wall,Wall Tools,18.77,Al's Taping Tools,20.76,1.99,10.60,1.01-5.00,10-25%,no,,,,,20.76,single_observation,Large Retainer - 700008,700008,18.77,single_observation,"TapeTech RETAINER, LARGE (TAPE-700008)",700008
usg-sheetrock::340506,USG Sheetrock Tools,340506,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,23.50,All-Wall,25.99,2.49,10.60,1.01-5.00,10-25%,no,25.99,single_observation,"USG Sheetrock 6"" Matrix Stainless Steel Putty Knife",340506,23.50,single_observation,"Sheetrock 6"" Matrix Stainless Steel Finishing Knife",340506,,,,
tapetech::050233,TapeTech,050233,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,11.41,Al's Taping Tools,12.61,1.20,10.52,1.01-5.00,10-25%,no,11.41,single_observation,TapeTech Band Adapter 050233,050233,12.61,single_observation,Band Adapter - 050233,050233,,,,
tapetech::054209f,TapeTech,054209f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,9.51,Wall Tools,10.50,0.99,10.41,0.26-1.00,10-25%,no,9.51,single_observation,TapeTech Cable 054209F,054209f,,,,,10.50,single_observation,TapeTech Plunger Cable,054209f
tapetech::250001,TapeTech,250001,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,6.18,Wall Tools,6.82,0.64,10.36,0.26-1.00,10-25%,no,6.18,single_observation,"TapeTech 10"" Flat Box Blade 250001",250001,,,,,6.82,single_observation,TapeTech 10 in. Flat Box Blade,250001
tapetech::059078,TapeTech,059078,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,3.67,Wall Tools,4.05,0.38,10.35,0.26-1.00,10-25%,no,3.67,single_observation,TapeTech Nyliner Bearing 059078,059078,,,,,4.05,single_observation,TapeTech Bearing Nyliner,059078
tapetech::051243,TapeTech,051243,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,19.40,All-Wall,21.39,1.99,10.26,1.01-5.00,10-25%,no,21.39,single_observation,TapeTech Stub Shaft 51243,051243,19.40,single_observation,Stub Shaft - 051243,051243,,,,
tapetech::484014f,TapeTech,484014f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,14.74,Wall Tools,16.25,1.51,10.24,1.01-5.00,10-25%,no,14.74,single_observation,TapeTech Center Clip Assembly 484014F,484014f,,,,,16.25,single_observation,TapeTech Center Clip Assembly (TAPE-484014F),484014f
