Identity Key,Canonical Brand,Canonical Identifier,Conflict Pattern,Probable Cause,Outlier Retailer,Agreed Price,Outlier Price,All-Wall Price,Al's Taping Tools Price,Wall Tools Price,Absolute Spread,Spread % vs Lowest,Possible Pack Factor,All-Wall Evidence Quality,Al's Taping Tools Evidence Quality,Wall Tools Evidence Quality,All-Wall Product,Al's Taping Tools Product,Wall Tools Product
usg-sheetrock::340010,USG Sheetrock Tools,340010,two_source_disagreement,requires_source_price_review,,,,23.99,21.50,,2.49,11.58,,single_observation,single_observation,,"USG Sheetrock 6"" Matrix Carbon Steel Putty Knife","Sheetrock 6"" Matrix Carbon Steel Finishing Knife",
usg-sheetrock::340013,USG Sheetrock Tools,340013,two_source_disagreement,requires_source_price_review,,,,22.99,20.50,,2.49,12.15,,single_observation,single_observation,,"Sheetrock 8"" Matrix Blue Steel Drywall Taping Knife","Sheetrock 8"" Matrix Blue Steel Finishing Knife",
usg-sheetrock::340014,USG Sheetrock Tools,340014,two_source_disagreement,requires_source_price_review,,,,24.99,22.50,,2.49,11.07,,single_observation,single_observation,,"Sheetrock 10"" Matrix Blue Steel Drywall Taping Knife","USG Sheetrock 10"" Matrix Blue Steel Finishing Knife",
usg-sheetrock::340027,USG Sheetrock Tools,340027,two_source_disagreement,requires_source_price_review,,,,19.99,17.50,,2.49,14.23,,single_observation,single_observation,,"USG Sheetrock Pro-Series 12"" Blue Steel Taping Knife","Sheetrock 12"" Pro-Series High Carbon Steel Joint Knife",
usg-sheetrock::340506,USG Sheetrock Tools,340506,two_source_disagreement,requires_source_price_review,,,,25.99,23.50,,2.49,10.60,,single_observation,single_observation,,"USG Sheetrock 6"" Matrix Stainless Steel Putty Knife","Sheetrock 6"" Matrix Stainless Steel Finishing Knife",
usg-sheetrock::340510,USG Sheetrock Tools,340510,two_source_disagreement,possible_sale_or_stale_price,,,,30.99,28.50,,2.49,8.74,,single_observation,single_observation,,"Sheetrock 14"" Matrix Stainless Drywall Taping Knife","Sheetrock 14"" Matrix Stainless Drywall Taping Knife",
tapetech::qb6001,TapeTech,QB6001,two_source_disagreement,possible_sale_or_stale_price,,,,107.59,110.07,,2.48,2.31,,single_observation,single_observation,,TapeTech Shell QB6001,Shell - QB6001,
columbia::cf1b,Columbia Tools,CF1B,two_source_disagreement,requires_source_price_review,,,,17.44,14.98,,2.46,16.42,,single_observation,single_observation,,COLCF1B Columbia Direct Plate - Flusher,Columbia Direct Plate - Flusher - CF1B,
tapetech::300001,TapeTech,300001,all_three_prices_distinct,requires_source_price_review,,,,7.99,5.54,7.75,2.45,44.22,,single_observation,single_observation,single_observation,"TapeTech 12"" Flat Box Blade 300001","12"" Flat Box Blade - 300001",TapeTech 12 in. Flat Box Blade
usg-sheetrock::340318,USG Sheetrock Tools,340318,two_source_disagreement,requires_source_price_review,,,,8.49,6.04,,2.45,40.56,,single_observation,single_observation,,Sheetrock Bead Hopper Gate - Outside 90,Sheetrock Bead Hopper Gate - Outside 90,
tapetech::050240,TapeTech,050240,two_source_disagreement,requires_source_price_review,,,,9.86,7.44,,2.42,32.53,,single_observation,single_observation,,TapeTech Post Socket 050240,Post (Socket) - 050240,
columbia::ct31,Columbia Tools,CT31,two_source_disagreement,requires_source_price_review,,,,8.23,,5.82,2.41,41.41,,single_observation,,single_observation,CT31 Columbia Taper Chain Tension & Guide Bracke #5604,,Columbia Chain Tension & Guide Bracke (COLM-CT31)
columbia::ct50,Columbia Tools,CT50,two_source_disagreement,requires_source_price_review,,,,8.23,,5.82,2.41,41.41,,single_observation,,single_observation,CT50 Columbia Taper Crimping Wheel Bushing #5624,,Columbia Crimping Wheel Bushing (COLM-CT50)
tapetech::054114f,TapeTech,054114F,all_three_prices_distinct,possible_sale_or_stale_price,,,,95.09,97.50,96.70,2.41,2.53,,single_observation,single_observation,single_observation,TapeTech Sprocket Driver Assembly 054114F,Sprocket Driver Assembly - 054114F,TapeTech SPROCKET DRIVER ASSEMBLY (TAPE-054114F)
tapetech::889055,TapeTech,889055,all_three_prices_distinct,requires_source_price_review,,,,1.49,3.90,1.50,2.41,161.74,,single_observation,single_observation,single_observation,TapeTech Nylon Spacer 889055,Nylon Spacer - 889055,TapeTech NYLON SPACER (TAPE-889055)
columbia::ct129b,Columbia Tools,CT129B,two_source_disagreement,requires_source_price_review,,,,7.53,,5.16,2.37,45.93,,single_observation,,single_observation,CT129B Columbia Taper Sleeve (Plastic Roller) #5992,,Columbia Shaft Guide Roller  (COLM-CT129B)
columbia::ct64,Columbia Tools,CT64,two_source_disagreement,requires_source_price_review,,,,7.53,,5.16,2.37,45.93,,single_observation,,single_observation,CT64 Columbia Taper Needle Return Shaft #5838,,Columbia Needle Return Shaft (COLM-CT64)
columbia::ct98,Columbia Tools,CT98,two_source_disagreement,requires_source_price_review,,,,7.53,,5.16,2.37,45.93,,single_observation,,single_observation,CT98 Columbia Taper Mud Supply Seal Plate #5960,,Columbia Mud Supply Seal Plate & Shaft (COLM-CT98)
columbia::ct17,Columbia Tools,CT17,two_source_disagreement,requires_source_price_review,,,,20.44,,18.08,2.36,13.05,,single_observation,,single_observation,CT17 Columbia Taper Separation Plate #5593,,Columbia Separation Plate (COLM-CT17)
columbia::hh30,Columbia Tools,HH30,two_source_disagreement,requires_source_price_review,,,,20.44,,18.08,2.36,13.05,,single_observation,,single_observation,COLHH30 Columbia Hydra Handle Extension Release Clip,,Columbia Extension Release Clip for Hydra Reach Flat Box Handle (COLM-HH30)
columbia::ffb2510,Columbia Tools,FFB25-10,all_three_prices_distinct,requires_source_price_review,,,,7.50,6.00,5.15,2.35,45.63,,single_observation,single_observation,single_observation,FFB25-10 Columbia Flat Box Rubber Gasket Retainer 10in #6105,Flat Box Rubber Gasket Retainer 10in - FFB25-10,Columbia 10 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-10)
columbia::ffb2512,Columbia Tools,FFB25-12,two_source_disagreement,requires_source_price_review,,,,7.50,,5.15,2.35,45.63,,single_observation,,single_observation,FFB25-12 Columbia Flat Box Rubber Gasket Retainer 12in #11202,,Columbia 12 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-12)
columbia::ffb257,Columbia Tools,FFB25-7,two_source_disagreement,requires_source_price_review,,,,7.50,,5.15,2.35,45.63,,single_observation,,single_observation,FFB25-7 Columbia Flat Box Rubber Gasket Retainer 7in #10905,,Columbia 7 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-7)
columbia::ffb258,Columbia Tools,FFB25-8,two_source_disagreement,requires_source_price_review,,,,7.50,,5.15,2.35,45.63,,single_observation,,single_observation,FFB25-8 Columbia Flat Box Rubber Gasket Retainer 8in #10858,,Columbia 8 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-8)
columbia::mp23,Columbia Tools,MP23,all_three_prices_distinct,requires_source_price_review,,,,5.65,3.32,3.87,2.33,70.18,,single_observation,single_observation,single_observation,MP23 Columbia Mud Pump Mud Pump Seal #6176,Columbia Mud Pump Mud Pump Seal - MP23,Columbia Mud Pump Seal (a.k.a U-cup) (COLM-MP23)
columbia::fsb24,Columbia Tools,FSB24,two_source_disagreement,possible_sale_or_stale_price,,,,70.82,68.50,,2.32,3.39,,single_observation,single_observation,,"Columbia 24"" Fat Boy Smoothing Blade","Columbia 24"" Fat Boy Smoothing Blade",
tapetech::700002f,TapeTech,700002F,two_source_disagreement,possible_sale_or_stale_price,,,,138.89,,141.19,2.30,1.66,,single_observation,,single_observation,TapeTech Piston Rod 700002F,,TapeTech PISTON ROD (USED WITH 700015F) (TAPE-700002F)
tapetech::680010,TapeTech,680010,all_three_prices_distinct,possible_sale_or_stale_price,,,,28.99,29.65,27.38,2.27,8.29,,single_observation,single_observation,single_observation,"TapeTech 3"" Nail Spotter Hinge Block 680010",Hinge Block - 680010,"TapeTech 3"" HINGE BLOCK (TAPE-680010)"
tapetech::409021,TapeTech,409021,two_source_disagreement,requires_source_price_review,,,,7.29,,9.55,2.26,31.00,,single_observation,,single_observation,"TapeTech 2"" Retainer Spring 409021",,"TapeTech Retainer Spring - 2"" Corner Finisher Head"
columbia::ct10a,Columbia Tools,CT10A,two_source_disagreement,requires_source_price_review,,,,7.08,,4.85,2.23,45.98,,single_observation,,single_observation,CT10A Columbia Taper Crimping Arm Bushing Left #5584,,Columbia Crimping Arm Bushing - Left (COLM-CT10A)
tapetech::050702,TapeTech,050702,two_source_disagreement,possible_sale_or_stale_price,,,,99.69,101.92,,2.23,2.24,,single_observation,single_observation,,TapeTech Right Side Plate 50702,Right Side Plate - 050702,
columbia::ffb16,Columbia Tools,FFB16,two_source_disagreement,requires_source_price_review,,,,7.35,,5.20,2.15,41.35,,single_observation,,single_observation,FFB16 Columbia Flat Box Door Spring Nut #6100,,Columbia Door Spring Nut (a.k.a. Spring Anchor) (COLM-FFB16)
columbia::cfb10,Columbia Tools,CFB10,two_source_disagreement,requires_source_price_review,,,,7.30,,5.16,2.14,41.47,,single_observation,,single_observation,CFB10 Columbia Angle Box 5/16-18 X 3/4in Thumb Screw #5550,,"Columbia 5/16""-18"" x 3/4"" Thumb Screw (COLM-CFB10)"
columbia::hh33,Columbia Tools,HH33,two_source_disagreement,requires_source_price_review,,,,7.30,,5.16,2.14,41.47,,single_observation,,single_observation,COLHH33 Columbia Hydra Handle Release Clip Spring,,Columbia Spring for Hydra Reach Flat Box Handle (COLM-HH33)
columbia::mp36,Columbia Tools,MP36,all_three_prices_distinct,requires_source_price_review,,,,7.30,6.02,5.16,2.14,41.47,,single_observation,single_observation,single_observation,MP36 Columbia Mud Pump Nylatron Bushing #5879,Columbia Mud Pump Nylatron Bushing - MP36,Columbia Nylatron Bushing (COLM-MP36)
columbia::sb210,Columbia Tools,SB2-10,two_source_disagreement,possible_sale_or_stale_price,,,,23.35,,25.49,2.14,9.16,,single_observation,,single_observation,"Columbia Replacement 10"" Blade for Tomahawk",,Columbia 10 in. Replacement Blade for Tomahawk Smoothing Blade
columbia::cfb16,Columbia Tools,CFB16,two_source_disagreement,requires_source_price_review,,,,7.28,,5.15,2.13,41.36,,single_observation,,single_observation,CFB16 Columbia Angle Box Bearing Sleeve - Ss #5554,,Columbia Bearing Sleeve (COLM-CFB16)
columbia::ct27,Columbia Tools,CT27,two_source_disagreement,requires_source_price_review,,,,15.06,,12.93,2.13,16.47,,single_observation,,single_observation,CT27 Columbia Taper Knife Guide Bracket Left #5600,,Columbia Knife Guide Bracket  - Left (COLM-CT27)
columbia::ct47,Columbia Tools,CT47,two_source_disagreement,requires_source_price_review,,,,15.06,,12.93,2.13,16.47,,single_observation,,single_observation,CT47 Columbia Taper Crimping Wheel #5621,,Columbia Crimping Wheel (COLM-CT47)
columbia::ct55,Columbia Tools,CT55,two_source_disagreement,requires_source_price_review,,,,15.06,,12.93,2.13,16.47,,single_observation,,single_observation,CT55 Columbia Taper Carriage Guide Rod #5831,,Columbia Carriage Guide Rod (COLM-CT55)
columbia::ct84a,Columbia Tools,CT84A,two_source_disagreement,requires_source_price_review,,,,15.06,,12.93,2.13,16.47,,single_observation,,single_observation,CT84A Columbia Taper Cable Guide Pulley #5856,,Columbia Cable Guide Pulley (COLM-CT84A)
columbia::cc5,Columbia Tools,CC5,two_source_disagreement,requires_source_price_review,,,,6.70,4.59,,2.11,45.97,,single_observation,single_observation,,Columbia Roller for Corner Cobra,Columbia Roller for Corner Cobra - CC5,
tapetech::251025g,TapeTech,251025G,two_source_disagreement,possible_sale_or_stale_price,,,,90.19,92.28,,2.09,2.32,,single_observation,single_observation,,TapeTech Right Side Plate 251025G,251025G - Right Side Plate,
columbia::ct94,Columbia Tools,CT94,two_source_disagreement,requires_source_price_review,,,,6.60,,4.53,2.07,45.70,,single_observation,,single_observation,CT94 Columbia Taper Mud Shut Off Upper Plate #5869,,Columbia Mud Gate Upper Plate (COLM-CT94)
tapetech::050405b,TapeTech,050405B,two_source_disagreement,requires_source_price_review,,,,16.29,18.35,,2.06,12.65,,single_observation,single_observation,,"TapeTech Keeper Axle, Black 050405B",Keeper Axle - 050405B,
columbia::ct13,Columbia Tools,CT13,two_source_disagreement,requires_source_price_review,,,,14.46,,12.41,2.05,16.52,,single_observation,,single_observation,Columbia Taper Dog Base Bracket,,Columbia Dog Base Bracket (COLM-CT13)
columbia::hh17b,Columbia Tools,HH17B,two_source_disagreement,requires_source_price_review,,,,6.80,,4.76,2.04,42.86,,single_observation,,single_observation,13715,,Columbia Brass Connector #2 for Hydra Reach Flat Box Handle (COLM-HH17B)
usg-sheetrock::340002,USG Sheetrock Tools,340002,two_source_disagreement,requires_source_price_review,,,,20.99,18.95,,2.04,10.77,,single_observation,single_observation,,"USG Sheetrock 4"" Matrix Carbon Steel Putty Knife","Sheetrock 4"" Matrix Carbon Steel Round Blade Finishing Knife",
columbia::3df,Columbia Tools,3DF,two_source_disagreement,possible_sale_or_stale_price,,,,130.99,133.02,,2.03,1.55,,single_observation,single_observation,,"Columbia 3"" Direct Corner Flusher","Columbia Taping Tools 3"" Direct Drywall Corner Flusher",
tapetech::pfb24,TapeTech,PFB24,two_source_disagreement,possible_sale_or_stale_price,,,,55.99,58.00,,2.01,3.59,,single_observation,single_observation,,"TapeTech 24"" Replacement Blade PFB24 2pk","TapeTech 24"" Replacement Blades for PFK24TT Skimming Knife",
columbia::ct10,Columbia Tools,CT10,two_source_disagreement,requires_source_price_review,,,,6.85,,4.85,2.00,41.24,,single_observation,,single_observation,CT10 Columbia Taper Crimping Arm Bushing Right #5583,,Columbia Crimping Arm Bushing - Right (COLM-CT10)
columbia::ct28,Columbia Tools,CT28,all_three_prices_distinct,requires_source_price_review,,,,5.65,3.65,3.87,2.00,54.79,,single_observation,single_observation,single_observation,CT28 Columbia Taper Roller Bushing #5601,CT28 - Taper Roller Bushing,Columbia Roller Bushing (COLM-CT28)
usg-sheetrock::340606,USG Sheetrock Tools,340606,two_source_disagreement,possible_sale_or_stale_price,,,,29.99,27.99,,2.00,7.15,,single_observation,single_observation,,"Sheetrock 14"" Classic Stainless Drywall Taping Knife","Sheetrock 14"" Classic Stainless Drywall Taping Knife",
tapetech::051243,TapeTech,051243,two_source_disagreement,requires_source_price_review,,,,21.39,19.40,,1.99,10.26,,single_observation,single_observation,,TapeTech Stub Shaft 51243,Stub Shaft - 051243,
tapetech::700008,TapeTech,700008,two_source_disagreement,requires_source_price_review,,,,,20.76,18.77,1.99,10.60,,,single_observation,single_observation,,Large Retainer - 700008,"TapeTech RETAINER, LARGE (TAPE-700008)"
tapetech::202022,TapeTech,202022,all_three_prices_distinct,requires_source_price_review,,,,1.17,3.13,1.59,1.96,167.52,,single_observation,single_observation,single_observation,TapeTech Repair Clip 202022,Repair Clip - 202022,TapeTech Repair Clip (TAPE-202022)
tapetech::jk01sstt,TapeTech,JK01SSTT,two_source_disagreement,requires_source_price_review,,,,7.99,9.95,,1.96,24.53,,single_observation,single_observation,,"TapeTech 1"" Premium Stainless Steel Joint Knife","TapeTech 1"" Premium Stainless Steel Joint Knife",
columbia::ct20,Columbia Tools,CT20,all_three_prices_distinct,requires_source_price_review,,,,11.72,9.77,10.36,1.95,19.96,,single_observation,single_observation,single_observation,CT20 Columbia Taper Hinge Block #5595,CT20 - Taper Hinge Block,Columbia Hinge Block (COLM-CT20)
tapetech::059098,TapeTech,059098,all_three_prices_distinct,requires_source_price_review,,,,5.79,7.72,5.89,1.93,33.33,,single_observation,single_observation,single_observation,TapeTech Side Plate Shim 059098,Side Plate Shim -  059098,"TapeTech Shim, Side Plate (TAPE-059098)"
columbia::ct3,Columbia Tools,CT3,two_source_disagreement,requires_source_price_review,,,,13.56,,11.64,1.92,16.49,,single_observation,,single_observation,CT3 Columbia Taper Right Insert Bushing #5572,,Columbia Right Insert Bushing (Includes CT5)  (COLM-CT3)
columbia::mp13a,Columbia Tools,MP13A,two_source_disagreement,requires_source_price_review,,,,13.56,,11.64,1.92,16.49,,single_observation,,single_observation,MP13A Columbia Mud Pump Piston Backing Washer (Small) #6174,,Columbia Piston Cup Backing Washer (a.k.a. Small Retainer) (includes MP32) (COLM-MP13A)
columbia::mp14,Columbia Tools,MP14,two_source_disagreement,requires_source_price_review,,,,13.56,,11.64,1.92,16.49,,single_observation,,single_observation,MP14 Columbia Mud Pump Piston Cup #6175,,Columbia Piston Cup (COLM-MP14)
tapetech::052055,TapeTech,052055,two_source_disagreement,possible_sale_or_stale_price,,,,86.09,88.00,,1.91,2.22,,single_observation,single_observation,,TapeTech Taper Head Enclosure 052055,Taper Head Enclosure for 07TT - 052055,
columbia::ffba12,Columbia Tools,FFBA12,two_source_disagreement,possible_sale_or_stale_price,,,,26.40,,24.50,1.90,7.76,,single_observation,,single_observation,FFBA12-SML Columbia Flat Box Dial Assembly #6119,,"Columbia Flat Box Adjuster Dial Assembly (COLM-FFBA-12, FFBA-12-7, FFBA-12-8, FFBA-12-10, FFBA-12-12)"
tapetech::700005,TapeTech,700005,all_three_prices_distinct,requires_source_price_review,,,,3.19,3.71,5.09,1.90,59.56,,single_observation,single_observation,single_observation,TapeTech U-Cup 700005,U-Cup - 700005,TapeTech Mud Pump Piston U-Cup
columbia::hns10a,Columbia Tools,HNS10A,two_source_disagreement,requires_source_price_review,,,,6.05,,4.16,1.89,45.43,,single_observation,,single_observation,HNS10A Columbia Nail Spotter Door Spring Short- Right #12532,,Columbia Door Spring Short for Hinged Nail Spotter (COLM-HNS10A)
tapetech::203010,TapeTech,203010,all_three_prices_distinct,requires_source_price_review,,,,9.49,11.38,9.70,1.89,19.92,,single_observation,single_observation,single_observation,"TapeTech 7"" & 10"" Crown Spring 203010",203010 - Flat Box Crown Spring,"TapeTech 7"" X 10"" Crown Spring (TAPE-203010)"
tapetech::050090f,TapeTech,050090F,two_source_disagreement,possible_sale_or_stale_price,,,,,28.58,26.70,1.88,7.04,,,single_observation,single_observation,,Tape Guide Spacer Bar - 050090,TapeTech Spacer Bar (TAPE-050090F)
columbia::ct109,Columbia Tools,CT109,two_source_disagreement,requires_source_price_review,,,,6.40,,4.53,1.87,41.28,,single_observation,,single_observation,CT114 Columbia Taper Cable Retaining Nut #5972,,Columbia 1/4 - 20 Hex Nut (COLM-CT109)
columbia::ct129a,Columbia Tools,CT129A,two_source_disagreement,requires_source_price_review,,,,6.40,,4.53,1.87,41.28,,single_observation,,single_observation,CT129A Columbia Taper Strap Bracket #5991,,Columbia Shaft Guide Bracket/Control Extension Support (COLM-CT129A)
columbia::hns10,Columbia Tools,HNS10,two_source_disagreement,requires_source_price_review,,,,6.38,,4.51,1.87,41.46,,single_observation,,single_observation,HNS10 Columbia Nail Spotter Door Spring Long- Left #12531,,Columbia Nail Spotter Door Spring (COLM-HNS10)
tapetech::059024,TapeTech,059024,two_source_disagreement,requires_source_price_review,,,,5.39,,3.52,1.87,53.12,,single_observation,,single_observation,TapeTech Chain Keeper Washer 059024,,TapeTech Chain Keeper (TAPE-059024)
columbia::hh27,Columbia Tools,HH27,two_source_disagreement,requires_source_price_review,,,,15.80,,13.96,1.84,13.18,,single_observation,,single_observation,COLHH27 Piston Driver Adapter for Hydra Handle,,Columbia Pressure Adjuster for Hydra Reach Flat Box Handle (COLM-HH27)
columbia::hp46,Columbia Tools,HP46,all_three_prices_distinct,requires_source_price_review,,,,5.48,3.64,3.87,1.84,50.55,,single_observation,single_observation,single_observation,HP46 Columbia Mud Pump Latch Keeper #6155,Mud Pump Latch Keeper - HP46,Columbia Latch Keeper (COLM-HP46)
tapetech::219091,TapeTech,219091,all_three_prices_distinct,requires_source_price_review,,,,8.19,10.01,8.30,1.82,22.22,,single_observation,single_observation,single_observation,TapeTech Spring 219091,Spring for Power Assist Boxes - 219091,TapeTech SPRING (TAPE-219091)
tapetech::630002,TapeTech,630002,all_three_prices_distinct,possible_sale_or_stale_price,,,,41.99,42.98,41.16,1.82,4.42,,single_observation,single_observation,single_observation,"TapeTech 2"" Nail Spotter Latch 630002",Latch - 630002,"TapeTech 2"" LATCH (TAPE-630002)"
tapetech::200052f,TapeTech,200052F,all_three_prices_distinct,requires_source_price_review,,,,6.39,5.25,7.05,1.80,34.29,,single_observation,single_observation,single_observation,TapeTech Shoulder Screw 200052F,200052 - Shoulder Screw,TapeTech Shoulder Screw (TAPE-200052F)
columbia::cfb25,Columbia Tools,CFB25,two_source_disagreement,requires_source_price_review,,,,6.95,,5.16,1.79,34.69,,single_observation,,single_observation,CFB25 Columbia Angle Box Mud Supply Seal Plate #5560,,Columbia Mud Supply Valve Seal Plate & Shaft (COLM-CFB25)
columbia::ct112,Columbia Tools,CT112,two_source_disagreement,requires_source_price_review,,,,12.64,,10.85,1.79,16.50,,single_observation,,single_observation,CT112 Columbia Taper Connecting Stud #5970,,Columbia Slotted Piston Connecting Stud (COLM-CT112)
columbia::ffb4a,Columbia Tools,FFB4A,two_source_disagreement,requires_source_price_review,,,,6.10,,4.31,1.79,41.53,,single_observation,,single_observation,FFB4A Columbia Flat Box Stainless Steel Washer #6112,,Columbia Stainless Steel Washer (COLM-FFB4A)
columbia::cfb1a,Columbia Tools,CFB1A,two_source_disagreement,requires_source_price_review,,,,5.65,,3.87,1.78,45.99,,single_observation,,single_observation,CFB1A Columbia Angle Box Hinge Seal #5556,,Columbia Hinge Seal for Corner Box (COLM-CFB1A)
columbia::ct2,Columbia Tools,CT2,two_source_disagreement,requires_source_price_review,,,,5.65,,3.87,1.78,45.99,,single_observation,,single_observation,CT2 Columbia Taper Insert Bushing #5571,,Columbia Nylatron Insert Bushing (COLM-CT2)
columbia::ct91,Columbia Tools,CT91,two_source_disagreement,requires_source_price_review,,,,5.65,,3.87,1.78,45.99,,single_observation,,single_observation,CT91 Columbia Taper Release Clip Bushing #5865,,Columbia Clutch Release Cam Bushing (COLM-CT91)
usg-sheetrock::340115,USG Sheetrock Tools,340115,two_source_disagreement,possible_sale_or_stale_price,,,,23.99,25.75,,1.76,7.34,,single_observation,single_observation,,"Sheetrock 12"" Classic Blue Steel Drywall Taping Knife","Sheetrock 12"" Classic Blue Steel Finishing Knife",
columbia::ct92,Columbia Tools,CT92,two_source_disagreement,requires_source_price_review,,,,12.08,,10.36,1.72,16.60,,single_observation,,single_observation,CT92 Columbia Taper Release Clip #5866,,Columbia Clutch Release Cam (COLM-CT92)
tapetech::052226,TapeTech,052226,two_source_disagreement,requires_source_price_review,,,,8.79,10.51,,1.72,19.57,,single_observation,single_observation,,"TapeTech Control Arm Guide, Molded 052226",Control Arm Guide - 052226,
tapetech::814254,TapeTech,814254,two_source_disagreement,possible_sale_or_stale_price,,,,76.29,78.00,,1.71,2.24,,single_observation,single_observation,,"TapeTech 54"" Connector Assy 814254","814254 - 54"" Connector Assy",
columbia::cfb47,Columbia Tools,CFB4-7,two_source_disagreement,requires_source_price_review,,,,14.62,,12.93,1.69,13.07,,single_observation,,single_observation,"CFB4-7 Pressure Door for 7CFB Angle Box - 6.125""",,Columbia 7 in. Corner Box Door (COLM-CFB4-7)
columbia::cfb48,Columbia Tools,CFB4-8,two_source_disagreement,requires_source_price_review,,,,14.62,,12.93,1.69,13.07,,single_observation,,single_observation,"CFB4-8 Pressure Door for 8CFB Angle Box - 7.0625""",,Columbia 8 in. Corner Box Door (COLM-CFB4-8)
columbia::ct7a,Columbia Tools,CT7A,two_source_disagreement,requires_source_price_review,,,,14.62,,12.93,1.69,13.07,,single_observation,,single_observation,CT7A Columbia Taper Side Plate Hub #5581,,Columbia Side Plate Hub (COLM-CT7A)
tapetech::502019,TapeTech,502019,all_three_prices_distinct,requires_source_price_review,,,,6.42,5.40,7.09,1.69,31.30,,single_observation,single_observation,single_observation,TapeTech Seal 502019,502019 - Replacement Seal,TapeTech SEAL (TAPE-502019)
tapetech::480021,TapeTech,480021,two_source_disagreement,requires_source_price_review,,,,6.39,,8.05,1.66,25.98,,single_observation,,single_observation,TapeTech Blade Tension Spring 480021,,TapeTech Blade Tension Spring (TAPE-480021)
columbia::ct65,Columbia Tools,CT65,two_source_disagreement,requires_source_price_review,,,,5.20,,3.56,1.64,46.07,,single_observation,,single_observation,CT65 Columbia Taper Needle Return Spring #5839,,Columbia Needle Return Spring (COLM-CT65)
columbia::ah125,Columbia Tools,AH1-2.5,two_source_disagreement,small_price_drift_or_rounding,,,,175.48,173.85,,1.63,0.94,,single_observation,single_observation,,AH1-2.5 Columbia Angle Head Body Casting 2.5in,"1 - 2.5"" Body (AH-1-2.5)",
columbia::fa299,Columbia Tools,FA299,two_source_disagreement,requires_source_price_review,,,,4.33,,2.71,1.62,59.78,,single_observation,,single_observation,"1/4-20 X 1-1/2"" Hex Bolt",,Columbia 1/4-20 x 1-1/2 Hex Bolt (COLM-FA299)
columbia::ah9a,Columbia Tools,AH9A,two_source_disagreement,requires_source_price_review,,,,11.32,,9.71,1.61,16.58,,single_observation,,single_observation,AH9-3.5 Columbia Angle Head Retainer Clip (Long) Fat Heads #5815,,Columbia 3.5 in. Bottom Retainer Clip (COLM-AH9A)
columbia::cfb19,Columbia Tools,CFB19,two_source_disagreement,requires_source_price_review,,,,5.48,,3.87,1.61,41.60,,single_observation,,single_observation,CFB19 Columbia Angle Box Nylatron Bushing #5555,,Columbia Nylatron Bushing (COLM-CFB19)
columbia::ct51,Columbia Tools,CT51,two_source_disagreement,requires_source_price_review,,,,5.48,,3.87,1.61,41.60,,single_observation,,single_observation,CT51 Columbia Taper Spacer Bar #5828,,Columbia Spacer Bar (COLM-CT51)
columbia::mp25,Columbia Tools,MP25,two_source_disagreement,requires_source_price_review,,,,11.32,,9.71,1.61,16.58,,single_observation,,single_observation,MP25 Columbia Mud Pump Filler Stud #5872,,Columbia Filler Stud (COLM-MP25)
tapetech::050713,TapeTech,050713,two_source_disagreement,possible_sale_or_stale_price,,,,68.79,70.40,,1.61,2.34,,single_observation,single_observation,,TapeTech Inner Mud Tube 50713,Inner Mud Tube - 050713,
tapetech::052408,TapeTech,052408,two_source_disagreement,possible_sale_or_stale_price,,,,63.39,65.00,,1.61,2.54,,single_observation,single_observation,,TapeTech Spool Post 052408,Spool Post for 07TT - 052408,
columbia::cr4,Columbia Tools,CR4,two_source_disagreement,requires_source_price_review,,,,5.40,,3.80,1.60,42.11,,single_observation,,single_observation,CR4 Columbia Corner Roller Washer #5564,,Columbia Cut Washer (COLM-CR4)
columbia::fa221,Columbia Tools,FA221,two_source_disagreement,requires_source_price_review,,,,2.15,,0.55,1.60,290.91,,single_observation,,single_observation,FA227 Columbia #6 Belleville Washer #6007,,Columbia #6 Bellevile Washer (COLM-FA221)
tapetech::050144f,TapeTech,050144F,all_three_prices_distinct,requires_source_price_review,,,,13.09,14.67,13.29,1.58,12.07,,single_observation,single_observation,single_observation,TapeTech Cutter Chain Tube Link 050144F,Cutter Chain Tube Link - 050144,TapeTech Cutter Chain Tube Link (TAPE-050144F)
columbia::ct39,Columbia Tools,CT39,two_source_disagreement,requires_source_price_review,,,,11.04,,9.48,1.56,16.46,,single_observation,,single_observation,CT39 Columbia Taper Knife Return Spring #5612,,Columbia Knife Return Spring (COLM-CT39)
columbia::ffb955,Columbia Tools,FFB9-5.5,two_source_disagreement,requires_source_price_review,,,,4.70,3.14,,1.56,49.68,,single_observation,single_observation,,FFB9-5.5 Columbia Flat Box Blade 5.5in #13783,"Columbia Flat Box Blade 5.5"" - FFB9-5.5",
tapetech::210073,TapeTech,210073,all_three_prices_distinct,requires_source_price_review,,,,12.39,11.08,12.64,1.56,14.08,,single_observation,single_observation,single_observation,TapeTech Shoulder Screw 210073,210073 - Shoulder Screw,TapeTech EZ Roll Shoulder Screw (TAPE-210073)
tapetech::050023f,TapeTech,050023F,all_three_prices_distinct,requires_source_price_review,,,,7.39,6.04,7.57,1.53,25.33,,single_observation,single_observation,single_observation,TapeTech Spacer Bar 050023F,TapeTech Spacer Bar - 050023,TapeTech SPACER (TAPE-050023F)
