Brand,Product Name,SKU,Product Price,Product Description,Matched DTB Brand,DTB Brand Match Method,DTB Brand Match Confidence,Strict Identifier,Canonical Identifier,Identifier Alias Applied,Description Quality
TapeTech,"TapeTech 2.5"" Wire Spring 411250",411250,19.39,,TapeTech,canonical_brand_evidence,1.00,411250,411250,no,missing
TapeTech,"TapeTech 2.75"" 135 Outside Corner Edger",EEX275135,10.0,"TapeTech Outside Corner Edgers for 135° Corners are designed to produce smooth, uniform outside corners at 45o wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.",TapeTech,canonical_brand_evidence,1.00,eex275135,eex275135,no,product_specific
TapeTech,"TapeTech 20"" Radius Trowel - Curved",RTC20TT,44.99,"TapeTech 20"" Radius Trowel - Curved RTC20TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech's Radius Trowels are long-lasting and designed to look good, whether you're finishing edges or smoothing corners.",TapeTech,canonical_brand_evidence,1.00,rtc20tt,rtc20tt,no,product_specific
TapeTech,"TapeTech 20"" Radius Trowel - Straight",RTS20TT,44.99,"TapeTech 20"" Radius Trowel - Straight RTS20TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech's Radius Trowels are long-lasting and designed to look good, whether you're finishing edges or smoothing corners.",TapeTech,canonical_brand_evidence,1.00,rts20tt,rts20tt,no,product_specific
TapeTech,"TapeTech 21 Gauge Work Gloves, Large",PWG21-L,6.99,"TapeTech 21 Gauge Work Gloves, Large TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence. Features: Nitrile Coated Abrasion and Cut Resistant Non-Slip Grip 21 Gauge Work Gloves Size: Large (10)",TapeTech,canonical_brand_evidence,1.00,pwg21-l,pwg21-l,no,product_specific
TapeTech,"TapeTech 21 Gauge Work Gloves, Medium",PWG21-M,6.99,"TapeTech 21 Gauge Work Gloves, Medium TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence. Features: Nitrile Coated Abrasion and Cut Resistant Non-Slip Grip 21 Gauge Work Gloves Size: Medium (9)",TapeTech,canonical_brand_evidence,1.00,pwg21-m,pwg21-m,no,product_specific
TapeTech,"TapeTech 21 Gauge Work Gloves, XLarge",PWG21-XL,6.99,"TapeTech 21 Gauge Work Gloves, XLarge TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence. Features: Nitrile Coated Abrasion and Cut Resistant Non-Slip Grip 21 Gauge Work Gloves Size: XLarge (11)",TapeTech,canonical_brand_evidence,1.00,pwg21-xl,pwg21-xl,no,product_specific
TapeTech,"TapeTech 21 Gauge Work Gloves, XXLarge",PWG21-XXL,6.49,"TapeTech 21 Gauge Work Gloves, XXLarge TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence. Features: Nitrile Coated Abrasion and Cut Resistant Non-Slip Grip 21 Gauge Work Gloves Size: XXLarge (12)",TapeTech,canonical_brand_evidence,1.00,pwg21-xxl,pwg21-xxl,no,product_specific
TapeTech,TapeTech 21/32 X 27/32 X .068 Washer 809719,809719,4.46,,TapeTech,canonical_brand_evidence,1.00,809719,809719,no,missing
TapeTech,TapeTech 21V 2.3Ah 2-Port Charger,ECHARGE20X2,66.99,TapeTech ECHARGE20X2 21V/2.3Ah 2-port battery charger simultaneously charges two (2)TapeTech EBAT1820 2.0Ah batteries. DO NOT use this charger with other brands of batteries and battery adapters.,TapeTech,canonical_brand_evidence,1.00,echarge20x2,echarge20x2,no,product_specific
TapeTech,TapeTech 21V 2.3Ah Charger,ECHARGE20,23.0,TapeTech ECHARGE20 21V/2.3Ah battery charger charges TapeTech EBAT1820 2.0Ah batteries. DO NOT use this charger with other brands of batteries and battery adapters.,TapeTech,canonical_brand_evidence,1.00,echarge20,echarge20,no,product_specific
TapeTech,TapeTech 21V 8.0Ah Charger,ECHARGE50,69.99,TapeTech ECHARGE50 21V/8.0Ah battery charger charges TapeTech EBAT1850 5.0Ah batteries. DO NOT use this charger with other brands of batteries and battery adapters.,TapeTech,canonical_brand_evidence,1.00,echarge50,echarge50,no,product_specific
TapeTech,"TapeTech 22"" Hard Case",TTCASE22H,129.99,"TapeTech 22"" Hard Case TTCASE22H 22"" hard case used to carry tools and accessories. Case is waterproof and lockable. Perfect size for securing and transporting your drywall and Venetian plaster trowels and other small tools.",TapeTech,canonical_brand_evidence,1.00,ttcase22h,ttcase22h,no,product_specific
TapeTech,"TapeTech 22"" Utility Gear Bag",TTGMCASE22,34.99,"22"" gate mouth gear bag to carry tools and accessories for drywall finishing. Multiple pockets inside and outside for storage. Large gate mouth opening with zippers to close.",TapeTech,canonical_brand_evidence,1.00,ttgmcase22,ttgmcase22,no,product_specific
TapeTech,"TapeTech 22"" Wavy Edge Insulation Hand Saw",WoolCut-HS22,29.99,"TapeTech 22"" Wavy Edge Insulation Hand Saw The WoolCut-HS22 is a great tool for cutting multiple materials with very little waste and debris. The wider blade provides blade provides more stability in the cut compared to a standard insulation knife. The WoolCut-HS22 can be used with the TapeTech WoolCut-300 for even more accuracy and angled cuts. Features: Wavy edge blade for smooth accurate cuts Ergonomic two-component, soft-grip handle allows for the proper grip and comfort for all day use Pointed tip assists in plunge cuts Includes: Heavy-duty cloth scabbard",TapeTech,canonical_brand_evidence,1.00,woolcut-hs22,woolcut-hs22,no,product_specific
TapeTech,"TapeTech 24"" Compound Tube CT24TT",CT24TT,189.0,"TapeTech 24"" Compound Tube CT24TT Supplies joint compound to corner flushers for finishing inside corners. TapeTech Compound Tube also attaches to applicator heads for applying corner bead to internal and external corners. The Compound Tube features quick release clamps, allowing disassembly for easy cleaning. 24"" compound tube is very maneuverable and is an excellent choice for working in smaller areas. Gold anodized main tube and stainless steel cone offer maximum durability. Stainless Steel Nose Cone Smooth Operation With Optimized Plunger Design Quick Release Clamps For Easy Cleaning Gold Anodized Aluminum Main Tube",TapeTech,canonical_brand_evidence,1.00,ct24tt,ct24tt,no,product_specific
TapeTech,"TapeTech 24"" Compound Tube CT24TT - Reconditioned",CT24TT-R,205.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 24"" Compound Tube supplies joint compound to corner flushers for finishing inside corners. TapeTech Compound Tube also attaches to applicator heads for applying corner bead to internal and external corners. The Compound Tube features quick release clamps, allowing disassembly for easy cleaning. 24"" compound tube is very maneuverable and is an excellent choice for working in smaller areas. Gold anodized main tube and stainless steel cone offer maximum durability. Stainless Steel Nose Cone Smooth Operation With Optimized Plunger Design Quick Release Clamps For Easy Cleaning Gold Anodized Aluminum Main Tube",TapeTech,canonical_brand_evidence,1.00,ct24tt-r,ct24tt-r,no,product_specific
TapeTech,"Tapetech 24"" Drywall Compound Tube - CT24TT",CT24TT,189,"Our 24"" Tape Tech Compound Tube has the ability to apply mud in hard to get areas. Use this with a tapetech compound flusher or other applicator.",TapeTech,canonical_brand_evidence,1.00,ct24tt,ct24tt,no,product_specific
TapeTech,"TapeTech 24"" Main Tube 130024",130024,131.99,,TapeTech,canonical_brand_evidence,1.00,130024,130024,no,missing
TapeTech,"TapeTech 24"" Premium Finishing Knife",PFK24TT,79,"The 24"" Tape Tech Premium Smoothing Knife is one of the best options on the market. Learn more about this great TapeTech product from Al's Taping Tools.",TapeTech,canonical_brand_evidence,1.00,pfk24tt,pfk24tt,no,product_specific
TapeTech,"TapeTech 24"" Premium Finishing Knife (TAPE-PFK24TT)",PFK24TT,59.99,"TapeTech 24"" Premium Finishing Knife (TAPE-PFK24TT)",TapeTech,canonical_brand_evidence,1.00,pfk24tt,pfk24tt,no,product_specific
TapeTech,"TapeTech 24"" Premium Finishing Knife PFK24TT",PFK24TT,59.99,"TapeTech 24"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands",TapeTech,canonical_brand_evidence,1.00,pfk24tt,pfk24tt,no,product_specific
TapeTech,"TapeTech 24"" Push Rod 130124",130124,78.19,,TapeTech,canonical_brand_evidence,1.00,130124,130124,no,missing
TapeTech,"TapeTech 24"" Replacement Blade PFB24 2pk",PFB24,55.99,"TapeTech 24"" Replacement Blade PFB24 2pk Get more out of every TapeTech Premium Finishing Knife by swapping your old blade with a new one and keep an extra spare on-hand. Fits the TapeTech 24"" Premium Finishing Knife PFK24TT (sold separately). Features: Stainless Steel Blade Easily Replaceable",TapeTech,canonical_brand_evidence,1.00,pfb24,pfb24,no,product_specific
TapeTech,TapeTech 25' Whip Hose for CF System,240793,165,"TapeTech 25' Whip Hose for CF System The 25' Whip Hose connects the primary Continuous Flow hose to the Continuous Flow Taper, Finishing Box Handles and Corner Finishing Handles. The lightweight whip hose reduces weight at the tool handle without compromi",TapeTech,canonical_brand_evidence,1.00,240793,240793,no,product_specific
TapeTech,"TapeTech 26"" Radius Trowel - Curved",RTC26TT,49.99,"TapeTech 26"" Radius Trowel - Curved RTC26TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech's Radius Trowels are long-lasting and designed to look good, whether you're finishing edges or smoothing corners.",TapeTech,canonical_brand_evidence,1.00,rtc26tt,rtc26tt,no,product_specific
TapeTech,"TapeTech 26"" Radius Trowel - Straight",RTS26TT,49.99,"TapeTech 26"" Radius Trowel - Straight RTS26TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech's Radius Trowels are long-lasting and designed to look good, whether you're finishing edges or smoothing corners.",TapeTech,canonical_brand_evidence,1.00,rts26tt,rts26tt,no,product_specific
TapeTech,TapeTech 3 inch Easyclean Nail Spotter,NS03TT,289,The TapeTech 3 inch Easy Clean Nail Spotter is used to fill the depressions left from the nails or screw heads during installation of the drywall.,TapeTech,canonical_brand_evidence,1.00,ns03tt,ns03tt,no,product_specific
TapeTech,TapeTech 3 Piece 135° Outside Corner Edger Set - EEXSET3135,EEXSET3135,27.0,"Contains one each of the outside corner trowel sizes - 1.25"", 2"", and 2.75"". TapeTech Outside Corner Edgers for 135° Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.",TapeTech,canonical_brand_evidence,1.00,eexset3135,eexset3135,no,product_specific
TapeTech,"TapeTech 3"" (75mm) Rounded Corner Plaster Spatula",VSPAT03,10.99,"TapeTech 3"" (75mm) Rounded Corner Plaster Spatula VSPAT03 TapeTech Rounded Corner Plaster Spatulas are ideal for mixing materials and tints, placing the material on walls, and executing various designs. Crafted from stainless steel, this versatile spatula features rounded corners to prevent gouging material. Excellent for plaster, drywall, wallpaper, putty, spackling, stucco, patching, paint, and any other need you can think of.",TapeTech,canonical_brand_evidence,1.00,vspat03,vspat03,no,product_specific
TapeTech,"TapeTech 3"" Angle Head 45TT - Reconditioned",45TT-R,407.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 3"" Angle Head used to perfectly feather both sides of internal drywall tape corners in one pass. The corner finisher, also known as corner finisher, angle finisher, or glazer, is attached to a corner applicator, angle box, MudRunnerÂ® or angle head handle to quickly and professionally finish internal drywall corners. An angle head can be used for any 90Âº inside drywall corner, at either wall or ceiling junctions, and embeds inside angle tape on walls and ceilings by smoothly feathering excess mud in internal corners. TapeTech Corner Finishers are spring loaded to help compensate for slight corner imperfections. The TapeTech 3"" corner finisher angle head is ideal for tape coats and for finishing drywall projects with narrow door legs or window trim areas. Stainless steel frames provide many years of reliable service and positive ball retainer keeps angle head securely attached to angl(more...)",TapeTech,canonical_brand_evidence,1.00,45tt-r,45tt-r,no,product_specific
TapeTech,"TapeTech 3"" Angle Head Blade Kit 502F3",502F3,105.29,"TapeTech 3"" Angle Head Blade Kit 502F3 Includes: (2) 3"" Blades, Carbide (2) Skids (12) 4-40 x 1/8 Set Screws 8-32 x 1/4 Set Screws 1/2 Dog SST",TapeTech,canonical_brand_evidence,1.00,502f3,502f3,no,product_specific
TapeTech,"TapeTech 3"" Angle Head Repair Kit 501F3A",501F3A,39.49,"TapeTech 3"" Angle Head Repair Kit 501F3A Includes: (1) Blade Tension Spring (1) Center Clip (1) Center Clip Assembly (1) Blade Tension SPRG (2) 8-32 x 1/4 Set Screw 1/2 Dog SST (1) 6-32 x 1/2 Fillister Head Screw SST",TapeTech,canonical_brand_evidence,1.00,501f3a,501f3a,no,product_specific
TapeTech,"TapeTech 3"" Blade Clamp Assembly 654036",654036,84.39,"TapeTech 3"" Blade Clamp Assembly 654036",TapeTech,canonical_brand_evidence,1.00,654036,654036,no,product_specific
TapeTech,"TapeTech 3"" Carbide Blade 450009F",450009F,35.29,"Drywall Corner Finisher 3 inch Carbide Blade (Measures 3-1/8 inch). Fits: TapeTech 3"" TapeTech 3"" Easy Roll Drywall Master 3""",TapeTech,canonical_brand_evidence,1.00,450009f,450009f,no,product_specific
TapeTech,"TapeTech 3"" CF Ball Retainer 402012",402012,25.39,Ball Retainer for TapeTech 3” and 3.5” Angle Head Corner Finishers TapeTech- part # 402012,TapeTech,canonical_brand_evidence,1.00,402012,402012,no,product_specific
TapeTech,"TapeTech 3"" Combo Flusher CF30COMBO",CF30COMBO,184.0,"TapeTech 3"" Combo Flusher CF30COMBO Can be used as either a direct or indirect flusher. Indirect flushers are used to smooth compound that has been applied by another tool. Direct flushers can be used to apply joint compound to internal corners. You can simply choose the size flusher to suit your needs without worrying which style to order. The Corner Flushers fit all standard angle boxes, corner boxes, angle head handles or Mudrunner. This TapeTech 3"" Combo Flusher includes the TapeTech Creaser Wheel Kit that can be used to simultaneously bed and glaze tape into inside drywall angles. Kit includes: Stainless Steel Body Optional Roller Wheels Available Ultra Light, Durable Skids Can Be Used as Either Indirect or Direct Flusher Mounting Bracket Corner Wheel Corner Wheel Bushing Fasteners",TapeTech,canonical_brand_evidence,1.00,cf30combo,cf30combo,no,product_specific
TapeTech,"TapeTech 3"" Corner Flusher CF30TT - Reconditioned",CF30TT-R,130.0,,TapeTech,canonical_brand_evidence,1.00,cf30tt-r,cf30tt-r,no,missing
TapeTech,"TapeTech 3"" Direct Flusher",CF30TT,119,This TapeTech Corner Flusher will guarantee quick work of wiping or finishing inside corners. Check out this great TapeTech product from Al's Taping Tools.,TapeTech,canonical_brand_evidence,1.00,cf30tt,cf30tt,no,product_specific
TapeTech,"TapeTech 3"" Direct Flusher CF30TT",CF30TT,119.0,"TapeTech 3"" Corner Flusher can quickly glaze or finish inside corners. TapeTech CF30TT flusher can be used as either a direct or indirect flusher. Direct flushers can be used to apply joint compound to internal corners. Indirect flushers are used to smooth compound that has been applied by another tool. You can simply choose the size flusher to suit your needs without worrying which style to order. The Corner Flushers fit all standard angle boxes, corner boxes, angle head handles or Mudrunner. TapeTech corner flusher can be used either by attaching to angle box, corner box or Mudrunner to apply final finish coat over inside drywall corner angles or as an indirect flusher for skimming over compound applied with applicator. Optional wheels can be mounted for super smooth finishing. Durable ultra-light weight skids offer long, reliable service. Stainless steel body Ultra light, durable skids for smooth operation and long life Optional roller wheels available Can be used as either indirect or direct flusher",TapeTech,canonical_brand_evidence,1.00,cf30tt,cf30tt,no,product_specific
TapeTech,"TapeTech 3"" Easy Roll Head Casting 486001F",486001F,246.09,,TapeTech,canonical_brand_evidence,1.00,486001f,486001f,no,missing
TapeTech,"TapeTech 3"" EasyClean Nail Spotter NS03TT",NS03TT,289.0,"TapeTech 3"" EasyClean® Nail Spotter NS02TT Allows you to spot ceilings without the use of stilts faster and more efficient than spotting nails by hand. Featuring the EasyClean® Lid, quick release latch, and gasket system (similar to a flat box). This allows easy access and hassle-free clean up. This Nail Spotter gives you the flexibility for any size job, and is an ideal single spotter system. The traditional style skid plate is both a pivot point and a screw detector, which helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Each TapeTech Nail Spotter includes a Nail Spotter Adapter NSA-TT which attaches to both Interchangeable Fiberglass Handle FHTT (not included) and Interchangeable Extendable Handle XHTT (not included). Features: Spot Nails Faster and More Efficient EasyClean® Lid and Gasket for Quick Cleanup Durable Stainless Steel Construction Traditional Style Skid Plate Easily Attaches to Both FHTT and XHTT Interchangeable Handles Includes NSA-TT Nail Spotter Adapter",TapeTech,canonical_brand_evidence,1.00,ns03tt,ns03tt,no,product_specific
TapeTech,"TapeTech 3"" EasyClean Nail Spotter NS03TT - Reconditioned",NS03TT-R,335.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 3"" EasyCleanÂ® Nail Spotter NS02TT allows you to spot ceilings without the use of stilts faster and more efficient than spotting nails by hand. Featuring the EasyCleanÂ® Lid, quick release latch, and gasket system (similar to a flat box). This allows easy access and hassle-free clean up. This Nail Spotter gives you the flexibility for any size job, and is an ideal single spotter system. The traditional style skid plate is both a pivot point and a screw detector, which helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Each TapeTech Nail Spotter includes a Nail Spotter Adapter NSA-TT which attaches to both Interchangeable Fiberglass Handle FHTT (not included) and Interchangeable Extendable Handle XHTT (not included). Features: Spot Nails Faster and More Efficient EasyClean(more...)",TapeTech,canonical_brand_evidence,1.00,ns03tt-r,ns03tt-r,no,product_specific
TapeTech,"TapeTech 3"" EasyClean Nail Spotter w/ FHTT Handle",NS03/FHTT,348.0,"TapeTech Taping Tools by Ames Taping Tools EasyClean® 3"" Nail Spotter features an updated gasket system (similar to a flat box) and a quick release latch. EasyClean® Lid opens quickly and easily for clean-up. Combined with the new 43"" TapeTech FHTT Fiberglass Interchangeable Handle gives you the flexibility for any size job. From floor to ceiling this tool has you covered. Nail Spotters are faster and more efficient than spotting nails by hand. You can fill and finish a row of fasteners in 1 pass, and the handle enables you to spot ceilings without the use of stilts. Traditional style skid plate is both a pivot point and a screw detector helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. TapeTech 3"" Spotter with FHTT Handle Features: Tapetech Taping Tools by Ames EasyClean® Lid and Gasket for quick cleanup Durable Stainless Steel Construction Includes TapeTech FHTT Interchangeable Fiberglass Handle Handle diameter of 1.25"" is larger and more comfortable Included D-Shaped FHTT handle fits onto TapeTech Nail Spotters and Corner Rollers without additional adapters D-Shaped FHTT handle fits the TapeTech Angle Boxes and Corner Finishers with available adapters",TapeTech,canonical_brand_evidence,1.00,ns03/fhtt,ns03/fhtt,no,product_specific
TapeTech,"TapeTech 3"" EasyRoll Angle Head 48TT",48TT,429.0,"TapeTech 3"" EasyRoll® Angle Head Reduces drag with easy rolling rubber-tired wheels. Used to perfectly feather both sides of internal drywall tape corners in one pass. Integrated spring adjusters allow quick change of spring tension to suit any drywall finishing job. 3"" EasyRoll angle head can also be attached to angle box, corner box or Mudrunner to apply final smooth feathered finish to inside drywall corner angles. Tape Tech Easy Roll 3"" corner finishing tool glides smoothly in drywall corners due to reduced friction. Use angle head to feather inside 90 degree tape corners after applying with banjo, compound applicator or automatic taper. EasyRoll angle corner finisher can also be used to apply final smooth feathered finish coat of compound, by simply attaching to an angle box (also known as flusher box, hockey box or corner applicator). Convenient spring adjustment levers quickly allow change of tension preference. Firm spring adjustment is often used when final finishing inside drywall angles, and softer setting is popular when applying tape coat. The 3"" EasyRoll corner finisher can be used both for applying tape as well as smooth skimming finish compound to inside 90 degree drywall angle corners. Convenient Spring Tension Levers Locking Clip Retainer Eliminates Damaging Disconnects EasyRoll Wheels With Rubber Tires Reduce Friction Evenly finishes Both Sides Of Inside 90 degree angles 5-Year Manufacturer's Warranty",TapeTech,canonical_brand_evidence,1.00,48tt,48tt,no,product_specific
TapeTech,"TapeTech 3"" EasyRoll Angle Head 48TT - Reconditioned",48TT-R,280.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 3"" EasyRollÂ® Angle Head Reduces drag with easy rolling rubber-tired wheels. Used to perfectly feather both sides of internal drywall tape corners in one pass. Integrated spring adjusters allow quick change of spring tension to suit any drywall finishing job. 3"" EasyRoll angle head can also be attached to angle box, corner box or Mudrunner to apply final smooth feathered finish to inside drywall corner angles. Tape Tech Easy Roll 3"" corner finishing tool glides smoothly in drywall corners due to reduced friction. Use angle head to feather inside 90 degree tape corners after applying with banjo, compound applicator or automatic taper. EasyRoll angle corner finisher can also be used to apply final smooth feathered finish coat of compound, by simply attaching to an angle box (also known as flusher box, hockey box or corner applicator). Convenient spring adjustment levers quickly allow ch(more...)",TapeTech,canonical_brand_evidence,1.00,48tt-r,48tt-r,no,product_specific
TapeTech,"TapeTech 3"" EasyRoll Angle Head Blade Kit 502F4",502F4,97.79,"TapeTech 3"" EasyRoll Angle Head Blade Kit 502F4 Includes: (2) 8-32 x 1/4 Set Screw 1/2 Dog SST (2) Stainless Skid Blades (2) Carbide Blades (12) 4-40 x 1/8-inch Set Screws",TapeTech,canonical_brand_evidence,1.00,502f4,502f4,no,product_specific
TapeTech,"TapeTech 3"" EasyRoll Angle Head Drywall Finishing Tool - 48TT",48TT,429,"The TapeTech 3"" easy roll corner finisher has wheels to help it glide down the inside angles. Buy from Al's Taping Tools today!",TapeTech,canonical_brand_evidence,1.00,48tt,48tt,no,product_specific
TapeTech,"TapeTech 3"" EasyRoll Angle Head Repair Kit 501F4A",501F4A,40.79,"TapeTech 3"" EasyRoll Angle Head Kit 501F4A Includes: (1) Blade Tension SPRG (1) Center Clip Short (1) Blade Tension SPRG (1) Center Clip Assembly (4) ""O"" Rings (1) 6-32 x 1/2 Fillister Head Screw SST (2) 8-32 x 1/4 Set Screw 1/2 Dog SST",TapeTech,canonical_brand_evidence,1.00,501f4a,501f4a,no,product_specific
TapeTech,"TapeTech 3"" Frame 410300",410300,95.29,,TapeTech,canonical_brand_evidence,1.00,410300,410300,no,missing
TapeTech,"TapeTech 3"" Frame, Left 450017",450017,194.39,,TapeTech,canonical_brand_evidence,1.00,450017,450017,no,missing
TapeTech,"TapeTech 3"" Frame, Right 450018",450018,194.39,,TapeTech,canonical_brand_evidence,1.00,450018,450018,no,missing
TapeTech,"TapeTech 3"" Head Casting 456001",456001,321.39,,TapeTech,canonical_brand_evidence,1.00,456001,456001,no,missing
TapeTech,"TapeTech 3"" Nail Spotter Blade 650005F",650005F,35.29,"Replacement 3"" Nail Spotter Blade TapeTech and Drywall Master fits: TapeTech- part #650005 Drywall Master- part #NS30-13",TapeTech,canonical_brand_evidence,1.00,650005f,650005f,no,product_specific
TapeTech,"TapeTech 3"" Nail Spotter Facing 680009",680009,21.19,,TapeTech,canonical_brand_evidence,1.00,680009,680009,no,missing
TapeTech,"TapeTech 3"" Nail Spotter Hinge Block 680010",680010,28.99,,TapeTech,canonical_brand_evidence,1.00,680010,680010,no,missing
TapeTech,"TapeTech 3"" Nail Spotter Housing 658001",658001,155.52,"TapeTech 3"" Nail Spotter Housing Part #658001",TapeTech,canonical_brand_evidence,1.00,658001,658001,no,product_specific
TapeTech,"TapeTech 3"" Nail Spotter Insert 680030",680030,6.39,TapeTech Replacement Insert #680030,TapeTech,canonical_brand_evidence,1.00,680030,680030,no,product_specific
TapeTech,"TapeTech 3"" Nail Spotter Latch 680002",680002,44.39,,TapeTech,canonical_brand_evidence,1.00,680002,680002,no,missing
TapeTech,"TapeTech 3"" Nail Spotter Pressure Plate Assembly 684028",684028,226.49,,TapeTech,canonical_brand_evidence,1.00,684028,684028,no,missing
TapeTech,"TapeTech 3"" Nail Spotter Skid 650007",650007,54.39,,TapeTech,canonical_brand_evidence,1.00,650007,650007,no,missing
TapeTech,"TapeTech 3"" Nail Spotter w/ Extendable Handle",GNS03TT & XHTT,555,"TapeTech 3"" Nail Spotter w/ Extendable Handle TapeTech® Taping 3"" Nail Spotter will allow you to finish an entire row of screws or nail holes in just one pass. This will speed up your production because it is so much more efficient that spotting nails by",TapeTech,canonical_brand_evidence,1.00,gns03ttxhtt,gns03ttxhtt,no,product_specific
