Status,DTB Product,DTB SKU,DTB Brand,Our Price,Competitor,Competitor Product,Competitor SKU,Competitor Price,Price Difference,Price Position,Why It Matched,Match Score
Confirmed Match,Platinum Mini Box Handle,PT-MNBH,Platinum Drywall Tools,$62.00,Al's Taping Tools,"Platinum Drywall Tools ""Mini"" Flat Box Handle",PT-MNBH,$45.00,-$17.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Likely Match,Platinum Nail Spotter,PT-NS,Platinum Drywall Tools,,Al's Taping Tools,"Platinum Drywall Tools 2"" Nail Spotter",PT-NS2,$95.00,,,"Product name and brand are highly similar, but should be reviewed before automated pricing use.",100
Needs Review,"Platinum Nail Spotter - 2""",PT-2NS,Platinum Drywall Tools,$160.00,Al's Taping Tools,"Platinum Drywall Tools 2"" Nail Spotter",PT-NS2,$95.00,-$65.00,Competitor is lower,"Product appears similar, but size, variation, or naming differences need review.",100
Needs Review,"Platinum Nail Spotter - 3""",PT-3NS,Platinum Drywall Tools,$160.00,Al's Taping Tools,"Platinum Drywall Tools 3"" Nail Spotter",PT-NS3,$95.00,-$65.00,Competitor is lower,"Product appears similar, but size, variation, or naming differences need review.",100
Confirmed Match,Platinum Semi Automatic Drywall Taper,PT-TP,Platinum Drywall Tools,$145.00,Al's Taping Tools,Platinum Drywall Tools Semi Automatic Super Taper,PT-TP,$85.00,-$60.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum Stainless Steel Corner Flusher - 2.5""",PT-2.5CF,Platinum Drywall Tools,$79.27,Al's Taping Tools,"Platinum Drywall Tools 2.5"" Drywall Corner Flusher / Glazer",PT-2.5CF,$40.00,-$39.27,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum Stainless Steel Corner Flusher - 3.5""",PT-3.5CF,Platinum Drywall Tools,$84.56,Al's Taping Tools,Platinum Drywall Tools 3.5” Drywall Corner Flusher/Glazer,PT-3.5CF,$50.00,-$34.56,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S1 Aluminum Drywall Stilts - 26""-40""",S1-A-2640,SurPro,$340.00,Al's Taping Tools,"Surpro 26-40"" S1 Aluminum Single Sided Drywall Stilts",S1-A-2640,$305.00,-$35.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S1 Magnesium Drywall Stilts - 16""-24""",S1-M-1624,SurPro,$368.00,Al's Taping Tools,"SurPro S1 Single Sided Magnesium 16""-24"" Drywall Stilts",S1-M-1624,$339.00,-$29.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S1 Magnesium Drywall Stilts - 20""-30""",S1-M-2030,SurPro,$376.50,Al's Taping Tools,"SurPro S1 Single Sided Magnesium 20""-30"" Drywall Stilts",S1-M-2030,$345.00,-$31.50,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S1 Magnesium Drywall Stilts - 26""-40""",S1-M-2640,SurPro,$385.00,Al's Taping Tools,"SurPro S1 Single Sided Magnesium 26""-40"" Drywall Stilts",S1-M-2640,$355.00,-$30.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S1X Magnesium Drywall Stilts - 21""-31""",S1X-M-2131,SurPro,$430.00,Al's Taping Tools,"SurPro S1X Single Sided Magnesium 20""-30"" Drywall Stilts",S1X-M-2131,$400.00,-$30.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S1X Magnesium Drywall Stilts - 26""-40""",S1X-M-2640,SurPro,$441.00,Al's Taping Tools,"SurPro S1X Single Sided Magnesium 26""-40"" Drywall Stilts",S1X-M-2640,$400.00,-$41.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S2 Magnesium Drywall Stilts - 16""-24""",S2-M-1624,SurPro,$395.00,Al's Taping Tools,"Sur-Pro Dual Arm Magnesium 16""-24"" Stilts",S2-M-1624,$364.00,-$31.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S2 Magnesium Drywall Stilts - 20""-30""",S2-M-2030,SurPro,$403.50,Al's Taping Tools,"Sur-Pro Dual Arm Magnesium 20""-30"" Stilts",S2-M-2030,$370.00,-$33.50,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S2 Magnesium Drywall Stilts - 26""-40""",S2-M-2640,SurPro,$412.00,Al's Taping Tools,"Sur-Pro Dual Arm Magnesium 26""-40"" Stilts",S2-M-2640,$380.00,-$32.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S2X Magnesium Drywall Stilts - 21""-31""",S2X-M-2131,SurPro,$479.00,Al's Taping Tools,"SurPro S2X Magnesium Stilts 21""-31""",S2X-M-2131,$450.00,-$29.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"SurPro S2X Magnesium Drywall Stilts - 26""-40""",S2X-M-2640,SurPro,$490.00,Al's Taping Tools,"SurPro S2X Magnesium Stilts 26""-40""",S2X-M-2640,$460.00,-$30.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Applicator Head - Inside Corner,16TT90,TapeTech,$85.43,All-Wall,TapeTech Mud Applicator Head 90 Inside 16TT90,16TT90,$85.00,-$0.43,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Applicator Head - Outside Corner,16TT,TapeTech,$85.43,All-Wall,TapeTech Mud Applicator Head 90 Outside 16TT,16TT,$85.00,-$0.43,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Basic Box Set,TTBBS,TapeTech,"$1,644.00",All-Wall,TapeTech Basic Box Set TTBBS,TTBBS,"$1,644.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Basic Taping Set,TTBTS,TapeTech,"$2,829.00",All-Wall,TapeTech Basic Taping Set TTBTS,TTBTS,"$2,829.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Needs Review,TapeTech Brakeless Box Handle,TT-BRAKELESS-BOX-HANDLE,TapeTech,,Al's Taping Tools,Asgard Brakeless Box Handle,BBH-AD,$128.00,,,"Product appears similar, but size, variation, or naming differences need review.",100
Confirmed Match,"TapeTech Brakeless Box Handle - Extendable 34""-60""",BHE,TapeTech,$305.72,All-Wall,TapeTech Brakeless Extendable Flat Box Handle BHE,BHE,$299.00,-$6.72,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Brakeless Box Handle - Fixed 34""",BH,TapeTech,$149.00,All-Wall,TapeTech Brakeless Flat Box Handle BH,BH,$149.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Brakeless Box Handle - Rotational Extendable 34""-60""",BHE-SW,TapeTech,$335.99,All-Wall,TapeTech SideWinder Flat Box Handle,BHE-SW,$329.00,-$6.99,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Combo Corner Flusher - 2.5""",CF25COMBO,TapeTech,$189.19,All-Wall,"TapeTech 2.5"" Combo Flusher CF25COMBO",CF25COMBO,$179.00,-$10.19,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Combo Corner Flusher - 3""",CF30COMBO,TapeTech,$194.48,All-Wall,"TapeTech 3"" Combo Flusher CF30COMBO",CF30COMBO,$184.00,-$10.48,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Combo Corner Flusher - 3.5""",CF35COMBO,TapeTech,$199.76,All-Wall,"TapeTech 3.5"" Combo Flusher CF35COMBO",CF35COMBO,$189.00,-$10.76,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Combo Corner Flusher - 4""",CF40COMBO,TapeTech,$205.05,All-Wall,"TapeTech 4"" Combo Flusher CF40COMBO",CF40COMBO,$194.00,-$11.05,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Compound Tube - 24""",CT24TT,TapeTech,$189.00,All-Wall,"TapeTech 24"" Compound Tube CT24TT",CT24TT,$189.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Compound Tube - 36""",CT36TT,TapeTech,$199.00,All-Wall,"TapeTech 36"" Compound Tube CT36TT",CT36TT,$199.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Compound Tube - 42""",CT42TT,TapeTech,$211.09,All-Wall,"TapeTech 42"" Compound Tube CT42TT",CT42TT,$209.00,-$2.09,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Compound Tube Filler Adapter,CTA01TT,TapeTech,$19.99,All-Wall,TapeTech Compound Tube Filler Adapter CTA01TT,CTA01TT,$19.99,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Corner Applicator - 7""",CA07TT,TapeTech,$315.00,All-Wall,"TapeTech 7"" Angle Box CA07TT",CA07TT,$315.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Corner Applicator - 8""",CA08TT,TapeTech,$330.00,All-Wall,"TapeTech 8"" Angle Box CA08TT",CA08TT,$330.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Corner Finisher - 2""",40XTT,TapeTech,$389.00,All-Wall,"TapeTech 2"" Angle Head 40XTT",40XTT,$389.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Corner Finisher - 2.5""",42TT,TapeTech,$399.00,All-Wall,"TapeTech 2.5"" Angle Head 42TT",42TT,$399.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Corner Finisher - 3"" EasyRoll® Adjustable",48TT,TapeTech,$429.00,All-Wall,"TapeTech 3"" EasyRoll Angle Head 48TT",48TT,$429.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Corner Finisher - 3.5"" EasyRoll® Adjustable",48XTT,TapeTech,$448.22,All-Wall,"TapeTech 3.5"" EasyRoll Angle Head 48XTT",48XTT,$439.00,-$9.22,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Corner Finishing Set,TTCFS,TapeTech,"$1,416.00",All-Wall,TapeTech Corner Finishing Set TTCFS,TTCFS,"$1,416.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Corner Roller - Flex Tape Outside Corner,17TTE,TapeTech,$192.30,All-Wall,TapeTech Outside Corner Roller 17TTE,17TTE,$179.00,-$13.30,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Corner Roller - Inside Corner,15TTE,TapeTech,$189.00,All-Wall,TapeTech Corner Roller 15TTE,15TTE,$189.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Corner Roller - Outside Corner,17TT,TapeTech,$170.00,All-Wall,TapeTech Outside Corner Roller 17TT,17TT,$170.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Cove Applicator Head - 55 mm,CH55TT,TapeTech,$99.00,All-Wall,TapeTech 55 mm Cove Applicator Head CH55TT,CH55TT,$99.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Cove Applicator Head - 75 mm,CH75TT,TapeTech,$99.00,All-Wall,TapeTech 75 mm Cove Applicator Head CH75TT,CH75TT,$99.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Cove Applicator Head - 83 mm,CH83TT,TapeTech,$99.00,All-Wall,TapeTech 83 mm Cove Applicator Head CH83TT,CH83TT,$99.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Cove Applicator Head - 90 mm,CH90TT,TapeTech,$99.00,All-Wall,TapeTech 90 mm Cove Applicator Head CH90TT,CH90TT,$99.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Direct Corner Flusher - 2.5""",CF25TT,TapeTech,$115.26,All-Wall,"TapeTech 2.5"" Direct Flusher CF25TT",CF25TT,$114.00,-$1.26,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Direct Corner Flusher - 3""",CF30TT,TapeTech,$119.00,All-Wall,"TapeTech 3"" Direct Flusher CF30TT",CF30TT,$119.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Direct Corner Flusher - 3.5""",CF35TT,TapeTech,$125.00,All-Wall,"TapeTech 3.5"" Direct Flusher CF35TT",CF35TT,$125.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Direct Corner Flusher - 4""",CF40TT,TapeTech,$129.00,All-Wall,"TapeTech 4"" Direct Flusher CF40TT",CF40TT,$129.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Likely Match,TapeTech EasyClean® Automatic Taper,TT-EASYCLEAN-AUTOMATIC-TAPER,TapeTech,,All-Wall,TapeTech EasyClean Automatic Taper 07TT,07TT,"$1,599.00",,,"Product name and brand are highly similar, but should be reviewed before automated pricing use.",100
Confirmed Match,TapeTech EasyClean® Automatic Taper - Carbon Fiber,07TT-C,TapeTech,"$1,816.18",All-Wall,TapeTech Carbon Fiber Automatic Taper 07TT-C,07TT-C,"$1,780.00",-$36.18,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5""",03TT,TapeTech,"$1,775.00",All-Wall,TapeTech EasyClean Automatic Mini Taper 03TT,03TT,"$1,775.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech EasyClean® Automatic Taper - Standard,07TT,TapeTech,"$1,672.12",All-Wall,TapeTech EasyClean Automatic Taper 07TT,07TT,"$1,599.00",-$73.12,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech EasyClean® Finishing Box - 10""",EZ10TT,TapeTech,$391.69,All-Wall,"TapeTech 10"" EasyClean Flat Box EZ10TT",EZ10TT,$389.00,-$2.69,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech EasyClean® Finishing Box - 12""",EZ12TT,TapeTech,$405.72,All-Wall,"TapeTech 12"" EasyClean Flat Box EZ12TT",EZ12TT,$399.00,-$6.72,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech EasyClean® Finishing Box - 15""",EZ15TT,TapeTech,$429.00,All-Wall,"TapeTech 15"" EasyClean Flat Box EZ15TT",EZ15TT,$429.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech EasyClean® Finishing Box - 7""",EZ07TT,TapeTech,$379.00,All-Wall,"TapeTech 7"" EasyClean Flat Box EZ07TT",EZ07TT,$379.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech EasyClean® Pump,TT-EASYCLEAN-PUMP,TapeTech,,Wall Tools,TapeTech EasyClean Pump,76TT,$399.00,,,Product names are nearly identical after brand/name cleanup.,100
Confirmed Match,TapeTech EasyClean® Pump - Canada,76TT-CA,TapeTech,$409.00,All-Wall,TapeTech EasyClean® Loading Pump (Canadian Version),76TT-CA,$409.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech EasyClean® Pump - Extra Long,76XLTT,TapeTech,$659.00,All-Wall,TapeTech XL EasyClean Loading Pump 76XLTT,76XLTT,$659.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech EasyClean® Pump - Standard,76TT,TapeTech,$401.31,All-Wall,TapeTech EasyClean® Loading Pump 76TT,76TT,$399.00,-$2.31,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech EasyFinish™ Box Handle - 34""",8134TT,TapeTech,$259.76,All-Wall,"TapeTech 34"" Easy Finish Bent Flat Box Handle 8134TT",8134TT,$259.00,-$0.76,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech EasyFinish™ Box Handle - 42""",8142TT,TapeTech,$269.00,All-Wall,"TapeTech 42"" Easy Finish Bent Flat Box Handle 8142TT",8142TT,$269.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech EasyFinish™ Box Handle - 54""",8154TT,TapeTech,$279.00,All-Wall,"TapeTech 54"" Easy Finish Bent Flat Box Handle 8154TT",8154TT,$279.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech EasyFinish™ Box Handle - 72""",8172TT,TapeTech,$291.28,All-Wall,"TapeTech 72"" Easy Finish Bent Flat Box Handle 8172TT",8172TT,$289.00,-$2.28,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Extension,MRX01TT,TapeTech,$179.00,All-Wall,TapeTech MudRunner® Pro Extension,MRX01TT,$179.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Filler Adapter,90T,TapeTech,$79.00,All-Wall,TapeTech Box Filler 90TT,90T,$79.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Flat Box Handle,TT-FLAT-BOX-HANDLE,TapeTech,,Wall Tools,TapeTech Flat Box Handle,80BH,$229.00,,,Product names are nearly identical after brand/name cleanup.,100
Confirmed Match,"TapeTech Flat Box Handle - 34""",8034TT,TapeTech,$229.00,All-Wall,"TapeTech 34"" Flat Box Handle 8034TT",8034TT,$229.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Flat Box Handle - 42""",8042TT,TapeTech,$234.00,All-Wall,"TapeTech 42"" Flat Box Handle 8042TT",8042TT,$234.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Flat Box Handle - 54""",8054TT,TapeTech,$239.00,All-Wall,"TapeTech 54"" Flat Box Handle 8054TT",8054TT,$239.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Flat Box Handle - 72""",8072TT,TapeTech,$249.00,All-Wall,"TapeTech 72"" Flat Box Handle 8072TT",8072TT,$249.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Gooseneck,TT-GOOSENECK,TapeTech,,Wall Tools,TapeTech Gooseneck,85T,$105.00,,,Product names are nearly identical after brand/name cleanup.,100
Confirmed Match,TapeTech Gooseneck - Extra Long,85XLTT,TapeTech,$199.00,All-Wall,TapeTech XL Gooseneck for 76XLTT Pump,85XLTT,$199.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Gooseneck - Standard,85T,TapeTech,$105.00,All-Wall,TapeTech Gooseneck 85T,85T,$105.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Gooseneck Riser,GSR-TT,TapeTech,$13.99,All-Wall,TapeTech Gooseneck Riser GSR-TT,GSR-TT,$13.99,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Grip Assembly For Box Handle,804003F,TapeTech,$73.91,All-Wall,TapeTech Handle Lever Assembly 804003F,804003F,$80.59,$6.68,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech MaxxBox® High Capacity Finishing Box - 10""",EHC10,TapeTech,$419.00,All-Wall,"TapeTech 10"" MAXXBOX Flat Box EHC10",EHC10,$419.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech MaxxBox® High Capacity Finishing Box - 12""",EHC12,TapeTech,$444.00,All-Wall,"TapeTech 12"" MAXXBOX Flat Box EHC12",EHC12,$444.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech MaxxBox® High Capacity Finishing Box - 7""",EHC07,TapeTech,$419.00,All-Wall,"TapeTech 7"" MAXXBOX Flat Box EHC07",EHC07,$419.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech MudRunner Corner Finishing Set,TTCFS-M,TapeTech,"$1,928.00",Al's Taping Tools,TapeTech MudRunner Corner Finishing Set,Gttcfsm,"$1,906.00",-$22.00,Competitor is lower,Product names are nearly identical after brand/name cleanup.,100
Likely Match,TapeTech MudRunner® Compound Applicator,TT-MUDRUNNER,TapeTech,,Al's Taping Tools,TapeTech MudRunner Compound Applicator Tube,MR01TT,"$1,099.00",,,"Product name and brand are highly similar, but should be reviewed before automated pricing use.",100
Confirmed Match,TapeTech MudRunner® Compound Applicator - Pro,MR01TT,TapeTech,"$1,099.00",All-Wall,TapeTech MudRunner® Pro,MR01TT,"$1,099.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech MudRunner® Compound Applicator - Standard,14TT,TapeTech,$900.00,Wall Tools,TapeTech MudRunner,14TT,$900.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Nail Spotter - 2""",NS02TT,TapeTech,$303.66,All-Wall,"TapeTech 2"" EasyClean Nail Spotter NS02TT",NS02TT,$278.00,-$25.66,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Nail Spotter - 3""",NS03TT,TapeTech,$313.10,All-Wall,"TapeTech 3"" EasyClean Nail Spotter NS03TT",NS03TT,$289.00,-$24.10,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Paper Faced Bead Pro Set,TTPFB,TapeTech,"$1,949.00",All-Wall,TapeTech Paper Faced Bead Pro Set TTPFB,TTPFB,"$1,949.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Power Assist® MaxxBox® Finishing Box - 10""",PAHC10,TapeTech,$494.93,All-Wall,"TapeTech 10"" Power Assist MAXXBOX PAHC10",PAHC10,$469.00,-$25.93,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Power Assist® MaxxBox® Finishing Box - 12""",PAHC12,TapeTech,$520.16,All-Wall,"TapeTech 12"" Power Assist MAXXBOX PAHC12",PAHC12,$479.00,-$41.16,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech Power Assist® MaxxBox® Finishing Box - 7""",PAHC07,TapeTech,$491.26,All-Wall,"TapeTech 7"" Power Assist MAXXBOX PAHC07",PAHC07,$459.00,-$32.26,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Pro Performance Easy Finish Set,TTPPS-EF,TapeTech,"$7,295.00",All-Wall,TapeTech Pro Performance Easy Finish Set TTPPS-EF,TTPPS-EF,"$7,295.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Pro Performance Set,TTPPS,TapeTech,"$6,625.00",All-Wall,TapeTech Pro Performance Set TTPPS,TTPPS,"$6,625.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Professional Starter Set,TTPSS,TapeTech,"$4,559.00",All-Wall,TapeTech Professional Starter Set TTPSS,TTPSS,"$4,559.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Likely Match,TapeTech QuickBox® QSX Finishing Box,TT-QUICKBOX-QSX-FINISHING-BOX,TapeTech,,All-Wall,"TapeTech 6.5"" QuickBox QSX Finishing Box",QB06-QSX,$149.00,,,"Product name and brand are highly similar, but should be reviewed before automated pricing use.",100
Confirmed Match,"TapeTech QuickBox® QSX Finishing Box - 6.5""",QB06-QSX,TapeTech,$149.00,All-Wall,"TapeTech 6.5"" QuickBox QSX Finishing Box",QB06-QSX,$149.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"TapeTech QuickBox® QSX Finishing Box - 8.5""",QB08-QSX,TapeTech,$180.19,All-Wall,"TapeTech 8"" QuickBox QSX Finishing Box",QB08-QSX,$174.00,-$6.19,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Standard Full Set - Standard,TTSFS,TapeTech,"$4,958.00",All-Wall,TapeTech Standard Full Set TTSFS,TTSFS,"$4,958.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Standard Full Set - With 2 Pumps,TTSFS-2,TapeTech,"$5,357.00",All-Wall,TapeTech Standard Full Set with 2 Pumps TTSFS-2,TTSFS-2,"$5,357.00",$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Support Handle - Closet Crusher Fiberglass,FHTT-CC,TapeTech,$50.00,All-Wall,"TapeTech Closet Crusher 18"" Support Handle FHTT-CC",FHTT-CC,$50.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Support Handle - Extension,XHTT,TapeTech,$179.00,All-Wall,TapeTech Interchangeable Extendable Support Handle XHTT,XHTT,$179.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Support Handle - Fiberglass,FHTT,TapeTech,$59.00,All-Wall,TapeTech Interchangeable Fiberglass Support Handle FHTT,FHTT,$59.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Support Handle Adapter - Corner Applicator,CAA-TT,TapeTech,$45.00,All-Wall,TapeTech Angle Box Handle Adapter CAA-TT,CAA-TT,$45.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Support Handle Adapter - Corner Finisher,CFA-TT,TapeTech,$49.00,All-Wall,TapeTech Corner Finisher Handle Adapter CFA-TT,CFA-TT,$49.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Support Handle Adapter - Nail Spotter,NSA-TT,TapeTech,$42.12,All-Wall,TapeTech Nail Spotter Handle Adapter NSA-TT,NSA-TT,$40.00,-$2.12,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Wizard® Compact Finishing Box Handle - Power Assist,8000TT-PA,TapeTech,$109.00,All-Wall,TapeTech Wizard Compact Flat Box Handle 8000TT-PA,8000TT-PA,$109.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech Wizard® Compact Finishing Box Handle - Standard,8000TT,TapeTech,$109.00,All-Wall,TapeTech Wizard Compact Flat Box Handle 8000TT,8000TT,$109.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
Confirmed Match,TapeTech XTender Finishing Box Handle,88TTE,TapeTech,$378.00,All-Wall,TapeTech Xtender Flat Box Handle 88TTE,88TTE,$378.00,$0.00,Same price,SKU or manufacturer part number matched exactly.,100
