Identity Key,Canonical Brand,Canonical Identifier,Priority,Retailer Pair,Missing Retailer,Spread % vs Lowest,Absolute Spread,Offer Equivalence Classification,Offer Evidence Strength,Offer Contradictions,All-Wall Observed Price,All-Wall Product Name,All-Wall Category,All-Wall Description Quality,All-Wall Explicit Quantity,All-Wall Quantity Basis,All-Wall Commercial Scope,All-Wall Scope Basis,All-Wall Product URL,All-Wall Retrieved At,Al's Taping Tools Observed Price,Al's Taping Tools Product Name,Al's Taping Tools Category,Al's Taping Tools Description Quality,Al's Taping Tools Explicit Quantity,Al's Taping Tools Quantity Basis,Al's Taping Tools Commercial Scope,Al's Taping Tools Scope Basis,Al's Taping Tools Product URL,Al's Taping Tools Retrieved At,Wall Tools Observed Price,Wall Tools Product Name,Wall Tools Category,Wall Tools Description Quality,Wall Tools Explicit Quantity,Wall Tools Quantity Basis,Wall Tools Commercial Scope,Wall Tools Scope Basis,Wall Tools Product URL,Wall Tools Retrieved At
tapetech::qb0006,TapeTech,qb0006,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,726.36,73.29,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.09,TapeTech Axle QB0006,,missing,,,,,https://www.all-wall.com/14240,2026-09-10T00:41:07.073713Z,83.38,Axle - QB0006,,product_specific,,,,,https://www.alstapingtools.com/axle-qb0006,2026-09-10T00:09:04.768065Z,,,,,,,,,,
tapetech::rttc-tt,TapeTech,rttc-tt,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,35.74,5.00,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,13.99,TapeTech Taper Cable Repair Tool RTTC-TT,,product_specific,,,,,https://www.all-wall.com/TapeTech-CableRepairTool-RTTCTT,2026-09-10T00:40:50.648277Z,18.99,TapeTech Taper Cable Repair Tool,,product_specific,,,,,https://www.alstapingtools.com/tapetech-taper-cable-repair-tool,2026-09-10T00:20:56.050262Z,,,,,,,,,,
usg-sheetrock::340102,USG Sheetrock Tools,340102,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,29.05,4.50,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,19.99,"USG Sheetrock 4"" Classic Carbon Steel Putty Knife",,product_specific,,,,,https://www.all-wall.com/Sheetrock-Classic-Putty-Knife-340102,2026-09-10T00:41:01.422205Z,15.49,"USG 4"" CLASSIC Carbon Steel Round Blade Finishing Knife",,product_specific,,,,,https://www.alstapingtools.com/usg-4-classic-carbon-steel-round-blade-finishing-knife,2026-09-10T00:21:48.435577Z,,,,,,,,,,
usg-sheetrock::340106,USG Sheetrock Tools,340106,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,31.27,5.00,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,20.99,"USG Sheetrock 5"" Classic Carbon Steel Putty Knife",,product_specific,,,,,https://www.all-wall.com/Sheetrock-Classic-Putty-Knife-340106,2026-09-10T00:41:01.422205Z,15.99,"USG 5"" CLASSIC Carbon Steel Round Blade Finishing Knife",,product_specific,,,,,https://www.alstapingtools.com/usg-5-classic-carbon-steel-round-blade-finishing-knife,2026-09-10T00:21:48.702092Z,,,,,,,,,,
usg-sheetrock::340114,USG Sheetrock Tools,340114,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,76.85,9.99,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,22.99,"Sheetrock 10"" Classic Blue Steel Drywall Taping Knife",,product_specific,,,,,https://www.all-wall.com/Sheetrock-Classic-Drywall-Knife-340114,2026-09-10T00:41:01.424205Z,13.00,"Sheetrock 10"" Classic Blue Steel Drywall Taping Knife",,product_specific,,,,,https://www.alstapingtools.com/sheetrock-10-classic-blue-steel-drywall-taping-knife,2026-09-10T00:17:41.917036Z,,,,,,,,,,
usg-sheetrock::340316,USG Sheetrock Tools,340316,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,54.36,2.99,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.49,Sheetrock Bead Hopper Gate - Outside Bullnose,,product_specific,,,,,https://www.all-wall.com/Sheetrock-BeadHopper-Gate-Outside-Bullnose,2026-09-10T00:41:51.784334Z,5.50,Sheetrock Bead Hopper Gate - Outside Bullnose,,product_specific,,,,,https://www.alstapingtools.com/sheetrock-bead-hopper-gate-outside-bullnose,2026-09-10T00:17:56.646338Z,,,,,,,,,,
usg-sheetrock::340317,USG Sheetrock Tools,340317,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,54.36,2.99,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.49,Sheetrock Bead Hopper Gate - Inside 90,,product_specific,,,,,https://www.all-wall.com/Sheetrock-BeadHopper-Gate-Inside90,2026-09-10T00:41:51.784334Z,5.50,Sheetrock Bead Hopper Gate - Inside 90°,,product_specific,,,,,https://www.alstapingtools.com/sheetrock-bead-hopper-gate-inside-90,2026-09-10T00:17:55.665339Z,,,,,,,,,,
usg-sheetrock::340318,USG Sheetrock Tools,340318,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,40.56,2.45,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.49,Sheetrock Bead Hopper Gate - Outside 90,,product_specific,,,,,https://www.all-wall.com/Sheetrock-BeadHopper-Gate-Outside90,2026-09-10T00:41:51.784334Z,6.04,Sheetrock Bead Hopper Gate - Outside 90,,product_specific,,,,,https://www.alstapingtools.com/sheetrock-bead-hopper-gate-outside-90,2026-09-10T00:17:56.344337Z,,,,,,,,,,
usg-sheetrock::340403,USG Sheetrock Tools,340403,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,25.01,8.00,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,39.99,"Sheetrock 14"" Matrix Mud Pan with Reinforced Band",,product_specific,,,,,https://www.all-wall.com/Sheetrock-14-Matrix-Mud-Pan-340403,2026-09-10T00:41:01.420204Z,31.99,"Sheetrock 14"" Matrix Stainless Steel Mud Pan w/ Reinforced Band",,product_specific,,,,,https://www.alstapingtools.com/sheetrock-14-matrix-stainless-steel-mud-pan-w-reinforced-band,2026-09-10T00:17:48.988751Z,,,,,,,,,,
usg-sheetrock::340405,USG Sheetrock Tools,340405,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,34.63,9.00,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,34.99,"Sheetrock 10"" Classic Stainless Steel Mud Pan",,product_specific,,,,,https://www.all-wall.com/Sheetrock-10in-Classic-Mud-Pan-340405,2026-09-10T00:41:01.423204Z,25.99,"Sheetrock 10"" Classic Stainless Steel Mud Pan",,product_specific,,,,,https://www.alstapingtools.com/sheetrock-10-classic-stainless-steel-mud-pan,2026-09-10T00:17:43.162034Z,,,,,,,,,,
columbia::colsemi,Columbia Tools,colsemi,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,72.77,855.00,VARIANT_MISMATCH,explicit_structured_contradiction,"product_family_mismatch:['angle head', 'compound tube', 'corner roller', 'handle']!=['taper']",1175.00,Columbia Semi-Auto Taping Tool Kit,,product_specific,1,single_or_each,bundle,kit,https://www.all-wall.com/Columbia-Semi-Auto-Taping-Tool-Kit,2026-09-10T00:41:20.816780Z,2030.00,Columbia Semi-Automatic Starter Set,,product_specific,,,bundle,set,https://www.alstapingtools.com/columbia-semi-automatic-starter-set,2026-09-10T00:11:02.128808Z,,,,,,,,,,
columbia::cta-41,Columbia Tools,cta-41,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,25.84,23.77,VARIANT_MISMATCH,explicit_structured_contradiction,"product_family_mismatch:['blade', 'knife', 'spring']!=['taper']",91.99,Columbia Cutter Block Assembly Maintenance Kit,,product_specific,,,bundle,kit,https://www.all-wall.com/Columbia-CTA41,2026-09-10T00:40:23.463157Z,115.76,Columbia Taper Cutter Block Assembly,,product_specific,,,assembly,assembly,https://www.alstapingtools.com/columbia-taper-cutter-block-assembly,2026-09-10T00:11:03.323807Z,,,,,,,,,,
tapetech::501a,TapeTech,501a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,69.40,29.35,VARIANT_MISMATCH,explicit_structured_contradiction,"product_family_mismatch:['automatic taper', 'blade', 'cable', 'spring']!=['taper']",42.29,TapeTech Taper Repair Kit 501A,,product_specific,,,bundle,kit,https://www.all-wall.com/TapeTech-RepairKit-TT501A,2026-09-10T00:40:39.258390Z,,,,,,,,,,,71.64,TapeTech Taper Repair Kit (TAPE-501A),,product_specific,,,bundle,kit,https://walltools.com/tapetech-taper-repair-kit-TAPE-501a,2026-09-10T00:38:45.939586Z
tapetech::502a,TapeTech,502a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,48.07,24.03,VARIANT_MISMATCH,explicit_structured_contradiction,"product_family_mismatch:['automatic taper', 'axle', 'bearing', 'bushing', 'spring', 'washer']!=['taper']",49.99,TapeTech Taper Rebuild Kit 502A,,product_specific,,,bundle,kit,https://www.all-wall.com/TapeTech-RepairKit-TT502A,2026-09-10T00:40:39.258390Z,,,,,,,,,,,74.02,TapeTech Taper Rebuild Kit (TAPE-502A),,product_specific,,,bundle,kit,https://walltools.com/tapetech-taper-rebuild-kit-TAPE-502a,2026-09-10T00:38:45.403071Z
columbia::c1h/cltha,Columbia Tools,c1h/cltha,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,13.08,17.00,OFFER_EQUIVALENCE_UNRESOLVED,one_sided_offer_evidence,one_sided_scope:bundle|none,147.00,Columbia Tomahawk Smoothing Blade Handle,,product_specific,,,bundle,set,https://www.all-wall.com/Columbia-Tomahawk-Handle,2026-09-10T00:40:50.650277Z,130.00,Columbia Tomahawk Smoothing Blade Fixed Handle,,product_specific,,,,,https://www.alstapingtools.com/columbia-tomahawk-smoothing-blade-fixed-handle,2026-09-10T00:11:14.914810Z,,,,,,,,,,
columbia::ssb10,Columbia Tools,ssb10,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,16.67,5.00,OFFER_EQUIVALENCE_UNRESOLVED,one_sided_offer_evidence,one_sided_quantity:1|None | one_sided_scope:single|none,34.99,"Columbia 10"" Sabre Smoothing Blade",,product_specific,1,single_or_each,single,single_or_each,https://www.all-wall.com/Columbia-SmoothingBlade-SSB10,2026-09-10T00:40:23.463157Z,29.99,"Columbia Sabre Smoothing Blade 10""",,product_specific,,,,,https://www.alstapingtools.com/columbia-sabre-smoothing-blade-10,2026-09-10T00:10:58.214809Z,,,,,,,,,,
tapetech::489013,TapeTech,489013,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENCE_UNRESOLVED,one_sided_offer_evidence,one_sided_scope:bundle|none,1.17,TapeTech 6-32 X 1/8 Socket Head Set Screw 489013,,missing,,,bundle,set,https://www.all-wall.com/489013-6-32x1-8-Socket-Hd-Setscrew,2026-09-10T00:42:11.601939Z,,,,,,,,,,,1.30,TapeTech 6-32 x 1/8 in. SC Head Screw (TAPE-489013),,product_specific,,,,,https://walltools.com/tapetech-6-32-x-1-8-in-sc-head-screw-TAPE-489013,2026-09-10T00:36:53.662772Z
tapetech::jk01sstt,TapeTech,jk01sstt,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,24.53,1.96,OFFER_EQUIVALENCE_UNRESOLVED,one_sided_offer_evidence,one_sided_scope:bundle|none,7.99,"TapeTech 1"" Premium Stainless Steel Joint Knife",,product_specific,,,bundle,set,https://www.all-wall.com/TapeTech-JointKnife-JK01SSTT,2026-09-10T00:40:48.359374Z,9.95,"TapeTech 1"" Premium Stainless Steel Joint Knife",,product_specific,,,,,https://www.alstapingtools.com/tapetech-1-premium-stainless-steel-joint-knife,2026-09-10T00:19:44.416782Z,,,,,,,,,,
tapetech::ssda-f,TapeTech,ssda-f,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,20.01,8.00,OFFER_EQUIVALENCE_UNRESOLVED,one_sided_offer_evidence,one_sided_quantity:None|24 | one_sided_scope:none|bundle,47.99,TapeTech Dual Angle Sanding Sponge Fine (Box Of 24),,product_specific,,,,,https://www.all-wall.com/TapeTech-SandingSponge-SSDAF,2026-09-10T00:40:46.124431Z,39.99,TapeTech Dual Angle Sanding Sponge – Fine - 24 Pack,,product_specific,24,explicit_pack_count,bundle,explicit_pack_count,https://www.alstapingtools.com/tapetech-dual-angle-sanding-sponge-fine-24-pack,2026-09-10T00:20:35.109034Z,,,,,,,,,,
tapetech::ssda-m,TapeTech,ssda-m,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,13.21,5.60,OFFER_EQUIVALENCE_UNRESOLVED,one_sided_offer_evidence,one_sided_quantity:None|24 | one_sided_scope:none|bundle,47.99,TapeTech Dual Angle Sanding Sponge Medium (Box Of 24),,product_specific,,,,,https://www.all-wall.com/TapeTech-SandingSponge-SSDAM,2026-09-10T00:40:48.355372Z,42.39,TapeTech Dual Angle Sanding Sponge – Medium - 24 Pack,,product_specific,24,explicit_pack_count,bundle,explicit_pack_count,https://www.alstapingtools.com/tapetech-dual-angle-sanding-sponge-medium-24-pack,2026-09-10T00:20:35.361549Z,,,,,,,,,,
tapetech::ssda-mf,TapeTech,ssda-mf,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,13.21,5.60,OFFER_EQUIVALENCE_UNRESOLVED,one_sided_offer_evidence,one_sided_quantity:None|24 | one_sided_scope:none|bundle,47.99,TapeTech Dual Angle Sanding Sponge Med/Fine (Box Of 24),,product_specific,,,,,https://www.all-wall.com/TapeTech-SandingSponge-SSDAMF,2026-09-10T00:40:48.355372Z,42.39,TapeTech Dual Angle Premium Sanding Sponges – Medium/Fine - 24 Pack,,product_specific,24,explicit_pack_count,bundle,explicit_pack_count,https://www.alstapingtools.com/tapetech-dual-angle-premium-sanding-sponges-medium-fine-24-pack,2026-09-10T00:20:34.976033Z,,,,,,,,,,
tapetech::tk10bstt,TapeTech,tk10bstt,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,23.09,3.00,OFFER_EQUIVALENCE_UNRESOLVED,one_sided_offer_evidence,one_sided_scope:bundle|none,12.99,"TapeTech 10"" Premium Blue Steel Taping Knife",,product_specific,,,bundle,set,https://www.all-wall.com/TapeTech-TapingKnife-TK10BSTT,2026-09-10T00:40:48.357374Z,15.99,"TapeTech 10"" Premium Blue Steel Taping Knife",,product_specific,,,,,https://www.alstapingtools.com/tapetech-10-premium-blue-steel-taping-knife,2026-09-10T00:19:47.475302Z,,,,,,,,,,
tapetech::tk12bstt,TapeTech,tk12bstt,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,17.66,3.00,OFFER_EQUIVALENCE_UNRESOLVED,one_sided_offer_evidence,one_sided_scope:bundle|none,19.99,"TapeTech 12"" Premium Blue Steel Taping Knife",,product_specific,,,bundle,set,https://www.all-wall.com/TapeTech-TapingKnife-TK12BSTT,2026-09-10T00:40:48.357374Z,16.99,"TapeTech 12"" Premium Blue Steel Taping Knife",,product_specific,,,,,https://www.alstapingtools.com/tapetech-12-premium-blue-steel-taping-knife,2026-09-10T00:19:51.924033Z,,,,,,,,,,
columbia::3wtdf,Columbia Tools,3wtdf,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,22.60,25.99,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,140.99,"Columbia 3"" Widetrack Direct Corner Flusher",,product_specific,,,,,https://www.all-wall.com/Columbia-DirectFlusher-3WTCF,2026-09-10T00:40:57.003169Z,115.00,"Columbia Taping Tools 3"" Widetrack Direct Drywall Corner Flusher",,product_specific,,,,,https://www.alstapingtools.com/columbia-taping-tools-3-widetrack-direct-drywall-corner-flusher,2026-09-10T00:11:08.711298Z,,,,,,,,,,
columbia::ah18,Columbia Tools,ah18,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.51,1.44,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.16,AH18 Columbia Angle Head Socket Wear Cup #5817,,missing,,,,,https://www.all-wall.com/AH18-Columbia-Angle-Head-Socket-Wear-Cup-5817,2026-09-10T00:42:07.677858Z,,,,,,,,,,,8.72,Columbia Socket Wear Cup (COLM-AH18),,product_specific,,,,,https://walltools.com/columbia-socket-wear-cup-COLM-ah18,2026-09-10T00:30:07.820828Z
columbia::ah6a,Columbia Tools,ah6a,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.51,3.31,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,23.36,Columbia Ball Holder Release Clip Angle Head,,missing,,,,,https://www.all-wall.com/Columbia-Ball-Holder-Release-Clip-Angle-Head,2026-09-10T00:41:14.710559Z,,,,,,,,,,,20.05,Columbia Ball Holder Release Clip (COLM-AH6A),,product_specific,,,,,https://walltools.com/columbia-ball-holder-release-clip-colm-ah6a,2026-09-10T00:28:31.359975Z
columbia::ah8,Columbia Tools,ah8,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.49,0.96,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.78,AH8 Columbia Angle Head Retainer Clip (Short) #5812,,missing,,,,,https://www.all-wall.com/AH8-Columbia-Angle-Head-Retainer-Clip-Short-5812,2026-09-10T00:42:07.678856Z,,,,,,,,,,,5.82,"Columbia Top Retainer Clip, fits 2"", 2.5"", and 3"" (COLM-AH8)",,product_specific,,,,,https://walltools.com/columbia-top-retainer-clip-fits-2-2-5-and-3-COLM-ah8,2026-09-10T00:30:30.875840Z
columbia::bh2,Columbia Tools,bh2,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.00,7.64,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,45.84,BH2 Columbia Box Handle 180 Grip Plate - COL handles #12459,,missing,,,,,https://www.all-wall.com/BH2-Columbia-Box-Handle-180-Grip-Plate-COL-handles-12459,2026-09-10T00:41:38.540672Z,,,,,,,,,,,38.20,Columbia 180 Grip Plate for Flat Box Handle (COLM-BH2),,product_specific,,,,,https://walltools.com/columbia-180-grip-plate-for-flat-box-handle-COLM-bh2,2026-09-10T00:27:49.314297Z
columbia::bh3,Columbia Tools,bh3,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,19.87,5.95,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,35.90,Columbia Lower Mounting Bracket,,missing,,,,,https://www.all-wall.com/Lower-Mounting-Bracket,2026-09-10T00:41:30.878687Z,,,,,,,,,,,29.95,Columbia Lower Mounting Bracket for 180 Grip Flat Box Handle (COLM-BH3),,product_specific,,,,,https://walltools.com/columbia-lower-mounting-bracket-for-180-grip-flat-box-handle-COLM-bh3,2026-09-10T00:29:32.439779Z
columbia::bh5,Columbia Tools,bh5,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,12.97,1.21,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.54,BH5 Columbia Box Handle Upper Mounting Bracket (180 Grip) #12460,,missing,,,,,https://www.all-wall.com/BH5-Columbia-Box-Handle-Upper-Mounting-Bracket-180-Grip-12460,2026-09-10T00:41:38.539672Z,,,,,,,,,,,9.33,Columbia Upper Mounting Bracket for 180 Grip Flat Box Handle (COLM-BH5),,product_specific,,,,,https://walltools.com/columbia-upper-mounting-bracket-for-180-grip-flat-box-handle-COLM-bh5,2026-09-10T00:30:33.975357Z
columbia::cfb15,Columbia Tools,cfb15,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.49,4.26,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,30.10,CFB15 Columbia Angle Box Door Hinge #5552,,missing,,,,,https://www.all-wall.com/CFB15-Columbia-Angle-Box-Door-Hinge-5552,2026-09-10T00:42:10.072448Z,,,,,,,,,,,25.84,Columbia Door Hinge (COLM-CFB15),,product_specific,,,,,https://walltools.com/columbia-door-hinge-COLM-cfb15,2026-09-10T00:28:58.099023Z
columbia::cfb6,Columbia Tools,cfb6,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,19.45,6.26,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,32.18,CFB6 Columbia Angle Box Mud Supply Valve Unit #5545,,missing,,,,,https://www.all-wall.com/CFB6-Columbia-Angle-Box-Mud-Supply-Valve-Unit-5545,2026-09-10T00:42:10.073448Z,,,,,,,,,,,38.44,Columbia Mud Supply Valve for Corner Box (COLM-CFB6),,product_specific,,,,,https://walltools.com/columbia-mud-supply-valve-for-corner-box-COLM-cfb6,2026-09-10T00:29:40.703953Z
columbia::cltbf,Columbia Tools,cltbf,P1_10_to_25pct,Al's Taping Tools vs Wall Tools,All-Wall,16.19,11.41,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,70.47,Columbia Compound Tube Filler Adaptor,,product_specific,,,,,https://www.alstapingtools.com/columbia-compound-tube-filler-adaptor,2026-09-10T00:10:29.187075Z,81.88,Columbia Cam Lock Box Filler,,product_specific,,,,,https://walltools.com/columbia-cam-lock-box-filler,2026-09-10T00:28:41.444075Z
columbia::cr11,Columbia Tools,cr11,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.49,4.26,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,30.10,CR11 Columbia Corner Roller Handle Connecting Link #5567,,missing,,,,,https://www.all-wall.com/CR11-Columbia-Corner-Roller-Handle-Connecting-Link-5567,2026-09-10T00:42:10.070448Z,,,,,,,,,,,25.84,Columbia Handle Connecting Link (COLM-CR11),,product_specific,,,,,https://walltools.com/columbia-handle-connecting-link-COLM-cr11,2026-09-10T00:29:16.252470Z
columbia::ct1,Columbia Tools,ct1,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.50,25.60,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,180.74,CT1 Columbia Taper Head Casting #5570,,missing,,,,,https://www.all-wall.com/CT1-Columbia-Taper-Head-Casting-5570,2026-09-10T00:42:10.070448Z,,,,,,,,,,,155.14,Columbia Taper Head (COLM-CT1),,product_specific,,,,,https://walltools.com/columbia-taper-head-COLM-ct1,2026-09-10T00:30:16.441175Z
columbia::ct105,Columbia Tools,ct105,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.49,4.90,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,34.62,CT105 Columbia Taper Crimper Lever #5965,,missing,,,,,https://www.all-wall.com/CT105-Columbia-Taper-Crimper-Lever-5965,2026-09-10T00:42:04.784749Z,,,,,,,,,,,29.72,Columbia Crimper Lever (COLM-CT105),,product_specific,,,,,https://walltools.com/columbia-crimper-lever-COLM-ct105,2026-09-10T00:28:52.191479Z
columbia::ct106,Columbia Tools,ct106,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,13.13,1.36,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,11.72,CT106 Columbia Taper Bearing Shaft #5966,,missing,,,,,https://www.all-wall.com/CT106-Columbia-Taper-Bearing-Shaft-5966,2026-09-10T00:42:04.784749Z,,,,,,,,,,,10.36,Columbia Crimper Lever Bearing Shaft (COLM-CT106),,product_specific,,,,,https://walltools.com/columbia-crimper-lever-bearing-shaft-COLM-ct106,2026-09-10T00:28:52.556480Z
columbia::ct107,Columbia Tools,ct107,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.49,4.26,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,30.10,CT107 Columbia Taper Piston Body #5967,,missing,,,,,https://www.all-wall.com/CT107-Columbia-Taper-Piston-Body-5967,2026-09-10T00:42:04.784749Z,,,,,,,,,,,25.84,Columbia Piston Body (COLM-CT107),,product_specific,,,,,https://walltools.com/columbia-piston-body-COLM-ct107,2026-09-10T00:29:47.312343Z
columbia::ct11,Columbia Tools,ct11,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,13.15,1.19,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.24,CT11 Columbia Taper Mud Guard Plate #5585,,missing,,,,,https://www.all-wall.com/CT11-Columbia-Taper-Mud-Guard-Plate-5585,2026-09-10T00:42:07.686856Z,,,,,,,,,,,9.05,Columbia Mud Guard Plate (COLM-CT11),,product_specific,,,,,https://walltools.com/columbia-mud-guard-plate-COLM-ct11,2026-09-10T00:29:36.874292Z
columbia::ct112,Columbia Tools,ct112,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.50,1.79,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,12.64,CT112 Columbia Taper Connecting Stud #5970,,missing,,,,,https://www.all-wall.com/CT112-Columbia-Taper-Connecting-Stud-5970,2026-09-10T00:42:04.784749Z,,,,,,,,,,,10.85,Columbia Slotted Piston Connecting Stud (COLM-CT112),,product_specific,,,,,https://walltools.com/columbia-slotted-piston-connecting-stud-COLM-ct112,2026-09-10T00:30:08.075335Z
columbia::ct115,Columbia Tools,ct115,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.43,3.19,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,22.60,CT115 Columbia Taper Guard Ring #5973,,missing,,,,,https://www.all-wall.com/CT115-Columbia-Taper-Guard-Ring-5973,2026-09-10T00:42:04.783749Z,,,,,,,,,,,19.41,Columbia Barrel Guard Ring (COLM-CT115),,product_specific,,,,,https://walltools.com/columbia-barrel-guard-ring-COLM-ct115,2026-09-10T00:28:32.883995Z
columbia::ct116,Columbia Tools,ct116,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,13.03,2.53,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,21.94,CT116 Columbia Taper Strap #5974,,product_specific,,,,,https://www.all-wall.com/CT116-Columbia-Taper-Strap-5974,2026-09-10T00:42:04.783749Z,,,,,,,,,,,19.41,Columbia Standard Strap (COLM-CT116),,product_specific,,,,,https://walltools.com/columbia-standard-strap-COLM-ct116,2026-09-10T00:30:11.534636Z
columbia::ct127,Columbia Tools,ct127,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,13.12,4.24,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,36.56,CT127 Columbia Taper Extension Shaft Bracket #5988,,missing,,,,,https://www.all-wall.com/CT127-Columbia-Taper-Extension-Shaft-Bracket-5988,2026-09-10T00:42:04.782749Z,,,,,,,,,,,32.32,Columbia Extension Shaft Bracket (COLM-CT127),,product_specific,,,,,https://walltools.com/columbia-extension-shaft-bracket-COLM-ct127,2026-09-10T00:29:03.055556Z
