Identity Key,Canonical Brand,Canonical Identifier,Source Count,Observation Count,Verified Price Source Count,Distinct Verified Prices,Identity Status,Identity Contradictions,Market Price Status,Market Price,Observed Price Spread,All-Wall Price,All-Wall Duplicate Count,All-Wall Observed Duplicate Prices,All-Wall Evidence Quality,All-Wall Product Name,Al's Taping Tools Price,Al's Taping Tools Duplicate Count,Al's Taping Tools Observed Duplicate Prices,Al's Taping Tools Evidence Quality,Al's Taping Tools Product Name,Wall Tools Price,Wall Tools Duplicate Count,Wall Tools Observed Duplicate Prices,Wall Tools Evidence Quality,Wall Tools Product Name
tapetech::054075,TapeTech,054075,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,4.65,35.49,0,35.49,single_observation,TapeTech Tape Runner Assembly - Right 054075,40.14,0,40.14,single_observation,Tape Runner Assembly (Right) - 054075,36.09,0,36.09,single_observation,TapeTech TAPE RUNNER ASSEMBLY (TAPE-054075)
tapetech::054095f,TapeTech,054095f,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.41,26.29,0,26.29,single_observation,TapeTech Long Creaser Assembly 054095F,,0,,,,26.70,0,26.70,single_observation,TapeTech LONG CREASER ASSEMBLY (TAPE-054095F)
tapetech::054096f,TapeTech,054096f,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,24.88,15.39,0,15.39,single_observation,TapeTech Short Creaser Assembly 054096F,40.27,0,40.27,single_observation,Short Creaser Assembly - 054096,15.65,0,15.65,single_observation,TapeTech Short Creaser Assembly (TAPE-054096F)
tapetech::054101,TapeTech,054101,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,55.22,8.03,0,8.03,single_observation,TapeTech Tape Guide Assembly 054101,63.25,0,63.25,single_observation,Tape Guide Assembly - 054101,57.10,0,57.10,single_observation,TapeTech TAPE GUIDE ASSEMBLY (TAPE-054101)
tapetech::054104,TapeTech,054104,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,4.65,35.49,0,35.49,single_observation,TapeTech Tape Runner Assembly - Left 054104,40.14,0,40.14,single_observation,Tape Runner Assembly (Left) - 054104,36.09,0,36.09,single_observation,TapeTech TAPE RUNNER ASSEMBLY (TAPE-054104)
tapetech::054111f,TapeTech,054111f,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.25,,0,,,,17.75,0,17.75,single_observation,Gooser Guide - 054111,17.50,0,17.50,single_observation,TapeTech GOOSER GUIDE/BUSHING (TAPE-054111F)
tapetech::054114f,TapeTech,054114f,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,2.41,95.09,0,95.09,single_observation,TapeTech Sprocket Driver Assembly 054114F,97.50,0,97.50,single_observation,Sprocket Driver Assembly - 054114F,96.70,0,96.70,single_observation,TapeTech SPROCKET DRIVER ASSEMBLY (TAPE-054114F)
tapetech::054116f,TapeTech,054116f,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,17.63,26.29,0,26.29,single_observation,TapeTech Drive Dog 054116F,43.92,0,43.92,single_observation,Drive Dog Assembly - 054116F,26.70,0,26.70,single_observation,TapeTech DRIVE DOG ASSY. (TAPE-054116F)
tapetech::054118f,TapeTech,054118f,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.51,33.19,0,33.19,single_observation,TapeTech Drive Dog Holder 054118F,,0,,,,33.70,0,33.70,single_observation,TapeTech DRIVE DOG HOLDER ASSEMBLY (REPLACES 050118) (TAPE-054118F)
tapetech::054209f,TapeTech,054209f,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.99,9.51,0,9.51,single_observation,TapeTech Cable 054209F,,0,,,,10.50,0,10.50,single_observation,TapeTech Plunger Cable
tapetech::054219,TapeTech,054219,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,20.01,54.99,0,54.99,single_observation,TapeTech Control Extension Arm 054219,75.00,0,75.00,single_observation,Control Extension Arm - 054219,74.57,0,74.57,single_observation,TapeTech CONTROL EXTENSION ARM (TAPE-054219)
tapetech::054245f,TapeTech,054245f,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,21.70,61.19,0,61.19,single_observation,TapeTech Trigger Assembly 054245F,,0,,,,82.89,0,82.89,single_observation,TapeTech Creaser Trigger (TAPE-054245F)
tapetech::056100f,TapeTech,056100f,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,16.85,134.99,0,134.99,single_observation,TapeTech Taper Head Casting 056100F,151.84,0,151.84,single_observation,Replacement Head Casting - 056100,137.24,0,137.24,single_observation,TapeTech TAPER HEAD (TAPE-056100F)
tapetech::056142,TapeTech,056142,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.83,48.29,0,48.29,single_observation,TapeTech Cutter Chain 056142,,0,,,,49.12,0,49.12,single_observation,TapeTech CUTTER CHAIN (TAPE-056142)
tapetech::056248g,TapeTech,056248g,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,185.16,395.09,0,395.09,single_observation,TapeTech Taper Tube 056248G,,0,,,,580.25,0,580.25,single_observation,"TapeTech Taper Tube, Gold (TAPE-056248G)"
tapetech::056707,TapeTech,056707,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,6.52,11.99,0,11.99,single_observation,TapeTech Bazooka Oil,18.51,0,18.51,single_observation,TapeTech™ Bazooka Oil (8oz),16.92,0,16.92,single_observation,TapeTech Bazooka Oil - 8oz can
tapetech::058126f,TapeTech,058126f,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.38,81.69,0,81.69,single_observation,TapeTech Main Drive Chain 058126F,,0,,,,83.07,0,83.07,single_observation,TapeTech MAIN CHAIN (TAPE-058126F)
tapetech::059005,TapeTech,059005,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 4-40 Hex Nut 059005,,0,,,,1.19,0,1.19,single_observation,TapeTech 4-40 Hex Nut (TAPE-059005)
tapetech::059012,TapeTech,059012,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech 6-32 X 3/8 Fillister Head Screw 059012,,0,,,,1.30,0,1.30,single_observation,"TapeTech 6-32 x 3/8"" Fillister Screw SST (TAPE-059012)"
tapetech::059013,TapeTech,059013,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 6-32 X 5/16 Round Head Screw 059013,,0,,,,1.19,0,1.19,single_observation,TapeTech 6-32 X 5/16 ROUND HEAD SCREW SST (TAPE-059013)
tapetech::059014,TapeTech,059014,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 4-40 X 3/16 Truss Head Screw Slot 059014,,0,,,,1.19,0,1.19,single_observation,TapeTech 4-40 X 3/16 Truss Head Screw SST (TAPE-059014)
tapetech::059015,TapeTech,059015,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech 6-32 X 1/4 Fillister Slot Head Screw 059015,,0,,,,1.30,0,1.30,single_observation,TapeTech 6-32 X 1/4 FILLISTER HEAD SCREW SST (TAPE-059015)
tapetech::059016,TapeTech,059016,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech #6 Med Split Spring Lockwasher 059016,,0,,,,1.30,0,1.30,single_observation,TapeTech #6 LOCKWASHER MEDIUM SPRING SST (TAPE-059016)
tapetech::059018,TapeTech,059018,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.23,1.17,0,1.17,single_observation,TapeTech 6-32 Thin Pattern Stop Nut 059018,1.40,0,1.40,single_observation,6-32 Thin Pattern Stopnut - 059018,1.30,0,1.30,single_observation,TapeTech # 6-32 LOCKNUT (TAPE-059018)
tapetech::059020,TapeTech,059020,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech 6-32 X 3/8 Bind Head Slot Screw 059020,,0,,,,1.30,0,1.30,single_observation,TapeTech 6-32 X 3/8 BIND HEAD SCREW SST (TAPE-059020)
tapetech::059021,TapeTech,059021,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 4-40 X 5/32 Bind Head Screw 059021,1.05,0,1.05,single_observation,4-40 X 5/32 Bind Hd Screw - 059021,1.19,0,1.19,single_observation,TapeTech 4-40 X 5/32 BIND HEAD SCREW SST (TAPE-059021)
tapetech::059024,TapeTech,059024,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.87,5.39,0,5.39,single_observation,TapeTech Chain Keeper Washer 059024,,0,,,,3.52,0,3.52,single_observation,TapeTech Chain Keeper (TAPE-059024)
tapetech::059025,TapeTech,059025,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.23,1.17,0,1.17,single_observation,TapeTech 5/64 X 1/2 Cotter Pin 059025,1.40,0,1.40,single_observation,059025 - Cotter Pin,1.30,0,1.30,single_observation,"TapeTech 5/64"" X 1/2"" Cotter Pin SST (TAPE-059025)"
tapetech::059029,TapeTech,059029,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.41,0.99,0,0.99,single_observation,TapeTech 6-32 X 5/8 Flat Head Screw 059029,1.40,0,1.40,single_observation,6-32 X 5/8 Flat Hd Screw - 059029,1.19,0,1.19,single_observation,TapeTech 6-32 X 5/8 Flat Head Screw SST (TAPE-059029)
tapetech::059037,TapeTech,059037,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech 4-40 X 1/4 Bind Head Slot Screw 059037,,0,,,,1.30,0,1.30,single_observation,TapeTech 4-40 X 1/4 BIND HEAD SCREW SST (TAPE-059037)
tapetech::059038,TapeTech,059038,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech #4 Med Spring Lockwasher 59038,,0,,,,1.19,0,1.19,single_observation,TapeTech #4 MEDIUM SPRING LOCK WASHER (TAPE-059038)
tapetech::059040,TapeTech,059040,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech Buna O-Ring 59040,,0,,,,1.19,0,1.19,single_observation,TapeTech 0-RING
tapetech::059044,TapeTech,059044,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,5.53,13.79,0,13.79,single_observation,TapeTech Insert 059044,,0,,,,19.32,0,19.32,single_observation,TapeTech INSERT (TAPE-059044)
tapetech::059047,TapeTech,059047,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.41,0.99,0,0.99,single_observation,TapeTech 2-56 X 1/8 Bind Head Screw 059047,1.40,0,1.40,single_observation,2-56 X 1/8 Bind Hd Screw - 059047,1.19,0,1.19,single_observation,"TapeTech 2/56 X 1/8"" Bind Head Screw SST"
tapetech::059049,TapeTech,059049,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech Gooser Needle 059049,,0,,,,1.30,0,1.30,single_observation,TapeTech Gooser Needle (TAPE-059049)
tapetech::059051,TapeTech,059051,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.23,1.17,0,1.17,single_observation,TapeTech 6-32 X 3/16 Fillister Screw 059051,1.40,0,1.40,single_observation,059051 - 6-32 X 3/16 Fillister Screw,1.30,0,1.30,single_observation,TapeTech 6-32 X 3/16 FILLISTER HEAD SCREW SST (TAPE-059051)
tapetech::059056,TapeTech,059056,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.23,1.17,0,1.17,single_observation,TapeTech 2-56 X 3/16 Bind Head Slot Screw 059056,1.40,0,1.40,single_observation,2-56 X 3/16 Bind Hd Screw - 059056,1.30,0,1.30,single_observation,TapeTech 2-56 X 3/16 BIND HEAD SCREW SST (TAPE-059056)
tapetech::059057,TapeTech,059057,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech 4-40 X 3/16 Bind Slot Head Screw 059057,,0,,,,1.30,0,1.30,single_observation,TapeTech 4-40 X 3/16 BIND HEAD SCREW SST (TAPE-059057)
tapetech::059060,TapeTech,059060,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 3-48 Nylock Stop Nut 059060,,0,,,,1.19,0,1.19,single_observation,TapeTech 3-48 Hex Stopnut (TAPE-059060)
tapetech::059061f,TapeTech,059061f,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,3.56,8.00,0,8.00,single_observation,TapeTech Valve Spring 059061F,5.61,0,5.61,single_observation,059061 - Valve Spring,4.44,0,4.44,single_observation,TapeTech Valve Spring
tapetech::059067,TapeTech,059067,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.60,1.79,0,1.79,single_observation,TapeTech Key Ring 059067,,0,,,,1.19,0,1.19,single_observation,TapeTech KEY RING (TAPE-059067)
tapetech::059074,TapeTech,059074,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 8-32 Hex Elastic Stop Nut 059074,1.05,0,1.05,single_observation,059074 - 8-32 Hex Nylock Nut,1.19,0,1.19,single_observation,TapeTech 8-32 Hex Elastic Stopnut (TAPE-059074)
tapetech::059078,TapeTech,059078,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.38,3.67,0,3.67,single_observation,TapeTech Nyliner Bearing 059078,,0,,,,4.05,0,4.05,single_observation,TapeTech Bearing Nyliner
tapetech::059082,TapeTech,059082,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.38,4.04,0,4.04,single_observation,TapeTech Drum Washer 059082,,0,,,,4.42,0,4.42,single_observation,TapeTech Drum Washer (TAPE-059082)
tapetech::059084,TapeTech,059084,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech 8-32 X 1/4 1/2 Dog Setscrew 059084,,0,,,,1.30,0,1.30,single_observation,TapeTech 8-32 X 1/4 SETSCREW 1/2 DOG SST
tapetech::059085,TapeTech,059085,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.16,0.99,0,0.99,single_observation,TapeTech 8-32 X 1/4 Fillister Head Slot Screw 059085,,0,,,,1.15,0,1.15,single_observation,TapeTech 8-32 X 1/4 Fillister Head Screw SST (TAPE-059085)
tapetech::059087,TapeTech,059087,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.41,0.99,0,0.99,single_observation,TapeTech 3-48 Miniature Hex Nut 59087,1.40,0,1.40,single_observation,3-48 Hex Miniature Nut - 059087,1.15,0,1.15,single_observation,TapeTech 3-48 Miniature Hex Nut (TAPE-059087)
tapetech::059091,TapeTech,059091,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 6-32 X 1/2 Fillister Hd Screw 059091,1.05,0,1.05,single_observation,6-32 X 1/2 Fillister Head Screw - 059091,1.19,0,1.19,single_observation,TapeTech 6-32 X 1/2 Fillister Head Screw SST (TAPE-059091)
tapetech::059092,TapeTech,059092,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 8-32 X 1-1/2 Round Hd Screw 059092,,0,,,,1.19,0,1.19,single_observation,TapeTech 8-32 X 1-1/2 Round Head Screw SST (TAPE-059092)
tapetech::059098,TapeTech,059098,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,1.93,5.79,0,5.79,single_observation,TapeTech Side Plate Shim 059098,7.72,0,7.72,single_observation,Side Plate Shim -  059098,5.89,0,5.89,single_observation,"TapeTech Shim, Side Plate (TAPE-059098)"
tapetech::059102,TapeTech,059102,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.23,1.17,0,1.17,single_observation,TapeTech 4-40 X 1/4 Flat Head Mach Slot Screw 059102,1.40,0,1.40,single_observation,059102 - 4-40 X 1/4 Flat Hd Screw,1.30,0,1.30,single_observation,TapeTech 4-40 X 1/4 Flat head Screw SST (TAPE-059102)
tapetech::059107,TapeTech,059107,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 6-32 X 1/4 TapeTech Flat Head Screw 059107,,0,,,,1.19,0,1.19,single_observation,TapeTech 6-32 X 1/4 Flat Head Screw SST (TAPE-059107)
tapetech::059119,TapeTech,059119,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech Drive Dog Holder Pin 059119,,0,,,,1.19,0,1.19,single_observation,TapeTech Drive Dog Holder Pin
tapetech::059120,TapeTech,059120,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech Drive Dog Axle 059120,,0,,,,1.19,0,1.19,single_observation,TapeTech Drive Dog Axle (TAPE-059120)
tapetech::059122,TapeTech,059122,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.23,1.17,0,1.17,single_observation,TapeTech #6 X 5/16 Self Tap Screw 059122,1.40,0,1.40,single_observation,#6 X 5/16 Self Tap Screw - 059122,,0,,,
tapetech::059127,TapeTech,059127,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 8-32 X 5/8 Truss Slot Hd Screw 59127,,0,,,,1.19,0,1.19,single_observation,TapeTech 8-32 X 5/8 Truss head Screw SST (TAPE-059127)
tapetech::059129,TapeTech,059129,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.24,0.99,0,0.99,single_observation,TapeTech Cutter Block Pin 059129,0.95,0,0.95,single_observation,Cutter Block Pin - 059129,1.19,0,1.19,single_observation,TapeTech CUTTER BLOCK PIN (TAPE-059129)
tapetech::059143,TapeTech,059143,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech 1/16 x 1/2 Cotter Pin 059143,,0,,,,1.30,0,1.30,single_observation,"TapeTech 1/16X1/2"" COTTER PIN SST (TAPE-059143)"
tapetech::059156,TapeTech,059156,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech 4-40 X 5/16 Bind Hd Slot Screw 059156,,0,,,,1.30,0,1.30,single_observation,TapeTech 4-40 X 5/16 BIND HEAD SCREW SST (TAPE-059156)
tapetech::059161,TapeTech,059161,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 4-40 X 3/8 Fillister Head Screw 059161,,0,,,,1.19,0,1.19,single_observation,TapeTech 4-40 X 3/8 Fillister Head Screw SST (TAPE-059161)
tapetech::059164,TapeTech,059164,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.24,0.99,0,0.99,single_observation,TapeTech #6 Star Washer 059164,0.95,0,0.95,single_observation,059164 - #6 Star Washer,1.19,0,1.19,single_observation,TapeTech #6 EXT WASHER
tapetech::059201,TapeTech,059201,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.21,11.69,0,11.69,single_observation,TapeTech 1/4-20 Hex Castle Nut 59201,,0,,,,11.90,0,11.90,single_observation,TapeTech 1/4-20 HEX CASTLE NUT (TAPE-059201)
tapetech::059206,TapeTech,059206,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,3.50,9.79,0,9.79,single_observation,TapeTech 1/4-20 Special Hex Nut 059206,,0,,,,13.29,0,13.29,single_observation,TapeTech 1/4-20 Hex Nut (TAPE-059206)
tapetech::059217,TapeTech,059217,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,0.24,0.99,0,0.99,single_observation,TapeTech 4-40 X 3/8 Bind Hd Screw 059217,0.95,0,0.95,single_observation,059217 - 4-40 X 3/8 Bind Head Screw,1.19,0,1.19,single_observation,TapeTech 4-40 X 3/8 BIND HEAD SCREW SST (TAPE-059217)
tapetech::059220,TapeTech,059220,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.07,1.12,0,1.12,single_observation,TapeTech 8-32 X 5/16 Cup Point Screw 059220,,0,,,,1.19,0,1.19,single_observation,TapeTech 8-32 X 5/16 Set Screw Cup Point SST (TAPE-059220)
tapetech::059224,TapeTech,059224,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.12,1.17,0,1.17,single_observation,TapeTech Washer 1/4 SAE St 59224,1.05,0,1.05,single_observation,059224 - 1/4 Standard Sst Washer,,0,,,
tapetech::059225,TapeTech,059225,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 10-32 Thin Pattern Stop Nut 059225,,0,,,,1.19,0,1.19,single_observation,TapeTech 10-32 LockNut (TAPE-059225)
tapetech::059227,TapeTech,059227,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,5.03,8.19,0,8.19,single_observation,TapeTech 10-32 Special Nut 059227,3.16,0,3.16,single_observation,059227 - 10-32 Special Nut,,0,,,
tapetech::059230,TapeTech,059230,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 5-40 X 13/32 Bd Hd Screw 059230,,0,,,,1.19,0,1.19,single_observation,TapeTech 5-40 X 13/32 Bind Head Screw SST (TAPE-059230)
tapetech::059238,TapeTech,059238,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.20,0.99,0,0.99,single_observation,TapeTech 1/4-20 X 1/2 Flat Hd Screw 059238,,0,,,,1.19,0,1.19,single_observation,"TapeTech 1/4-20 X 1/2"" Flat Head Screw SST (TAPE-059238)"
tapetech::059260,TapeTech,059260,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.13,1.17,0,1.17,single_observation,TapeTech 8-32 Hex Nut 59260,,0,,,,1.30,0,1.30,single_observation,TapeTech 8-32 Hex Nut SST (TAPE-059260)
tapetech::059328,TapeTech,059328,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.68,6.27,0,6.27,single_observation,TapeTech O-Ring 07TT Taper Lid 059328,,0,,,,6.95,0,6.95,single_observation,TapeTech O-Ring 07TT Taper Lid (TAPE-059328)
tapetech::059331,TapeTech,059331,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,4.41,0.99,0,0.99,single_observation,TapeTech 10-32 x 5/16 Hex Setscrew Cup Pt 059331,5.40,0,5.40,single_observation,"059331 - Setscrew, 10-32x5",,0,,,
tapetech::059332,TapeTech,059332,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.02,1.09,0,1.09,single_observation,"TapeTech O-Ring, 1mm x 11mm 059332",1.07,0,1.07,single_observation,059332 - O-Ring for 07TT Cover Plate,,0,,,
tapetech::129061,TapeTech,129061,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.14,1.29,0,1.29,single_observation,TapeTech E-Clip #25 129061,,0,,,,1.15,0,1.15,single_observation,TapeTech E-CLIP #25 (TAPE-129061)
tapetech::130001,TapeTech,130001,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,3.90,25.99,0,25.99,single_observation,TapeTech Mud Tube Cap 130001,22.09,0,22.09,single_observation,Cap Mud Tube - 130001,,0,,,
tapetech::130002,TapeTech,130002,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,6.74,54.99,0,54.99,single_observation,TapeTech Mud Tube Outlet 130002,48.25,0,48.25,single_observation,Outlet Mud Tube - 130002,,0,,,
tapetech::130005,TapeTech,130005,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.49,22.59,0,22.59,single_observation,TapeTech Guide 130005,23.08,0,23.08,single_observation,130005 - Guide Mud Tube,,0,,,
tapetech::130006,TapeTech,130006,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.79,33.39,0,33.39,single_observation,TapeTech Ball 130006,34.18,0,34.18,single_observation,130006 - Ball Mud Tube,,0,,,
tapetech::130007,TapeTech,130007,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.20,9.69,0,9.69,single_observation,TapeTech Piston 130007,8.49,0,8.49,single_observation,Replacement Piston - 130007,,0,,,
tapetech::130036,TapeTech,130036,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,3.42,148.79,0,148.79,single_observation,"TapeTech 36"" Main Tube 130036",152.21,0,152.21,single_observation,"130036 - Main Tube, 36"" Mud Tube",,0,,,
tapetech::139010,TapeTech,139010,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.19,1.29,0,1.29,single_observation,"TapeTech Screw, 4-40 x 1-1/4 SHCS 139010",1.10,0,1.10,single_observation,"139010 - Screw, 4-40 x 1-1/4 SHCS Mud Tube",,0,,,
tapetech::140003,TapeTech,140003,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.55,30.59,0,30.59,single_observation,TapeTech MudRunner Tube Cap 140003,,0,,,,31.14,0,31.14,single_observation,TapeTech TUBE CAP (TAPE-140003)
tapetech::140004,TapeTech,140004,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,8.64,38.09,0,38.09,single_observation,TapeTech Tube Adapter 140004,46.73,0,46.73,single_observation,140004 - Tube Adapter,38.69,0,38.69,single_observation,TapeTech TUBE ADAPTER (TAPE-140004)
tapetech::140005,TapeTech,140005,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.75,118.99,0,118.99,single_observation,TapeTech End Cap 140005,121.74,0,121.74,single_observation,140005 - End Cap,,0,,,
tapetech::140006,TapeTech,140006,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,27.93,223.79,0,223.79,single_observation,TapeTech Pushrod 140006,251.72,0,251.72,single_observation,140006 - Mudrunner Pushrod,,0,,,
tapetech::140007,TapeTech,140007,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.41,19.89,0,19.89,single_observation,TapeTech MudRunner Needle Plug 140007,,0,,,,18.48,0,18.48,single_observation,TapeTech NEEDLE PLUG (TAPE-140007)
tapetech::140009g,TapeTech,140009g,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,4.41,262.69,0,262.69,single_observation,TapeTech MudRunner Control Tube 140009G,,0,,,,267.10,0,267.10,single_observation,TapeTech CONTROL TUBE  (TAPE-140009G)
tapetech::140013,TapeTech,140013,3,3,3,3,verified,,MARKET_PRICE_CONFLICT,,2.56,12.89,0,12.89,single_observation,TapeTech MudRunner Control Bushing 140013,15.45,0,15.45,single_observation,140013 - Mudrunner Control Bushing,13.07,0,13.07,single_observation,TapeTech CONTROL BUSHING (TAPE-140013)
tapetech::140015,TapeTech,140015,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.35,19.39,0,19.39,single_observation,TapeTech MudRunner Connector 140015,,0,,,,19.74,0,19.74,single_observation,TapeTech Connector
tapetech::140018,TapeTech,140018,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.88,51.59,0,51.59,single_observation,TapeTech Spring 140018,,0,,,,52.47,0,52.47,single_observation,TapeTech SPRING (TAPE-140018)
tapetech::140019,TapeTech,140019,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,24.27,125.89,0,125.89,single_observation,TapeTech Main Tube Cap 140019,150.16,0,150.16,single_observation,140019 - Main Tube Cap,,0,,,
tapetech::142001,TapeTech,142001,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,3.18,192.99,0,192.99,single_observation,TapeTech MudRunner Tube 142001,,0,,,,196.17,0,196.17,single_observation,TapeTech TUBE (TAPE-142001)
tapetech::144001,TapeTech,144001,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,27.41,569.99,0,569.99,single_observation,TapeTech MudRunner Plastic Tube with Clamps 144001,597.40,0,597.40,single_observation,144001 - Mudrunner Plastic Tube Complete,,0,,,
