DTB Row,DTB Product Type,DTB Parent SKU,DTB SKU,DTB Brand,DTB Product,DTB Effective Price,DTB Price Basis,DTB Price Warnings,Verified Competitor Count,Distinct Verified Prices,Market Price Status,Market Price,Market Price Evidence Count,Observed Price Spread,DTB vs Market Price,DTB vs Market Price %,Review Candidate Count,Recommended Review Status,Approved Alias Evidence Count,All-Wall Verified,All-Wall Identity,All-Wall SKU,All-Wall Product,All-Wall Price,All-Wall Duplicate Count,All-Wall Observed Duplicate Prices,All-Wall Evidence Quality,Al's Taping Tools Verified,Al's Taping Tools Identity,Al's Taping Tools SKU,Al's Taping Tools Product,Al's Taping Tools Price,Al's Taping Tools Duplicate Count,Al's Taping Tools Observed Duplicate Prices,Al's Taping Tools Evidence Quality,Wall Tools Verified,Wall Tools Identity,Wall Tools SKU,Wall Tools Product,Wall Tools Price,Wall Tools Duplicate Count,Wall Tools Observed Duplicate Prices,Wall Tools Evidence Quality
376,variation,AH1,AH1-3.5,Columbia Tools,"Head Casting - 3.5""",153.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::ah1-3.5,AH1-3.5,AH1-3.5 Columbia Angle Head Body Casting 3.5in,175.48,0,175.48,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
377,variation,HFFB3-PLATE,HFFB3,Columbia Tools,Hinge Box End Plate - Right,36.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::hffb3,HFFB3,"Columbia Flat Finisher Flat Box End Plate (Right) (COLM-HFFB3-7, HFFB3-8, HFFB3-10, HFFB3-12)",38.17,0,38.17,verified_exact_identity
378,variation,HFFB3-PLATE,HFFB3A,Columbia Tools,Hinge Box End Plate - Left,36.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::hffb3a,HFFB3A,"Columbia Flat Finisher Flat Box End Plate (Left) (COLM-HFFB3A-7, HFFB3A-8, HFFB3A-10, HFFB3A-12)",38.17,0,38.17,verified_exact_identity
379,simple,,MP6,Columbia Tools,Handle Link,33.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,5.34,,,0,Price Conflict - Review Required,0,yes,columbia::mp6,MP6,MP6 Columbia Mud Pump Handle Link #6165,37.66,0,37.66,verified_exact_identity,no,,,,,0,,,yes,columbia::mp6,MP6,Columbia Handle Link (One Piece) (COLM-MP6),32.32,0,32.32,verified_exact_identity
380,simple,,HNSA-14,Columbia Tools,Handle Link Assembly,45.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::hnsa14,HNSA14,Columbia Handle Link Assembly for Hinged Nail Spotter (COLM-HNSA14),26.46,0,26.46,verified_exact_identity
381,simple,,MH1,Columbia Tools,Handle Mount Plate,75.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
382,simple,,CR6,Columbia Tools,Handle Mounting Swivel,24.95,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,2.94,,,0,Price Conflict - Review Required,0,yes,columbia::cr6,CR6,CR6 Columbia Corner Roller Handle Mounting Swivel #5565,17.68,0,17.68,verified_exact_identity,yes,columbia::cr6,CR6,Corner Roller Handle Mounting Swivel - CR6,14.74,0,14.74,verified_exact_identity,yes,columbia::cr6,CR6,Columbia Handle Mounting Swivel (COLM-CR6),15.18,0,15.18,verified_exact_identity
383,simple,,HPA-48,Columbia Tools,Handle Pin Assembly,5.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::hpa48,HPA48,Columbia Handle Pin (COLM-HPA48),5.06,0,5.06,verified_exact_identity
384,simple,,HH8,Columbia Tools,Handle Tube,45.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
385,simple,,MP5,Columbia Tools,Head Bushing,13.95,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,5.05,,,0,Price Conflict - Review Required,0,yes,columbia::mp5,MP5,MP5 Columbia Mud Pump Head Bushing #6164,26.38,0,26.38,verified_exact_identity,yes,columbia::mp5,mp5,Mud Pump Head Bushing - MP5,21.33,0,21.33,verified_exact_identity,yes,columbia::mp5,MP5,Columbia Head Bushing (COLM-MP5),22.64,0,22.64,verified_exact_identity
386,simple,,CR1,Columbia Tools,Head Casting,136.89,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::cr1,CR1,CR1 Columbia Corner Roller Head Casting #5561,58.50,0,58.50,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
387,simple,,FFB39,Columbia Tools,Hex Bolt,3.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
388,simple,,CT20,Columbia Tools,Hinge Block,24.95,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,1.95,,,0,Price Conflict - Review Required,0,yes,columbia::ct20,CT20,CT20 Columbia Taper Hinge Block #5595,11.72,0,11.72,verified_exact_identity,yes,columbia::ct20,CT20,CT20 - Taper Hinge Block,9.77,0,9.77,verified_exact_identity,yes,columbia::ct20,CT20,Columbia Hinge Block (COLM-CT20),10.36,0,10.36,verified_exact_identity
389,simple,,CFB15A,Columbia Tools,Hinge Bushing (Plastic Washer),8.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.79,,,0,Price Conflict - Review Required,0,yes,columbia::cfb15a,CFB15A,CFB15A Columbia Angle Box Hinge Bushing #5553,2.75,0,2.75,verified_exact_identity,no,,,,,0,,,yes,columbia::cfb15a,CFB15A,Columbia Hinge Bushing for Corner Box (COLM-CFB15A),1.96,0,1.96,verified_exact_identity
390,simple,,BH6,Columbia Tools,Hinge Pin,11.25,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,,,,,0,,,no,tapetech::bh6,BH6,Box Handle Hinge Pin - BH6,,0,,review_only,yes,columbia::bh6,BH6,Columbia Hinge Pin for 180 Grip Flat Box Handle (COLM-BH6),9.33,0,9.33,verified_exact_identity
392,simple,,MH6,Columbia Tools,Hinge Pin,4.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
393,simple,,CT79,Columbia Tools,Hollow Shaft,38.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,6.41,,,0,Price Conflict - Review Required,0,yes,columbia::ct79,CT79,CT79 Columbia Taper Hollow Shaft #5851,45.18,0,45.18,verified_exact_identity,no,,,,,0,,,yes,columbia::ct79,CT79,Columbia Hollow Shaft (COLM-CT79),38.77,0,38.77,verified_exact_identity
394,simple,,CT68,Columbia Tools,Hub,15.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.56,,,0,Price Conflict - Review Required,0,yes,columbia::ct68,CT68,CT68 Columbia Taper Hub #5842,18.08,0,18.08,verified_exact_identity,no,,,,,0,,,yes,columbia::ct68,CT68,Columbia Hub (COLM-CT68),15.52,0,15.52,verified_exact_identity
395,simple,,CT2,Columbia Tools,Insert Bushing for CT#7A,5.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.78,,,0,Price Conflict - Review Required,0,yes,columbia::ct2,CT2,CT2 Columbia Taper Insert Bushing #5571,5.65,0,5.65,verified_exact_identity,no,,,,,0,,,yes,columbia::ct2,CT2,Columbia Nylatron Insert Bushing (COLM-CT2),3.87,0,3.87,verified_exact_identity
396,simple,,MH13,Columbia Tools,Large Nyliner Bushing,5.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
397,variation,CT-WAFER-BUSHING,CT4,Columbia Tools,Wafer Bushing - Left,2.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.59,,,0,Price Conflict - Review Required,0,yes,columbia::ct4,CT4,CT4 Columbia Taper Left Wafer Bushing #5574,1.88,0,1.88,verified_exact_identity,no,,,,,0,,,yes,columbia::ct4,CT4,Columbia Left Wafer Bushing (COLM-CT4),1.29,0,1.29,verified_exact_identity
398,variation,CT-WAFER-BUSHING,CT5,Columbia Tools,Wafer Bushing - Right,11.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.59,,,0,Price Conflict - Review Required,0,yes,columbia::ct5,CT5,CT5 Columbia Taper Right Wafer Bushing #5575,1.88,0,1.88,verified_exact_identity,no,,,,,0,,,yes,columbia::ct5,CT5,Columbia Right Wafer Bushing (COLM-CT5),1.29,0,1.29,verified_exact_identity
399,simple,,HP47,Columbia Tools,Latch Clamp Assembly,28.95,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::hp47,HP47,Columbia Pump Latch Clamp Assembly (COLM-HP47),28.44,0,28.44,verified_exact_identity
400,simple,,HP46,Columbia Tools,Latch Keeper,19.75,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,1.84,,,0,Price Conflict - Review Required,0,yes,columbia::hp46,HP46,HP46 Columbia Mud Pump Latch Keeper #6155,5.48,0,5.48,verified_exact_identity,yes,columbia::hp46,hp46,Mud Pump Latch Keeper - HP46,3.64,0,3.64,verified_exact_identity,yes,columbia::hp46,HP46,Columbia Latch Keeper (COLM-HP46),3.87,0,3.87,verified_exact_identity
401,simple,,MP8,Columbia Tools,Leg,71.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::mp8,MP8,COLMP8 Columbia Mud Pump Leg,,0,,review_only,no,,,,,0,,,yes,columbia::mp8,MP8,Columbia Leg (COLM-MP8),74.34,0,74.34,verified_exact_identity
402,simple,,HH17C,Columbia Tools,Line Pincher,4.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::hh17c,HH17C,COLHH17C Line Pincher for COL88,,0,,review_only,no,,,,,0,,,yes,columbia::hh17c,HH17C,Columbia Line Pincher for Hydra Reach Flat Box Handle (COLM-HH17C),3.62,0,3.62,verified_exact_identity
403,simple,,BH4,Columbia Tools,Lower Brake Lever,22.53,regular_price,,2,1,MARKET_PRICE_VERIFIED_2_OF_3,24.79,2,0.00,-2.26,-9.12,0,Verified Market Price - 2/3,0,no,,,,,0,,,yes,columbia::bh4,BH4,Flat Box Handle Lower Brake Lever - BH4,24.79,0,24.79,verified_exact_identity,yes,columbia::bh4,BH4,Columbia Lower Brake Lever for 180 Grip Flat Box Handle (COLM-BH4),24.79,0,24.79,verified_exact_identity
404,simple,,MH3,Columbia Tools,Lower Mount Bracket,33.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,BH3,Columbia Lower Mounting Bracket,,0,,review_only,no,,,,,0,,,no,,,,,0,,
405,simple,,BH3,Columbia Tools,Lower Mounting Bracket,32.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,5.95,,,0,Price Conflict - Review Required,0,yes,columbia::bh3,BH3,Columbia Lower Mounting Bracket,35.90,0,35.90,verified_exact_identity,no,,,,,0,,,yes,columbia::bh3,BH3,Columbia Lower Mounting Bracket for 180 Grip Flat Box Handle (COLM-BH3),29.95,0,29.95,verified_exact_identity
406,simple,,CT80,Columbia Tools,Manual Drive Grip,18.75,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,5.07,,,0,Price Conflict - Review Required,0,yes,columbia::ct80,CT80,CT80 Columbia Taper Manual Drive Grip #5852,43.84,0,43.84,verified_exact_identity,no,,,,,0,,,yes,columbia::ct80,CT80,Columbia Manual Drive Grip (COLM-CT80),38.77,0,38.77,verified_exact_identity
407,simple,,MH2,Columbia Tools,Matrix Handle Head,4.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
408,simple,,CT43,Columbia Tools,Micro Chain,28.52,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,5.34,,,0,Price Conflict - Review Required,0,yes,columbia::ct43,CT43,CT43 Columbia Taper Micro Chain #5618,37.66,0,37.66,verified_exact_identity,no,,,,,0,,,yes,columbia::ct43,CT43,Columbia Micro Chain (Cutting System) (COLM-CT43),32.32,0,32.32,verified_exact_identity
409,simple,,MH3A,Columbia Tools,Mounting Bracket Stem,4.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
410,simple,,BH1,Columbia Tools,Mounting Plate,54.64,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,,,,,0,,,no,columbia::bh1,BH1,Columbia Handle Mounting Base for 180 Grip Flat Box Handle (COLM-BH1),,0,,review_only
411,simple,,MP24,Columbia Tools,Mud Pump Screen,4.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::mp24,MP24,MP24 Columbia Mud Pump Mud Pump Screen (Coarse) #6178,5.65,0,5.65,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
412,simple,,MP23,Columbia Tools,Mud Pump Seal,16.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.78,,,0,Price Conflict - Review Required,0,yes,columbia::mp23,MP23,MP23 Columbia Mud Pump Mud Pump Seal #6176,5.65,0,5.65,verified_exact_identity,no,,,,,0,,,yes,columbia::mp23,MP23,Columbia Mud Pump Seal (a.k.a U-cup) (COLM-MP23),3.87,0,3.87,verified_exact_identity
413,simple,,HFFB1A-10,Columbia Tools,"Mud Seal Strip - 10""",10.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::hffb1a-10,HFFB1A-10,Columbia 10 in. Flat Box Hinge Seal (COLM-HFFB1A-10),12.67,0,12.67,verified_exact_identity
414,simple,,CT96,Columbia Tools,Mud Shut-Off Gasket,4.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.02,,,0,Price Conflict - Review Required,0,yes,columbia::ct96,CT96,CT96 Columbia Taper Mud Shut Off Gasket #5871,3.28,0,3.28,verified_exact_identity,no,,,,,0,,,yes,columbia::ct96,CT96,Columbia Mud Gate Gasket (COLM-CT96),2.26,0,2.26,verified_exact_identity
415,simple,,CT98,Columbia Tools,Mud Supply Seal Plate & Shaft,24.95,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.37,,,0,Price Conflict - Review Required,0,yes,columbia::ct98,CT98,CT98 Columbia Taper Mud Supply Seal Plate #5960,7.53,0,7.53,verified_exact_identity,no,,,,,0,,,yes,columbia::ct98,CT98,Columbia Mud Supply Seal Plate & Shaft (COLM-CT98),5.16,0,5.16,verified_exact_identity
416,simple,,CT97,Columbia Tools,Mud Supply Valve Body,34.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,4.28,,,1,Price Conflict - Review Required,0,yes,columbia::ct97,CT97,CT97 Columbia Taper Mud Supply Valve Body #5959,30.14,0,30.14,verified_exact_identity,no,,CT97,Taper Mud Supply Valve Body 054059F - CT97,,0,,review_only,yes,columbia::ct97,CT97,Columbia Mud Supply Valve Body (COLM-CT97),25.86,0,25.86,verified_exact_identity
417,simple,,CFB6,Columbia Tools,Mud Supply Valve Unit,29.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,6.26,,,0,Price Conflict - Review Required,0,yes,columbia::cfb6,CFB6,CFB6 Columbia Angle Box Mud Supply Valve Unit #5545,32.18,0,32.18,verified_exact_identity,no,,,,,0,,,yes,columbia::cfb6,CFB6,Columbia Mud Supply Valve for Corner Box (COLM-CFB6),38.44,0,38.44,verified_exact_identity
418,simple,,HNS17A,Columbia Tools,Nail Spotter Handle Tightness Screw,5.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::hns17a,HNS17A,HNS17A Columbia Nail Spotter Handle Tightness Screw,4.82,0,4.82,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
419,simple,,CT63,Columbia Tools,Needle,2.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.64,,,0,Price Conflict - Review Required,0,yes,columbia::ct63,CT63,Needle,1.93,0,1.93,verified_exact_identity,no,,,,,0,,,yes,columbia::ct63,CT63,Columbia Tape Advance Needle (COLM-CT63),1.29,0,1.29,verified_exact_identity
420,simple,,CT62,Columbia Tools,Needle Holding Shaft,16.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.77,,,0,Price Conflict - Review Required,0,yes,columbia::ct62,CT62,CT62 Columbia Taper Needle Holding Shaft #5836,19.56,0,19.56,verified_exact_identity,no,,,,,0,,,yes,columbia::ct62,CT62,Columbia Needle Holding Shaft (COLM-CT62),16.79,0,16.79,verified_exact_identity
422,variation,MP-PISTON-BACKING-WASHER,MP13A,Columbia Tools,Piston Backing Washer - Small,12.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.92,,,0,Price Conflict - Review Required,0,yes,columbia::mp13a,MP13A,MP13A Columbia Mud Pump Piston Backing Washer (Small) #6174,13.56,0,13.56,verified_exact_identity,no,,,,,0,,,yes,columbia::mp13a,MP13A,Columbia Piston Cup Backing Washer (a.k.a. Small Retainer) (includes MP32) (COLM-MP13A),11.64,0,11.64,verified_exact_identity
423,variation,MP-PISTON-BACKING-WASHER,MP13,Columbia Tools,Piston Backing Washer - Large,14.25,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,3.21,,,0,Price Conflict - Review Required,0,yes,columbia::mp13,MP13,MP13 Columbia Mud Pump Piston Backing Washer (Large) #6173,10.98,0,10.98,verified_exact_identity,no,,,,,0,,,yes,columbia::mp13,MP13,Columbia Piston Cup Backing Washer (a.k.a. Large Retainer) (COLM-MP13),7.77,0,7.77,verified_exact_identity
424,simple,,CT64,Columbia Tools,Needle Return Shaft,6.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.37,,,0,Price Conflict - Review Required,0,yes,columbia::ct64,CT64,CT64 Columbia Taper Needle Return Shaft #5838,7.53,0,7.53,verified_exact_identity,no,,,,,0,,,yes,columbia::ct64,CT64,Columbia Needle Return Shaft (COLM-CT64),5.16,0,5.16,verified_exact_identity
425,simple,,CT65,Columbia Tools,Needle Return Spring,4.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.64,,,0,Price Conflict - Review Required,0,yes,columbia::ct65,CT65,CT65 Columbia Taper Needle Return Spring #5839,5.20,0,5.20,verified_exact_identity,no,,,,,0,,,yes,columbia::ct65,CT65,Columbia Needle Return Spring (COLM-CT65),3.56,0,3.56,verified_exact_identity
426,simple,,HFFB4D,Columbia Tools,Nylatron Bushing,3.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::hffb4d,HFFB4D,Columbia Nylatron Bushing (COLM-HFFB4D),2.04,0,2.04,verified_exact_identity
427,simple,,MP36,Columbia Tools,Nylatron Bushing,11.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.14,,,0,Price Conflict - Review Required,0,yes,columbia::mp36,MP36,MP36 Columbia Mud Pump Nylatron Bushing #5879,7.30,0,7.30,verified_exact_identity,no,,,,,0,,,yes,columbia::mp36,MP36,Columbia Nylatron Bushing (COLM-MP36),5.16,0,5.16,verified_exact_identity
428,simple,,CT76,Columbia Tools,Nylatron Washer,6.25,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.45,,,0,Price Conflict - Review Required,0,yes,columbia::ct76,CT76,CT76 Columbia Taper Nylatron Washer #5847,1.43,0,1.43,verified_exact_identity,no,,,,,0,,,yes,columbia::ct76,CT76,Columbia Nylatron Washer (COLM-CT76),0.98,0,0.98,verified_exact_identity
429,simple,,FFB38,Columbia Tools,Nyliner Bearing,2.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
430,simple,,HP45,Columbia Tools,O Ring Enclosure,22.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,3.19,,,0,Price Conflict - Review Required,0,yes,columbia::hp45,HP45,HP45 Columbia Mud Pump O-Ring Enclosure #6154,22.60,0,22.60,verified_exact_identity,no,,,,,0,,,yes,columbia::hp45,HP45,Columbia Pump O-Ring Enclosure (COLM-HP45),19.41,0,19.41,verified_exact_identity
431,simple,,CT121A,Columbia Tools,O-Ring,2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ct121a,CT121A,"Columbia Tape Spool Shaft ""O"" Ring (COLM-CT121A)",1.29,0,1.29,verified_exact_identity
432,simple,,MP23A,Columbia Tools,O-Ring,2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::mp23a,MP23A,Columbia O Ring (a.k.a. Filler O-ring) (COLM-MP23A),1.29,0,1.29,verified_exact_identity
433,simple,,MH10,Columbia Tools,Octagon,36.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
434,simple,,CT19,Columbia Tools,Paper Feed Guide,30.83,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,5.77,,,0,Price Conflict - Review Required,0,yes,columbia::ct19,CT19,CT19 Columbia Taper Paper Feed Guide #5594,40.70,0,40.70,verified_exact_identity,no,,,,,0,,,yes,columbia::ct19,CT19,Columbia Paper Feed Guide (COLM-CT19),34.93,0,34.93,verified_exact_identity
435,simple,,MH17,Columbia Tools,Pinch Brake,24.50,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
436,simple,,MH15,Columbia Tools,Pinch Brake Activator,22.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
437,simple,,MH24,Columbia Tools,Pinch Brake Bushing,12.75,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
438,simple,,MH18,Columbia Tools,Pinch Brake Housing,20.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
439,simple,,MH19,Columbia Tools,Pinch Brake Sleeve,28.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
440,simple,,MH25,Columbia Tools,Pinch Brake Stem,14.95,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
443,simple,,MH12,Columbia Tools,PinchBrake Spring,4.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
444,simple,,CT107,Columbia Tools,Piston Body,27.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,4.26,,,0,Price Conflict - Review Required,0,yes,columbia::ct107,CT107,CT107 Columbia Taper Piston Body #5967,30.10,0,30.10,verified_exact_identity,no,,,,,0,,,yes,columbia::ct107,CT107,Columbia Piston Body (COLM-CT107),25.84,0,25.84,verified_exact_identity
445,simple,,CT111,Columbia Tools,Piston Cup,13.70,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,2.56,,,0,Price Conflict - Review Required,1,yes,columbia::ct111,CT111,CT111 Columbia Taper Piston Cup #5969,18.08,0,18.08,verified_exact_identity,yes,columbia::ct111,CT-111,Taper Piston Cup - CT111,18.08,0,18.08,verified_exact_identity,yes,columbia::ct111,CT111,Columbia Plunger Cup (COLM-CT111),15.52,0,15.52,verified_exact_identity
446,simple,,MP14,Columbia Tools,Piston Cup,11.75,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.92,,,0,Price Conflict - Review Required,0,yes,columbia::mp14,MP14,MP14 Columbia Mud Pump Piston Cup #6175,13.56,0,13.56,verified_exact_identity,no,,,,,0,,,yes,columbia::mp14,MP14,Columbia Piston Cup (COLM-MP14),11.64,0,11.64,verified_exact_identity
447,simple,,HH16,Columbia Tools,Piston Housing,27.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,,,,,0,,,no,columbia::hh16,HH16,Columbia Brake Cylinder for Hydra Reach Flat Box Handle (COLM-HH16),,0,,review_only
448,variation,CT-INSERT-BUSHING,CT3,Columbia Tools,Insert Bushing - Right,12.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.92,,,0,Price Conflict - Review Required,0,yes,columbia::ct3,CT3,CT3 Columbia Taper Right Insert Bushing #5572,13.56,0,13.56,verified_exact_identity,no,,,,,0,,,yes,columbia::ct3,CT3,Columbia Right Insert Bushing (Includes CT5)  (COLM-CT3),11.64,0,11.64,verified_exact_identity
449,variation,CT-INSERT-BUSHING,CT3A,Columbia Tools,Insert Bushing - Left,14.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.92,,,0,Price Conflict - Review Required,0,yes,columbia::ct3a,CT3A,CT3A Columbia Taper Left Insert Bushing #5573,13.56,0,13.56,verified_exact_identity,no,,,,,0,,,yes,columbia::ct3a,CT3A,Columbia Left Insert Bushing (Includes CT4) (COLM-CT3A),11.64,0,11.64,verified_exact_identity
450,variation,CT-NYLATRON-CHAIN-ROLLER,CT29,Columbia Tools,Nylatron Chain Roller - Right (Small),13.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.47,,,0,Price Conflict - Review Required,0,yes,columbia::ct29,CT29,CT29 Columbia Taper Nylatron Chain Roller #5602,4.70,0,4.70,verified_exact_identity,no,,,,,0,,,yes,columbia::ct29,CT29,Columbia Right Nylatron Chain Roller (Small) (COLM-CT29),3.23,0,3.23,verified_exact_identity
451,variation,CT-NYLATRON-CHAIN-ROLLER,CT29A,Columbia Tools,Nylatron Chain Roller - Left (Large),4.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,yes,columbia::ct29a,CT29A,CT29A Columbia Taper Nylatron Chain Roller (Left) #5603,4.70,0,4.70,verified_exact_identity,no,,,,,0,,,no,columbia::ct29a,CT29A,Columbia Small Right Side Nylatron Chain Roller for Automatic Taper (COLM-CT29A),,0,,review_only
