dtb_brand,dtb_product_name,dtb_sku,dtb_mpn,dtb_regular_price,dtb_sale_price,dtb_map_price,allwall_product_name,allwall_sku,allwall_url,allwall_regular_price,allwall_sale_price,allwall_current_price,allwall_availability,match_status,match_confidence,match_method,price_vs_dtb_map,evidence_notes,checked_at
LEVEL5,LEVEL5 Compound Pump,4-771,4-771,455.88,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 Compound Tube,4-741,4-741,205.31,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 Corner Roller,4-707,4-707,158.96,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 Drywall Banjo,5-311,5-311,151.37,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Angle Head Corner Finisher with Wheels - 2.5""",PT-CF2.5,PT-CF2.5,239.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Angle Head Corner Finisher with Wheels - 3""",PT-3CF,PT-3CF,249.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Angle Head Corner Finisher with Wheels - 3.5""",PT-CF3.5,PT-CF3.5,259.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Compound Tube - 24""",PT-CT24,PT-CT24,150.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Compound Tube - 36""",PT-CT36,PT-CT36,155.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Compound Tube - 42""",PT-CT42,PT-CT42,160.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Flat Box Handle - 34""",PT-BH34,PT-BH34,90.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Flat Box Handle - 42""",PT-BH42,PT-BH42,95.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Flat Box Handle - 54""",PT-BH54,PT-BH54,100.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Flat Finishing Box - 10""",PT-10FB,PT-10FB,195.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Flat Finishing Box - 12""",PT-12FB,PT-FB12,205.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Flat Finishing Box - 14""",PT-14FB,PT-14FB,215.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Flat Finishing Box - 8""",PT-8FB,PT-8FB,185.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 Gooseneck,4-714,4-714,101.88,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 MiniShot,4-772,4-772,941.72,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 MiniShot Ext. Handle,4-773,4-773,74.48,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 Outside Corner Tool,4-746,4-746,77.26,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Nail Spotter - 2""",PT-2NS,PT-2NS,160.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Nail Spotter - 3""",PT-3NS,PT-3NS,160.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Stainless Steel Corner Flusher - 3.5""",PT-3.5CF,PT-3.5CF,84.56,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Stainless Steel Corner Flusher - 2.5""",PT-2.5CF,PT-2.5CF,79.27,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum 50"" Corner Tool Handle - Angle Head",PT-CFH50,PT-CFH50,49.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum 50"" Corner Tool Handle - Corner Box",PT-CAH50,PT-CAH50,49.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum 50"" Corner Tool Handle - Corner Roller",PT-CRH50,PT-CRH50,59.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum 90° Corner Applicator - Inside,PT-ICA,PT-ICA,59.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum 90° Corner Applicator - Outside,PT-OCA,PT-OCA,59.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Corner Roller - ECO Inside,PT-CRE,PT-CRE,59.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Corner Roller - Inside,PT-CR,PT-CR,79.99,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Corner Roller - Outside 90°,PT-OCR,PT-OCR,69.99,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum 4"" Flat Applicator",PT-FA,PT-FA,59.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum 8"" Corner Applicator",PT-CA8,PT-CA8,159.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Box Filler Attachment,PT-BF,PT-BF,49.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Drywall Pump w/Filler,PT-CP,PT-CP,269.0,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Drywall Starter Finishing Set,PT-FIN,PT-FIN,1399.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Extendable Angle Head Handle,PT-EXT3IN1-1,PT-EXT3IN1-1,75.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,"Platinum Extendable Flat Box Handle 40"" – 64""",PT-EBH,PT-EBH,169.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1 Aluminum Drywall Stilts - 16""-24""",S1-A-1624,S1-A-1624,322.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1 Aluminum Drywall Stilts - 20""-30""",S1-A-2030,S1-A-2030,331.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1 Aluminum Drywall Stilts - 26""-40""",S1-A-2640,S1-A-2640,340.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1 Magnesium Drywall Stilts - 16""-24""",S1-M-1624,S1-M-1624,368.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1 Magnesium Drywall Stilts - 20""-30""",S1-M-2030,S1-M-2030,376.50,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1 Magnesium Drywall Stilts - 26""-40""",S1-M-2640,S1-M-2640,385.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1X Aluminum Drywall Stilts - 21""-31""",S1X-A-2131,S1X-A-2131,407.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1X Aluminum Drywall Stilts - 26""-40""",S1X-A-2640,S1X-A-2640,407.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1X Magnesium Drywall Stilts - 21""-31""",S1X-M-2131,S1X-M-2131,430.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S1X Magnesium Drywall Stilts - 26""-40""",S1X-M-2640,S1X-M-2640,441.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2 Aluminum Drywall Stilts - 16""-24""",S2-A-1624,S2-A-1624,356.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2 Aluminum Drywall Stilts - 20""-30""",S2-A-2030,S2-A-2030,365.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2 Aluminum Drywall Stilts - 26""-40""",S2-A-2640,S2-A-2640,374.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2 Magnesium Drywall Stilts - 16""-24""",S2-M-1624,S2-M-1624,395.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2 Magnesium Drywall Stilts - 20""-30""",S2-M-2030,S2-M-2030,403.50,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2 Magnesium Drywall Stilts - 26""-40""",S2-M-2640,S2-M-2640,412.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Mini Box Handle,PT-MNBH,PT-MNBH,62.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum 4 Wheel Inside Angle / Corner Applicator,PT-AICA,PT-AICA,89.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Semi Automatic Drywall Taper,PT-TP,PT-TP,145.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Platinum Drywall Tools,Platinum Gooseneck,PT-GN,GN,59.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2X Aluminum Drywall Stilts - 38""-52""",S2X-A-3852,S2X-A-3852,486.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2X Aluminum Drywall Stilts - 26""-40""",S2X-A-2640,S2X-A-2640,457.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2X Magnesium Drywall Stilts - 21""-31""",S2X-M-2131,S2X-M-2131,479.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
SurPro,"SurPro S2X Magnesium Drywall Stilts - 26""-40""",S2X-M-2640,S2X-M-2640,490.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
TapeTech,TapeTech Applicator Head - Outside Corner,16TT,16TT,85.43,,85.00,TapeTech Mud Applicator Head 90 Outside 16TT,16TT,https://www.all-wall.com/TapeTech-MudHead90Degree,,,85,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,MATCHES_DTB_MAP,All-Wall displayed MPN 16TT exactly matches DTB SKU 16TT after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Applicator Head - Inside Corner,16TT90,16TT90,85.43,,85.00,TapeTech Mud Applicator Head 90 Inside 16TT90,16TT90,https://www.all-wall.com/TapeTech-Mud-Head-90Inside,,,85,OutOfStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,MATCHES_DTB_MAP,All-Wall displayed MPN 16TT90 exactly matches DTB SKU 16TT90 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Brakeless Box Handle - Rotational Extendable 34""-60""",BHE-SW,BHE-SW,335.99,,,TapeTech SideWinder Flat Box Handle BHESW,BHE-SW,https://www.all-wall.com/TapeTech-SideWinder-BHESW,,,329,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN BHE-SW exactly matches DTB SKU BHE-SW after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Brakeless Box Handle - Fixed 34""",BH,BH,149.00,,149.00,TapeTech Brakeless Flat Box Handle BH,BH,https://www.all-wall.com/TapeTech-Handle-BH,,,149,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,MATCHES_DTB_MAP,All-Wall displayed MPN BH exactly matches DTB SKU BH after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Brakeless Box Handle - Extendable 34""-60""",BHE,BHE,305.72,,299.00,TapeTech Brakeless Extendable Flat Box Handle BHE,BHE,https://www.all-wall.com/TapeTech-Handle-BHE,,,299,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,MATCHES_DTB_MAP,All-Wall displayed MPN BHE exactly matches DTB SKU BHE after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Paper Faced Bead Pro Set,TTPFB,TTPFB,1949.00,,,TapeTech Paper Faced Bead Pro Set TTPFB,TTPFB,https://www.all-wall.com/TapeTech-BeadProSet-TTPFB,,,1949,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN TTPFB exactly matches DTB SKU TTPFB after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Basic Taping Set,TTBTS,TTBTS,2829.00,,,TapeTech Basic Taping Set TTBTS,TTBTS,https://www.all-wall.com/TapeTech-TapingSet-TTBTS,,,2829,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN TTBTS exactly matches DTB SKU TTBTS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Pro Performance Easy Finish Set,TTPPS-EF,TTPPS-EF,7295.00,,,TapeTech Pro Performance Easy Finish Set TTPPS-EF,TTPPS-EF,https://www.all-wall.com/TapeTech-Pro-Performance-Easy-Finish-Set-TTPPSEF,,,7295,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN TTPPS-EF exactly matches DTB SKU TTPPS-EF after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Standard Full Set - With 2 Pumps,TTSFS-2,TTSFS-2,5357.00,,,TapeTech Standard Full Set with 2 Pumps TTSFS-2,TTSFS-2,https://www.all-wall.com/TapeTech-Standard-Full-Drywall-Tool-Set-w-two-Pumps,,,5357,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN TTSFS-2 exactly matches DTB SKU TTSFS-2 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Corner Finishing Set,TTCFS,TTCFS,1416.00,,,TapeTech Corner Finishing Set TTCFS,TTCFS,https://www.all-wall.com/TapeTech-Corner-Finishing-Set-TTCFS,,,1416,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN TTCFS exactly matches DTB SKU TTCFS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Standard Full Set - Standard,TTSFS,TTSFS,4958.00,,,TapeTech Standard Full Set TTSFS,TTSFS,https://www.all-wall.com/TapeTech-Standard-Full-Set,,,4958,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN TTSFS exactly matches DTB SKU TTSFS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Pro Performance Set,TTPPS,TTPPS,6625.00,,,TapeTech Pro Performance Set TTPPS,TTPPS,https://www.all-wall.com/TapeTech-Pro-Performance-Tool-Set,,,6625,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN TTPPS exactly matches DTB SKU TTPPS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Professional Starter Set,TTPSS,TTPSS,4559.00,,,TapeTech Professional Starter Set TTPSS,TTPSS,https://www.all-wall.com/TapeTech-Professional-Starter-Set,,,4559,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN TTPSS exactly matches DTB SKU TTPSS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech Basic Box Set,TTBBS,TTBBS,1644.00,,,TapeTech Basic Box Set TTBBS,TTBBS,https://www.all-wall.com/TapeTech-Drywall-Box-Set-TTBBS,,,1644,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN TTBBS exactly matches DTB SKU TTBBS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,TapeTech MudRunner Corner Finishing Set,TTCFS-M,TTCFS-M,1928.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Combo Corner Flusher - 2.5""",CF25COMBO,CF25COMBO,189.19,,,"TapeTech 2.5"" Combo Flusher CF25COMBO",CF25COMBO,https://www.all-wall.com/TapeTech-2.5in-Combo-Flusher,,,179,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CF25COMBO exactly matches DTB SKU CF25COMBO after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Combo Corner Flusher - 3""",CF30COMBO,CF30COMBO,194.48,,,"TapeTech 3"" Combo Flusher CF30COMBO",CF30COMBO,https://www.all-wall.com/TapeTech-3in-Combo-Flusher,,,184,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CF30COMBO exactly matches DTB SKU CF30COMBO after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Combo Corner Flusher - 3.5""",CF35COMBO,CF35COMBO,199.76,,,"TapeTech 3.5"" Combo Flusher CF35COMBO",CF35COMBO,https://www.all-wall.com/TapeTech-3.5in-Combo-Flusher,,,189,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CF35COMBO exactly matches DTB SKU CF35COMBO after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Combo Corner Flusher - 4""",CF40COMBO,CF40COMBO,205.05,,,"TapeTech 4"" Combo Flusher CF40COMBO",CF40COMBO,https://www.all-wall.com/TapeTech-4in-Combo-Flusher,,,194,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CF40COMBO exactly matches DTB SKU CF40COMBO after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Compound Tube - 24""",CT24TT,CT24TT,189.00,,189.00,"TapeTech 24"" Compound Tube CT24TT",CT24TT,https://www.all-wall.com/TapeTech-Compound-Tube-24,,,189,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,MATCHES_DTB_MAP,All-Wall displayed MPN CT24TT exactly matches DTB SKU CT24TT after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Compound Tube - 36""",CT36TT,CT36TT,199.00,,199.00,"TapeTech 36"" Compound Tube CT36TT",CT36TT,https://www.all-wall.com/TapeTech-Compound-Tube-36,,,199,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,MATCHES_DTB_MAP,All-Wall displayed MPN CT36TT exactly matches DTB SKU CT36TT after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
TapeTech,"TapeTech Compound Tube - 42""",CT42TT,CT42TT,211.09,,209.00,"TapeTech 42"" Compound Tube CT42TT",CT42TT,https://www.all-wall.com/TapeTech-Compound-Tube-42,,,209,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,MATCHES_DTB_MAP,All-Wall displayed MPN CT42TT exactly matches DTB SKU CT42TT after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
