Brands,Name,SKU,Description,Images,Match Status,Matched Identifier Field,Production SKU,Production Product Name,Production Type,Production Brand,Production Published,Production Category,Production Product Kind,Production MPN
Columbia,"Columbia 8"" Fat Boy Automatic Assist Drywall Flat Box",8FBBA,"Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. Features: Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes Engaging axel creates pressure on mud release Over 50% easier to push Great for vertical flats Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/8FBBA_M.jpg,Exact identifier match,SKU,8FBBA,"Columbia Automatic Fat Boy Box - 8""",variation,Columbia Tools,1,,drywall-finishing-tool,8FBBA
Columbia,Columbia 90 Inside Plastic Applicator,IA90,"Proportionate grooves give you a consistent mud distribution on the 90 degree inside angle and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market. Features: Available in Inside 90° angle Quick release clip Channeled grooves for evenly dispersed mud and controlled flow Long lasting, durable and strong Machined using top quality Ultra High Molecular Weight materials Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTIA90_M.jpg,Exact identifier match,SKU,IA90,Columbia UHMW Mud Applicator - Inside 90°,variation,Columbia Tools,1,,drywall-finishing-tool,IA90
Columbia,Columbia Angle Head Ball Holder Release Clip,AH6A,Columbia Angle Head Ball Holder Release Clip There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13675_MD-CTTAH6A_M.jpg,Exact identifier match,SKU,AH6A,Funnel Retainer Clip,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,AH6A
Columbia,Columbia Angle Head Side Blade,AH4,Columbia Angle Head Side Blade There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13736_MD-CTTAH4_M.jpg,Exact identifier match,SKU,AH4,Side Blade,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,AH4
Columbia,Columbia Lower Brake Lever,BH4,Columbia Lower Brake Lever There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/14032_MD-CTTBH4.jpg,Exact identifier match,SKU,BH4,Lower Brake Lever,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,BH4
Columbia,Columbia Outside Bullnose Corner Roller,CBNCR,"Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster. Features: Available in Standard, Bullnose, Wide and Micro (European) Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCBNCR_M.jpg,Exact identifier match,SKU,CBNCR,Columbia Outside Corner Roller - Bullnose,variation,Columbia Tools,1,,drywall-finishing-tool,CBNCR
Columbia,Columbia Predator Hot Mud Pump,PHMP,Columbia Predator Hot Mud Pump There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CTTPHMP_M.jpg,Exact identifier match,SKU,PHMP,Columbia Predator Mud Pump,simple,Columbia Tools,1,"Drywall Finishing Tools > Columbia Tools > Corner Tools, Drywall Finishing Tools > Columbia Tools > Predator Family",drywall-finishing-tool,PHMP
Columbia,Columbia Semi Automatic Taper,SAT,"The Semi-Automatic Taper or “Bucket Taper” allows users to apply a specific amount of compound to a large volume of tape. It has a tape spool with brake to cut down on operator fatigue. Columbia’s semi automatic taper is easy to use, durable and has laser engraved instruction on the door. Features: Tape spool with brake to control tape dispensing Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTSAT_M.jpg,Exact identifier match,SKU,SAT,Columbia Semi Automatic Taper,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Semi-Automatic Taping Tools,drywall-finishing-tool,SAT
Columbia,Columbia Spool Retaining Spring,CT119,Columbia Spool Retaining Spring There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13645_MD-CTTCT119.jpg,Exact identifier match,SKU,CT119,Spool Retaining Spring,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT119
Columbia,Columbia Tall Boy Gooseneck,TBGN,"Available in our regular and Tallboy, these stainless steel attachments are tough and effective. Rubber covers on the horseshoe protect your taper while being filled. Features: Tig welded stainless steel Rubber coated horseshoe Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTTBGN_M.jpg,Exact identifier match,SKU,TBGN,Columbia Gooseneck - Tall Boy,variation,Columbia Tools,1,,drywall-finishing-tool,TBGN
Columbia,Columbia Taper Chain Tension & Guide Bracket,CT31,Columbia Taper Chain Tension & Guide Bracket There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13752_MD-CTTCT31.jpg,Exact identifier match,SKU,CT31,Chain Tension & Guide Bracket,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT31
Columbia,Columbia Taper Clutch Release Rod,CT88,Columbia Taper Clutch Release Rod There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13756_MD-CTTCT88.jpg,Exact identifier match,SKU,CT88,Clutch Release Rod,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT88
Columbia,Columbia Taper Clutch Release Shaft,CT85,Columbia Taper Clutch Release Shaft There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13737_MD-CTTCT85.jpg,Exact identifier match,SKU,CT85,Clutch Release Shaft,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT85
Columbia,Columbia Taper Crimping Wheel,CT47,Columbia Taper Crimping Wheel There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13782_MD-CTTCT47.jpg,Exact identifier match,SKU,CT47,Crimping Wheel,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT47
Columbia,Columbia Taper Crimping Wheel Bushing,CT50,Columbia Taper Crimping Wheel Bushing There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13619_MD-CTTCT50.jpg,Exact identifier match,SKU,CT50,Crimping Wheel Bushing,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT50
Columbia,Columbia Taper Drive Chain,CT78,Columbia Taper Drive Chain There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13712_MD-CTTCT78.jpg,Exact identifier match,SKU,CT78,Drive Chain,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT78
Columbia,Columbia Taper Drive Sprocket Large,CT77,Columbia Taper Drive Sprocket Large There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13711_MD-CTTCT77.jpg,Exact identifier match,SKU,CT77,Drive Sprocket - Large,variation,Columbia Tools,1,,part,CT77
Columbia,Columbia Taper Insert Bushing,CT2,Columbia Taper Insert Bushing There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13866_MD-CTTCT2.jpg,Exact identifier match,SKU,CT2,Insert Bushing for CT#7A,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT2
Columbia,Columbia Taper L Clip,CT92A,Columbia Taper L Clip There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13628_MD-CTTCT92A.jpg,Exact identifier match,SKU,CT92A,Toe Kicker Caple Retainer Clip,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT92A
Columbia,Columbia Taper Mud Shut Off Gasket,CT96,Columbia Taper Mud Shut Off Gasket There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13826_MD-CTTCT96.jpg,Exact identifier match,SKU,CT96,Mud Shut-Off Gasket,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT96
Columbia,Columbia Taper Nylatron Chain Roller (Left),CT29A,Columbia Taper Nylatron Chain Roller (Left) There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13849_MD-CTTCT29A.jpg,Exact identifier match,SKU,CT29A,Nylatron Chain Roller - Left (Large),variation,Columbia Tools,1,,part,CT29A
Columbia,Columbia Taper Ratchet Gear,CT67,Columbia Taper Ratchet Gear There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13855_MD-CTTCT67.jpg,Exact identifier match,SKU,CT67,Ratchet Gear,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT67
Columbia,Columbia Taper Release Rod Sleeve,CT89,Columbia Taper Release Rod Sleeve There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13804_MD-CTTCT89.jpg,Exact identifier match,SKU,CT89,Release Rod Sleeve,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT89
Columbia,Columbia Taper Right Wafer Bushing,CT5,Columbia Taper Right Wafer Bushing There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13867_MD-CTTCT5.jpg,Exact identifier match,SKU,CT5,Wafer Bushing - Right,variation,Columbia Tools,1,,part,CT5
Columbia,Columbia Taper Roller Bushing,CT28,Columbia Taper Roller Bushing There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13820_MD-CTTCT28.jpg,Exact identifier match,SKU,CT28,Roller Bushing,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT28
Columbia,Columbia Taper Toe Kicker,CT53,Columbia Taper Toe Kicker There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/12715_MD-CTTCT53.jpg,Exact identifier match,SKU,CT53,Toe Kicker,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT53
Columbia,Columbia Upper Mounting Bracket (180 Grip),BH5,Columbia Upper Mounting Bracket (180 Grip) There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13517_MD-CTTBH5.jpg,Exact identifier match,SKU,BH5,Upper Mounting Bracket,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,BH5
Columbia,Columbia #10 Belleville Washer,FA280,Columbia #10 Belleville Washer There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/12692_MD-CTTFA280.jpg,Exact identifier match,SKU,FA280,#10 Belleville Washer,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA280
Columbia,Columbia #10 Flat Washer,FA268,Columbia #10 Flat Washer There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/12690_MD-CTTFA268.jpg,Exact identifier match,SKU,FA268,#10 Flat Washer,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA268
Columbia,"Columbia #10 X 3/4"" Fender Washer",FA270,"Columbia #10 X 3/4"" Fender Washer There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13833_MD-CTTFA270.jpg,Exact identifier match,SKU,FA270,"#10 x 3/4"" Fender Washer",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA270
Columbia,"Columbia #6 X 3/8"" Hex Bolt",FA231,"Columbia #6 X 3/8"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13830_MD-CTTFA231.jpg,Exact identifier match,SKU,FA231,"6-32 x 3/8"" Hex Bolt",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA231
Columbia,Columbia #8 Flat Washer,FA253,Columbia #8 Flat Washer There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13831_MD-CTTFA253.jpg,Exact identifier match,SKU,FA253,#8 Flat Washer,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA253
Columbia,Columbia #8 Star Washer,FA252,Columbia #8 Star Washer There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13742_MD-CTTFA252.jpg,Exact identifier match,SKU,FA252,#8 Star Washer,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA252
Columbia,"Columbia 1/4"" E-Clip for Matrix Handle",FA379,"Columbia 1/4"" E-Clip for Matrix Handle There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15519_MD-CTTFA379.jpg,Exact identifier match,SKU,FA379,"1/4"" SS E-Clip",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA379
Columbia,Columbia 1/4-20 Nyloc Jam Nut,FA292,Columbia 1/4-20 Nyloc Jam Nut There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13725_MD-CTTFA292.jpg,Exact identifier match,SKU,FA292,Columbia FA292 1/4-20 Nyloc Jam Nut,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA292 1/4
Columbia,"Columbia 1/4-20 X 1/2"" Flat Socket",FA295,"Columbia 1/4-20 X 1/2"" Flat Socket There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15118_MD-CTTFA295.jpg,Exact identifier match,SKU,FA295,"1/4 x 1/2"" Flathead Socket",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA295
Columbia,"Columbia 1/4-20 X 1/2"" Hex Bolt",FA296,"Columbia 1/4-20 X 1/2"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15109_MD-CTTFA296.jpg,Exact identifier match,SKU,FA296,"1/4 -20 x 1/2"" Hex Bolt",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA296
Columbia,"Columbia 1/4-20 X 2"" Hex Bolt",FA300,"Columbia 1/4-20 X 2"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/12693_MD-CTTFA300.jpg,Exact identifier match,SKU,FA300,"1/4-20 x 2"" Hex Bolt",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA300
Columbia,"Columbia 1/4-20 X 3/8"" Socket Hd Screw",FA294,"Columbia 1/4-20 X 3/8"" Socket Hd Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15117_MD-CTTFA294.jpg,Exact identifier match,SKU,FA294,"1/4-20 x 38"" Socket",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA294
Columbia,"Columbia 1/4-20 X 7/8"" Flat Socket",FA298,"Columbia 1/4-20 X 7/8"" Flat Socket There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13586_MD-CTTFA298.jpg,Exact identifier match,SKU,FA298,"1/4-20 x 7/8"" Flat Socket",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA298
Columbia,"Columbia 1/4-28 X 1/4"" Set Screw",FA302,"Columbia 1/4-28 X 1/4"" Set Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13746_MD-CTTFA302.jpg,Exact identifier match,SKU,FA302,"1/4-28 x 1/4"" Set Screw",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA302
Columbia,"Columbia 1/8"" E-Clip for Matrix Handle",FA380,"Columbia 1/8"" E-Clip for Matrix Handle There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15518_MD-CTTFA380.jpg,Exact identifier match,SKU,FA380,"1/8"" SS E-Clip",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA380
Columbia,"Columbia 1/8"" X 3/8"" Special Washer",FA225,"Columbia 1/8"" X 3/8"" Special Washer There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15157_MD-FA225.jpg,Exact identifier match,SKU,FA225,"1/8"" x 3/8"" Rivet Shoulder Washer",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA225
Columbia,"Columbia 1/8"" X 3/8"" Split Pin",FA224,"Columbia 1/8"" X 3/8"" Split Pin There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13829_MD-FA224.jpg,Exact identifier match,SKU,FA224,"1/8"" x 3/8"" Split Pin",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA224
Columbia,"Columbia 10"" Automatic Flat Box",10FFBA,"Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. Features: Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes Engaging axel creates pressure on mud release Over 50% easier to push Great for vertical flats Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/14FFBA_M.jpg,Exact identifier match,SKU,10FFBA,"Columbia Automatic Flat Box - 10""",variation,Columbia Tools,1,,drywall-finishing-tool,10FFBA
Columbia,"Columbia 10"" Fat Boy Automatic Assist Drywall Flat Box",10FBBA,"Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. Features: Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes Engaging axel creates pressure on mud release Over 50% easier to push Great for vertical flats Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/8FBBA_M.jpg,Exact identifier match,SKU,10FBBA,"Columbia Automatic Fat Boy Box - 10""",variation,Columbia Tools,1,,drywall-finishing-tool,10FBBA
Columbia,"Columbia 10-24 X 1"" Hex Bolt",FA273,"Columbia 10-24 X 1"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13681_MD-CTTFA273.jpg,Exact identifier match,SKU,FA273,"10-24 x 1"" Hex Bolt",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA273
Columbia,"Columbia 10-24 X 1/4"" Set Screw",FA312,"Columbia 10-24 X 1/4"" Set Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13808_MD-CTTFA312.jpg,Exact identifier match,SKU,FA312,"10-24 X 1/4"" Socket Hand Set",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA312
Columbia,"Columbia 10-24 X 3/4"" Hex Bolt",FA275,"Columbia 10-24 X 3/4"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15096_MD-CTTFA275.jpg,Exact identifier match,SKU,FA275,"10-24 x 7/8"" Hex Bolt",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA275
Columbia,"Columbia 10-24 X 3/8"" Socket Hd Screw",FA274,"Columbia 10-24 X 3/8"" Socket Hd Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13669_MD-CTTFA274.jpg,Exact identifier match,SKU,FA274,"10-24 x 3/8"" Socket",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA274
Columbia,Columbia 10-24 X 7/8 Pan Head Screw,FA276,Columbia 10-24 X 7/8 Pan Head Screw There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13724_MD-CTTFA276.jpg,Exact identifier match,SKU,FA276,"10-24 x 7/8"" Pan Slot",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA276
Columbia,"Columbia 14"" Automatic Flat Box",14FFBA,"Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. Features: Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes Engaging axel creates pressure on mud release Over 50% easier to push Great for vertical flats Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/14FFBA_M.jpg,Exact identifier match,SKU,14FFBA,"Columbia Automatic Flat Box - 14""",variation,Columbia Tools,1,,drywall-finishing-tool,14FFBA
Columbia,"Columbia 2"" Angle Head Frame Tension Spring",AH72,"Columbia 2"" Angle Head Frame Tension Spring There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13620_MD-CTTAH72_M.jpg,Exact identifier match,SKU,AH7-2,"Frame Tension Spring - 2""",variation,Columbia Tools,1,,part,AH7-2
Columbia,"Columbia 2.5"" Angle Head Frame Tension Spring",AH725,"Columbia 2.5"" Angle Head Frame Tension Spring There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13621_MD-CTTAH725_M.jpg,Exact identifier match,SKU,AH7-2.5,"Frame Tension Spring - 2.5""",variation,Columbia Tools,1,,part,AH7-2.5
Columbia,"Columbia 24"" Compound Mud Tube",CMT24,"Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet. Features: Sizes 24″, 32″, 42″, and 55″ available A combination of factors result in the compound being easily pushed through your tools Stainless steel ball Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCMT_M.jpg,Exact identifier match,SKU,CMT24,"Columbia Compound Tube - 24""",variation,Columbia Tools,1,,drywall-finishing-tool,CMT24
Columbia,"Columbia 29""-39"" Predator Matrix Box Handle",PMHS,"Columbia 29""-39"" Predator Matrix Box Handle There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15526_MD-Predator_Matrix_Handle.png,Exact identifier match,SKU,PMHS,"Columbia Predator Matrix Handle - Short 29""-39""",variation,Columbia Tools,1,,drywall-finishing-tool,PMHS
Columbia,"Columbia 3"" Angle Head Tension Spring",AH73,"Columbia 3"" Angle Head Tension Spring There are currently no resources for this product.",https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png,Exact identifier match,SKU,AH7-3,"Frame Tension Spring - 3""",variation,Columbia Tools,1,,part,AH7
Columbia,"Columbia 3"" Widetrack Direct Corner Flusher",3WTDF,"Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 5 designs: 2.5″, 3″, 3.5″, 4″ and wide track Wheels come standard Hand made from U.S. aluminum and steel components There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13649_MD-CTT3WTDF_M.jpg,Exact identifier match,SKU,3WTDF,"Columbia Direct Flusher - 3"" Widetrack",variation,Columbia Tools,1,,drywall-finishing-tool,3WTDF
Columbia,Columbia 3-5' Predator One  Extendable Handle,PC1HEXT,Columbia 3-5' Predator One Extendable Handle There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CTTPC1HEXT_M.jpg,Exact identifier match,SKU,PC1HEXT,Columbia Predator One Handle - Extendable 3'-5',variation,Columbia Tools,1,,drywall-finishing-tool,PC1HEXT
Columbia,"Columbia 3.5"" Angle Head Frame Tension Spring",AH735,"Columbia 3.5"" Angle Head Frame Tension Spring There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13575_MD-CTTAH735_M.jpg,Exact identifier match,SKU,AH7-3.5,"Frame Tension Spring - 3.5""",variation,Columbia Tools,1,,part,AH7-3.5
Columbia,"Columbia 32"" Compound Mud Tube",CMT32,"Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet. Features: Sizes 24″, 32″, 42″, and 55″ available A combination of factors result in the compound being easily pushed through your tools Stainless steel ball Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCMT_M.jpg,Exact identifier match,SKU,CMT32,"Columbia Compound Tube - 32""",variation,Columbia Tools,1,,drywall-finishing-tool,CMT32
Columbia,"Columbia 33/64 X 7/8"" Flat Washer",FA308,"Columbia 33/64 X 7/8"" Flat Washer There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13763_MD-CTTFA308.jpg,Exact identifier match,Meta: schema_mpn,FA3,"1/2"" x 7/8"" Flat Washer",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA308
Columbia,"Columbia 4-40 x 1/8"" Binder Slot",FA208,"Columbia 4-40 x 1/8"" Binder Slot There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15544_MD-CTTFA208.jpg,Exact identifier match,Meta: schema_mpn,FA2,"4-40 x 1/8"" Binder Slot",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA208
Columbia,"Columbia 4-40 X 3/4"" Bind Head Screw",FA220,"Columbia 4-40 X 3/4"" Bind Head Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13789_MD-CTTFA220.jpg,Exact identifier match,SKU,FA220,"4-40 x 3/4"" Hex Bolt",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA220
Columbia,Columbia 4-40 x 5/16 Binder Slot,FA215,Columbia 4-40 x 5/16 Binder Slot There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/15656_MD-CTTFA215.jpg,Exact identifier match,SKU,FA215,"4-40 x 5/16"" Binder Slot",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA215
Columbia,Columbia 4-8' Predator Long Extendable Handle,PCHXL,Columbia 4-8' Predator Long Extendable Handle There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/15527_MD-Predator_Long_Extendable.png,Exact identifier match,SKU,PCHXL,Columbia Predator One Handle - Long Extendable 4'-8',variation,Columbia Tools,1,,drywall-finishing-tool,PCHXL
Columbia,"Columbia 42"" Predator Cam Lock Tube",PCLT42,"Columbia 42"" Predator Cam Lock Tube There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPCLT42_M.jpg,Exact identifier match,SKU,PCLT42,Columbia Predator Camlock Tube,simple,Columbia Tools,1,"Drywall Finishing Tools > Columbia Tools > Corner Tools, Drywall Finishing Tools > Columbia Tools > Predator Family",drywall-finishing-tool,PCLT42
