row_number,sku,type,name,parent_sku,current_categories,proposed_categories,disposition,evidence_basis,requires_review,notes
239,FFB5A,simple,Axel Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
240,MP32,simple,Backing Washer Locator,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
241,FFB8,simple,Bar Retainer Clip,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
242,CT103,simple,Barrel- Main Body,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
243,CT125A,simple,Bearing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
244,BH24A,simple,Bearing Sleeve,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
245,CFB16,simple,Bearing Sleeve,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
246,CR-3,simple,Bearing Sleeve,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
247,HNS8,variable,Blade Holder,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
248,HNS8-2,variation,"Blade Holder - 2""",HNS8,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS8; approved separation from tool-shopping taxonomy,0,
249,HNS8-3,variation,"Blade Holder - 3""",HNS8,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS8; approved separation from tool-shopping taxonomy,0,
250,AH9-CLIP,variable,Bottom Retainer Corner Clip,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
251,AH9A,variation,"Bottom Retainer Corner Clip - 3.5""",AH9-CLIP,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH9-CLIP; approved separation from tool-shopping taxonomy,0,
252,AH9,variation,Bottom Retainer Corner Clip - Standard,AH9-CLIP,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH9-CLIP; approved separation from tool-shopping taxonomy,0,
253,BH9,variable,Brake Connecting Strap,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
254,BH9-3,variation,Brake Connecting Strap - 3',BH9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU BH9; approved separation from tool-shopping taxonomy,0,
255,BH9-42,variation,"Brake Connecting Strap - 42""",BH9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU BH9; approved separation from tool-shopping taxonomy,0,
256,BH9-4,variation,Brake Connecting Strap - 4',BH9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU BH9; approved separation from tool-shopping taxonomy,0,
257,BH9-5,variation,Brake Connecting Strap - 5',BH9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU BH9; approved separation from tool-shopping taxonomy,0,
258,BH9-6,variation,Brake Connecting Strap - 6',BH9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU BH9; approved separation from tool-shopping taxonomy,0,
259,HH16A,simple,Bleeder Screw,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
260,HH10B,simple,Bottom Cap,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
261,CFB8,simple,Box Mount,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
262,FFB36,simple,Box Wheel,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
263,CT87A,simple,Bracket Brace,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
264,HH7,simple,Brake,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
265,MH9A,simple,Brake Activation Rod,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
266,CT16,simple,Brake Dog,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
267,HH13,simple,Brake Pin,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
268,HH14,simple,Brake Piston,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
269,MH8,simple,Brake Rod Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
270,HH12,simple,Brake Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
271,HH-BRASS-CONNECTOR,variable,Brass Connector,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
272,HH17A,variation,Brass Connector - 1,HH-BRASS-CONNECTOR,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HH-BRASS-CONNECTOR; approved separation from tool-shopping taxonomy,0,
273,HH17B,variation,Brass Connector - 2,HH-BRASS-CONNECTOR,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HH-BRASS-CONNECTOR; approved separation from tool-shopping taxonomy,0,
274,CT72,simple,Cable,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
275,CT73,simple,Cable Drum,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
276,BH26,simple,Cam,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
277,BH7,simple,Cam Follower,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
278,HH19,simple,Cap,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
279,CT35,simple,Cap Reinforcing Tab,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
280,CT55,simple,Carriage Guide Rod,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
281,CT56,simple,Carriage Guide Rod Stop,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
282,CT31,simple,Chain Tension & Guide Bracket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
283,CT83,simple,Clutch Dog,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
284,CT82,simple,Clutch Lever,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
285,CT88,simple,Clutch Release Rod,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
286,CT85,simple,Clutch Release Shaft,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
287,CT81,simple,Clutch Return Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
288,HH9,simple,Coiled Hydraulic Line,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
289,HP44,simple,Collar O-Ring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
290,AHA,simple,Angle Head Adapter,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
291,CMH,simple,Columbia Closet Monster Handle,,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,deterministic_mapping,approved target taxonomy + current functional leaf,0,
292,CC,simple,Columbia Corner Cobra,,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,deterministic_mapping,approved target taxonomy + current functional leaf,0,
293,CR,simple,Columbia Corner Roller,,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,deterministic_mapping,approved target taxonomy + current functional leaf,0,
294,CT86,simple,CT86 – Toe Kicker Cable,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
295,FA259,simple,"FA259 8-32 X 5/16"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
296,FA292,simple,FA292 1/4-20 Nyloc Jam Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
297,HNS4,variable,Door,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
298,HNS4-2,variation,"Door - 2""",HNS4,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS4; approved separation from tool-shopping taxonomy,0,
299,HNS4-3,variation,"Door - 3""",HNS4,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS4; approved separation from tool-shopping taxonomy,0,
300,FA311,simple,"FA311 1/4-28 X 1/2"" Socket Head",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
301,FA315,simple,"FA315 10-32 X 3/8"" Flat Socket Head",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
302,PCLT42,simple,Columbia Predator Camlock Tube,,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,deterministic_mapping,approved target taxonomy + current functional leaf,0,
303,PCMT42,simple,"Columbia Predator Compound Tube 42""",,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,deterministic_mapping,approved target taxonomy + current functional leaf,0,
304,PHMP,simple,Columbia Predator Mud Pump,,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,deterministic_mapping,approved target taxonomy + current functional leaf,0,
305,SAT,simple,Columbia Semi Automatic Taper,,Taping & Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,deterministic_mapping,approved target taxonomy + current functional leaf,0,
306,CFB5B,simple,Cone Ball,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
307,CT132,simple,Connecting Link,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
308,MH7,simple,Connecting Link Fork,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
309,MH5,simple,Connecting Link Pin,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
310,CT45,simple,Connecting Rod,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
311,MH16,simple,Connecting Rod Housing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
312,CT112,simple,Connecting Stud,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
313,CT104,simple,Connection Strap,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
314,CT105,simple,Crimper Lever,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
315,CT10A,simple,Crimping Arm Shaft Bushing - L,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
316,CT47,simple,Crimping Wheel,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
317,CT50,simple,Crimping Wheel Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
318,CR4,simple,Cut Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
319,CT42A,simple,Diamond Blade,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
320,CT13,simple,Dog Base Bracket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
321,CFB4,variable,Door,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
322,CFB4-7,variation,"Door - 7""",CFB4,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CFB4; approved separation from tool-shopping taxonomy,0,
323,CFB4-8,variation,"Door - 8""",CFB4,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CFB4; approved separation from tool-shopping taxonomy,0,
324,HNS15,variable,Door Gasket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
325,HNS15-2,variation,"Door Gasket - 2""",HNS15,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS15; approved separation from tool-shopping taxonomy,0,
326,HNS15-3,variation,"Door Gasket - 3""",HNS15,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS15; approved separation from tool-shopping taxonomy,0,
327,CFB7,variable,Door Gasket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
328,CFB7-7,variation,"Door Gasket - 7""",CFB7,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CFB7; approved separation from tool-shopping taxonomy,0,
329,CFB7-8,variation,"Door Gasket - 8""",CFB7,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CFB7; approved separation from tool-shopping taxonomy,0,
330,HNS-DOOR-SPRING,variable,Door Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
331,HNS10A,variation,Door Spring - Short,HNS-DOOR-SPRING,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS-DOOR-SPRING; approved separation from tool-shopping taxonomy,0,
332,HNS10,variation,Door Spring - Long,HNS-DOOR-SPRING,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS-DOOR-SPRING; approved separation from tool-shopping taxonomy,0,
333,CT-SPROCKET,variable,Drive Sprocket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
334,CT71,variation,Drive Sprocket - Small,CT-SPROCKET,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CT-SPROCKET; approved separation from tool-shopping taxonomy,0,
335,CT77,variation,Drive Sprocket - Large,CT-SPROCKET,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CT-SPROCKET; approved separation from tool-shopping taxonomy,0,
336,CFB15,simple,Door Hinge,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
337,FFB17,simple,Door Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
338,FFB16,simple,Door Spring Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
339,CFB11A,simple,Door Stop,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
340,FFB32,simple,Door Stop,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
341,CT78,simple,Drive Chain,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
342,CT70,simple,Drive Shaft,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
343,CT87,simple,Engraved Cover Plate Cap,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
344,HH5,simple,Extension Housing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
345,HH30,simple,Extension Release Trigger,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
346,CT130,simple,Extension Shaft,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
347,AH7,variable,Frame Tension Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
348,AH7-2,variation,"Frame Tension Spring - 2""",AH7,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH7; approved separation from tool-shopping taxonomy,0,
349,AH7-2.5,variation,"Frame Tension Spring - 2.5""",AH7,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH7; approved separation from tool-shopping taxonomy,0,
350,AH7-3,variation,"Frame Tension Spring - 3""",AH7,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH7; approved separation from tool-shopping taxonomy,0,
351,AH7-3.5,variation,"Frame Tension Spring - 3.5""",AH7,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH7; approved separation from tool-shopping taxonomy,0,
352,CT127,simple,Extension Shaft Bracket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
353,MP33,simple,Filler Gasket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
354,MP28,simple,Filler Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
355,MP25,simple,Filler Studs,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
356,MP2,simple,Foot Valve Casting,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
357,AH5,simple,Frame Retainer Clip,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
358,AH6A,simple,Funnel Retainer Clip,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
359,MH21,simple,Grip Adjuster Housing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
360,MH23,simple,Grip Adjusting Fastener,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
361,MH22,simple,Grip Adjustment Pin,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
362,HH15,simple,Grip Sleeve Octagon,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
363,CT115,simple,Guard Ring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
364,CT58,simple,Guide Rod Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
365,CT126,simple,Hand Grip Body,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
366,CT124,simple,Hand Grip Guard Ring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
367,HNS12,simple,Handle Clamp,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
368,CR11,simple,Handle Connecting Link,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
369,HH35,simple,Handle Grip,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
370,MH4,simple,Handle Grip,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
371,MH11,simple,Handle Grip Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
372,AH1,variable,Head Casting,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
373,AH1-2,variation,"Head Casting - 2""",AH1,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH1; approved separation from tool-shopping taxonomy,0,
374,AH1-2.5,variation,"Head Casting - 2.5""",AH1,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH1; approved separation from tool-shopping taxonomy,0,
375,AH1-3,variation,"Head Casting - 3""",AH1,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH1; approved separation from tool-shopping taxonomy,0,
376,AH1-3.5,variation,"Head Casting - 3.5""",AH1,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH1; approved separation from tool-shopping taxonomy,0,
377,HFFB3-PLATE,variable,Hinge Box End Plate,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
378,HFFB3,variation,Hinge Box End Plate - Right,HFFB3-PLATE,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HFFB3-PLATE; approved separation from tool-shopping taxonomy,0,
379,HFFB3A,variation,Hinge Box End Plate - Left,HFFB3-PLATE,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HFFB3-PLATE; approved separation from tool-shopping taxonomy,0,
380,MP6,simple,Handle Link,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
381,HNSA-14,simple,Handle Link Assembly,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
382,MH1,simple,Handle Mount Plate,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
383,CR6,simple,Handle Mounting Swivel,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
384,HPA-48,simple,Handle Pin Assembly,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
385,HH8,simple,Handle Tube,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
386,MP5,simple,Head Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
387,CR1,simple,Head Casting,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
388,FFB39,simple,Hex Bolt,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
389,CT20,simple,Hinge Block,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
390,CFB15A,simple,Hinge Bushing (Plastic Washer),,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
391,BH6,simple,Hinge Pin,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
392,MH6,simple,Hinge Pin,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
393,CT79,simple,Hollow Shaft,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
394,CT68,simple,Hub,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
395,CT2,simple,Insert Bushing for CT#7A,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
396,MH13,simple,Large Nyliner Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
397,CT-WAFER-BUSHING,variable,Wafer Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
398,CT4,variation,Wafer Bushing - Left,CT-WAFER-BUSHING,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CT-WAFER-BUSHING; approved separation from tool-shopping taxonomy,0,
399,CT5,variation,Wafer Bushing - Right,CT-WAFER-BUSHING,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CT-WAFER-BUSHING; approved separation from tool-shopping taxonomy,0,
400,HP47,simple,Latch Clamp Assembly,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
401,HP46,simple,Latch Keeper,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
402,MP8,simple,Leg,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
403,HH17C,simple,Line Pincher,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
404,BH4,simple,Lower Brake Lever,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
405,MH3,simple,Lower Mount Bracket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
406,BH3,simple,Lower Mounting Bracket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
407,CT80,simple,Manual Drive Grip,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
408,MH2,simple,Matrix Handle Head,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
409,CT43,simple,Micro Chain,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
410,MH3A,simple,Mounting Bracket Stem,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
411,BH1,simple,Mounting Plate,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
412,MP24,simple,Mud Pump Screen,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
413,MP23,simple,Mud Pump Seal,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
414,HFFB1A-10,simple,"Mud Seal Strip - 10""",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
415,CT96,simple,Mud Shut-Off Gasket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
416,CT98,simple,Mud Supply Seal Plate & Shaft,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
417,CT97,simple,Mud Supply Valve Body,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
418,CFB6,simple,Mud Supply Valve Unit,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
419,HNS17A,simple,Nail Spotter Handle Tightness Screw,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
420,CT63,simple,Needle,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
421,CT62,simple,Needle Holding Shaft,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
422,MP-PISTON-BACKING-WASHER,variable,Piston Backing Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
423,MP13A,variation,Piston Backing Washer - Small,MP-PISTON-BACKING-WASHER,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU MP-PISTON-BACKING-WASHER; approved separation from tool-shopping taxonomy,0,
424,MP13,variation,Piston Backing Washer - Large,MP-PISTON-BACKING-WASHER,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU MP-PISTON-BACKING-WASHER; approved separation from tool-shopping taxonomy,0,
425,CT64,simple,Needle Return Shaft,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
426,CT65,simple,Needle Return Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
427,HFFB4D,simple,Nylatron Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
428,MP36,simple,Nylatron Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
